category,text,dset
"lifting or moving loads, vehicle incident general","preventable, company, minor damage, no injury driver reports vehicle struck rear drivers side wheel area while driving at low speed. incident reported to workcare, no injuries sustained.",ORGP
environmental leak or issue,"leak from train 1 depropaniser column overhead line  whilst undertaking lagging work at the top of train 1 depropaniser column, the work party noticed a smell of hydrocarbon. the operations team subsequently identified a leak of propane vapour from the depropaniser overheads line, emanating from a trunnion weep hole. a personal gas detector indicated 20% – 40% lel when placed 10cm from the trunnion weep hole (see attached photographs). cats  procedure (cat-saf-prc-011 hydrocarbon release reduction) categorises a leak as a release that results in a gas detector reading >20% lel at 10cm from the source. the depropaniser operates at 12barg and the overheads line contains propane vapour at 40 to 50 degc. train 1 distillation area to be isolated and depressured to all further inspection and identify possible methods of repair. ",ORGP
fall from or working at height issue,"a 3rd party contract crane mechanic fell into the water while working on crane. wood operators on facility during incident. migrated from legacy cairs incident #38351a 3rd party contract crane mechanic (gulf crane) working under the direction of the client pic was working on the crane from a step-ladder situated in close proximity to the handrail. he fell from the ladder, past the handrail, down into the water (from the crane deck level). wood operators successfully threw him a life ring buoy. the fallen worker was retrieved from the gom with the aid of a sportfishing vessel. he was then transported to medical facility via sar flight for medical evaluation. a client led investigation teamwasassembled including the 3rd party contractor. migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"wood elec tech received a laceration to his arm from the metal eyelet in gym mat whilst in sella ness gym. migrated from legacy cairs incident #40212on wednesday 5th december 2018, a wood electrical technician was carrying out some exercises in the sella ness gym when his arm came into contract with a mentaleyelet in a gym mat causing a laceration to his arm. he and the wood construction focal point contacted the site medic who wasin his cabin at sella ness. they all travelled to site where 3 butterfly stiches were applied. the ip returned to work on his normal duties the following day. he carried out daily visits to the medic to ensure the wound was healing ok (these checks were not recommended by the medic however the construction focal point felt this was worth while). migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"an electrician was performing work inside a clients shaker building while standing on fiberglass grating.  as the employee attempted to move to another location, a section of grating shifted and fell approximately 7' to the deck below. migrated from legacy cairs incident #30562on tuesday, june 7, 2016 at 3:30 pm at basf freeport 700 block a united electrical and instrumentation electrician was performing work inside the clients shaker building while standing on fiberglass grating. as the employee attempted to move to another location, a section of grating shifted and fell approximately 7' to the deck below. no injuries occurred. migrated from legacy cairs - see detailed description",ORGP
eye injury or irritation,"foreign body in right eye walking on upper production deck ip was walking on the upper production deck in area 1 when he felt a foreign body in his right eye. no known cause but there were some scaffolders nearby sawing some metal tubes. he was wearing ppe issue glasses at the time. the foreign object spontaneously left his eye but he rinsed it with an eyewash bottle as a precaution. eye was examined by the medic, no treatment required. self irrigated ",ORGP
*** Not Classified,"planned down man of non-essential personnel (including 5 wood) due to asset pot water pumps being frozen. migrated from legacy cairs incident #36542the wood bp north sea contract employ a team to conduct repair order work on bp etap on a 3x3 rota. in addition other wood personnel visit the asset to support the contract or bp with subsea surveys or other work.mobilisation to bp etap is normally through babcock via helicopter direct to the asset.around 9/2/18 - 12/2/18 a team of 4 contract personnelp brooker, j nangle, c newall and p thomsonmobilised to the asset in order to conduct pre-tar work scopes. chris newall was appointed as wood foremen and established good communication avenues with the contract onshore construction team including david borg, construction coordinator.on 26/2/18 david renniemobilised as part of an sts survey on behalf of bp.at 14:00 hours on wednesday 28th february 2018 all persons on bp etap were advised by the oim that they would have to conduct a controlled down man of non-essential personnel as a result of the potable water pump being frozen and therefore not servicing the asset with requirements to operate.this information was passed to the wood contract team who arranged suitable accommodation in aberdeen for the following day.during the morning of thursday 1st march 2018, the 5 wood persons were flown onshore from bp etap over 2 different helicopter demobs. said persons were met by david borg, contract construction coordinator and provided accommodation at the jurys inn, dyce, aberdeen.during conversation the team expressed no issues with the process carried out and were advised of the process thereon which would be dictated by the asset becoming suitably available to mobilise to once more. scheduled demob for the team being monday 5th march 2018.circumstances were relayed to the hse team and a cairs notification form completed. wood er team and relevant contract persons notified through courtesy that the contract had the matter in hand. reported on cairs for information.personnel expected to mobilise to complete work 9/3/18 or 12/3/18. migrated from legacy cairs - see detailed description",ORGP
"covid, dropped object or material",individual started to feel unwell at end of mandatory quarantine after returning to kuwait and took a pcr test which was positive. individual started to feel unwell with a persistent cough towards end of mandatory 2 weeks' home quarantine after returning to kuwait from australia and on 14th day went for a pcr test which same day returned a result indicating he was covid19 positive. contact tracing undertaken. one work colleague who dropped off computer at his home and then went in for approx. 30 mins (not 100% wearing mask) thereafter has been sent for a precautionary pcr. ,ORGP
*** Not Classified,"member of client team utilsed public transport as transportation to shinfield park. on the morning of the 23rd july, it was observed a member of the client team utilised public transport as transportation to the office. during these initial phases of return to shinfield park the procedure to access the office is that public transport is prohibited.  client member confirmed through cctv coverage and also access log. project team notified. ",ORGP
general injury,information only the i/p alleges that he was working on the removal of a cap head screw by pulling on a steel tube over an allen key. the following morning the i/p felt a pain in the right groin area. there was no initial report of any injury at work to onsite medical centre or wood management  the i/p reported in sick and arrangements were made for a statement to be taken ,ORGP
burns,"during works on a scaffold in the sru area, a scaffold erector was placing scaffold floor board in order to close the gaps in the existing f during works on a scaffold in the sru area, a scaffold erector was placing scaffold floor board in order to close the gaps in the existing floor. while securing plates with bolts to the underlying floor boards, the scaffold erector touched a hot pipe with his right forearm, resulting in a 2nd degree burn wound. -ip was guided towards contractor clinic.-arm was cooled for 10 minutes at contractor clinic.-otc burn ointment was applied to lower arm and arm was swathed in bandage.-field investigation started and area was secured so nobody else can get burned.",ORGP
covid,"covid-19 case tested positive was detected among wgs staff mobilized at the isg site covid-19 case tested positive was detected among wgs staff mobilized at the isg sitethe test was performed upon arrival of the wgs agent at the isg base.home confinement was recommended by the isg doctor to the agent who tested positive for wgs.the worker detected positive left the site today on 08/24/2020 at 9 a.m. via isg transportation ressources. the worker detected positive will be evacuated during the day, after the meeting of the wgs hse committee.the worker detected positive left the site today on 08/24/2020 at 9 a.m. via isg.",ORGP
vehicle incident general,reveresing down ramp vehicle made contact with scaffold barrier  whilst reversing down ramp at the r22 plant banksman in attendance the vehicle made contact with scaffold barrier leaving a slight scrape on the wing the driver stated he lost site of the handrail  drug and alcohol test conducted with driver which was negative scaffold team  checked barrier to ensure they were fine to carry on. civil supervisor checked road. ,ORGP
mechanical or equipment issue,"small bore tubing on g-5201 'c' cooling water system found to be damaged a ¼” small bore tubing (sbt) line associated with the cooling system on g-5201'c' was found to be damaged and disconnected at the t-piece fitting. the cooling system is a 50%-50% glycol & water mix and normally operates at 0.5 barg. however, at the time of the damage being identified on the sbt, the system was drained and depressurised. this was due to the main hot oil pump having been removed for repair (october 2021). the mechanical technicians were tasked with reinstalling the hot oil pump after the repair had been completed, and it was during the pre-installation set up that the mechanical technician noticed the damage to the sbt and reported it accordingly. mechanical technician raised a heart card and reported the damage to the sbt accordingly. an investigation was initiated. ",ORGP
"hand or arm injury, slips & trips","ip caught his left index finger between a 90kg (approx.) bearing shaft and the walkway grating. migrated from legacy cairs incident #3478517 october 2017ip caught his index finger between a 90kg (approx.) bearing shaft and a walkway grating. the shaft moved and the ip instinctually tried to stop it from rolling.the ipwas sent back onshore by crew changevessel. he was met at bata port by hexagon hr, hess medic,hexagon driver and hexagon ops manager. ip was transferredto la paz hospital bata.ipwas taken to the emergency room where an x-ray was conducted; it was concluded that there was no break, fracture or nerve damage to the finger and all the injury was completely superficial.a local anaesthetic was given and 3 stitches applied to the wound; the ips nail was not removed.ip was given antibiotics and painkillers to be taken if and whenthey feel pain.ip was taken homeafter the hospital as he lives in bata. the treating doctor recommended 10 days of no heavy lifting or heavy activities. (the ip's normal duties do not require him to do this anyway).ip is to return monday 23rd october for a follow up assessment and for the dressing to be changed. ip is right handed and was due to start this 28 days off on 19th october.ip was on his third and final rotation of ojt (on the job training) which involves each trainee spending a 28 day rotation with each of the main disciplines offshore.as part of ojt, the trainee signs on to the permit and jsa however they are not involved with carrying out any of the works; they are there solely in an observation capacity.18 october 2017ip travelled to the hess vistamar office in bata to meet with the hexagon operations manager, hess ehs lead and the hess medic. this meetingwas to gather more information on what happened and to assess the injury and the ip.the ip was asked if this incident hadhappened half way through his rotation wouldhe be willing and comfortable to return offshore to complete the rest of his trip- ip said yes.after the meeting ip spent time with the ncat supervisor to conduct his usual administrative duties which included; completing his end of trip report and finalising his time sheet.it is normal practice on the hess project, that if an employee is brought back onshore for any reason 1 or 2 days before the end of their trip they do not travel back offshore. this is due to the fact employees do not arrive back offshore until lunch time after the boat transfer from bata port. the the boat departs offshore the next day at 0700 to return to bata port.21 october 2017the hess 5 whys investigation has been attached along with the updated hess incident report.the updated report details the actions which have already been completed following the incident. the final action , which is in progress and the action deadline date has been set as 30 november 2017. instead of keeping this cairs case open until that date, the action will be added to the africa hse governance tracker and regular updates on the action progress will be obtained from hess ehs.23-oct-2017ip medical appointment in local clinic follow-up completed and all went well. additional conversation with hess isos doctor confirming ip's good progress. next appointment is scheduled for wednesday (25-oct)02 november 2017ip visited la paz hospital for a follow up assessment.the treating doctor stated that ip is making good progress in his recovery and the laceration has healed to approx. 80%.the dressing was changed and removed after 2 more days.ip is to continue with the prescribed medication for another week.ip is due to return to work 16th november for his normal rotation - if the recovery process continues there should be no issues with the ip returning to work on this date to complete his normal duties.11 nov 2017ip was signed fit to return to work in his normal work capacityand toreturn offshore 18th november on his normal rotation schedule. (fit to work cert attached). migrated from legacy cairs - see detailed description",ORGP
"weather related issue, head or face injury","hb-05-2016 laceration to bottom lip whilst freeing off cargo strap from ratchet migrated from legacy cairs incident #28712on theafternoon of 03rd february 2016 at around 14.40 hrs the task ofremoving some cargo retaining straps from cargo on the process deck lay downarea was taking place.thedeck crew and deck foreman were carrying out the task of removing these heavyduty cargo straps and ratchet mechanism, which had been put in place prior to aperiod of adverse weather to prevent any movement of the cargo during theadverse weather.theweather had now decreased and these straps were being removed to allow accessinto the cargo containers again.theinjured person (ip) was assisting with the task of removing these cargo strapsand had moved to a new location to release the tension from the cargo strap. oncethe tension was removed the ip was trying to get the loose strap pulled throughthe ratchet mechanism (to separate the two), which was proving difficult.additional exertion was used to try and pull the strap through the ratchet.whena second member of the team came to assist, the end of the cargo strap waslifted up which the ip was not aware of. theadditional force being used by the ip and the end of the strap being in adifferent position, allowed the strap to now move freely through the mechanismcausing the ratchet to flick upwards making contact with the ip’s face (moutharea).thiscontact resulted in the ip receiving an injury to his bottom lip, which wasbleeding, so the person went to the sick bay to have this looked at by themedic.onattending the sick bay the ip had sustained a laceration to his bottom lip(approx. 1 cm deep) which required to be stitcheddueto the location of the injury the decision was made to put the person onshoreto have the stitches carried out. a helicopter was organised to medivac theperson onshore for hospital treatment onceonshore and at aberdeen royal infirmary, the ip received 4 dissolvable stitchesto the wound and carried out a fitness to return medical on the 04thfeb. the person was passed fit to return back offshore again, which he did inthe afternoonobservations·the ratchet size is due to its working loadfor keeping cargo in place during adverse weather. the approx. weight of theratchet would be 4-5 kg·these cargo straps are approx. 13m inlength and are 75mm wide. if they are twisted or not lined up with the ratchetmechanism this would cause the issue the ip had in feeding the strap throughthe mechanism·this is a routing task the deck crew carryout on a regular basis over the winter months when adverse weather is forecast.the cargo straps are put in place until the weather eases off again.·communications between the work party wouldhave been a contributing factor on this incident. if the issue had been bettercommunicated between the two work party members and a re-assessment of the wayforward carried out this may have prevented the event or at least have let eachother know what was happening ·the ratchet has many edges and it could not beidentified as to the exact edge which caused the injury. migrated from legacy cairs - see detailed description",ORGP
vehicle incident general,"employee was traveling along route 8 and a moose stepped out of the ditch directly in front of his vehicle. the vehicle hit the moose and caused extensive damage to the vehicle. migrated from legacy cairs incident #39648employee was traveling along route 8 and a moose stepped out of the ditch directly in front of his vehicle. employee had no time to react. he did not lose control of the vehicle. vehicle air bags went off and vehicle was stooped approximately 2 feet off the shoulder of the road. rcmp were called and came to the accident location. employee reported that he did not feel as though he sustained any injuries, however, he is going to go to the hospital this afternoon to be assessed.key factors: poor visibility (darkness and brush was not cleared back very far from the road)employee travels to site from his home base in fredericton on either sunday evening or early monday morning and stays close to site all week and travels back to fredericton on friday. updated 6th november further review of osha interpretationsfebruary 6, 2007mr. brandon muffoletto3508 curtis lanepo box 9406new iberia, la 70562-9406dear mr. muffoletto:question 2: an employee travels by car from his permanent home to a dock and parks his car in a parking lot. the employee then takes a boat from the dock to an offshore platform, which is both the employee's worksite and temporary housing. the employee works and lives at the offshore platform for 7 to 14 days and returns to his permanent home. in the process of traveling on the first day of his assignment, the employee is injured while walking down a stairway leading from the onshore dock to the boat. would this case be considered not recordable because the employee is still in the process of commuting to the workplace?response 2: the answer to your question will depend on the specific facts surrounding the injury, including whether the parking lot, dock, and stairway are part of the work environment for purposes of part 1904. specifically, the determination as to whether the case described in your letter is work-related will depend on whether the employee was still in his or her normal commute from home to work at the time of the injury.the preamble to the final rule revising osha's part 1904 regulation provides that injuries and illnesses that occur during an employee's normal commute to and from work are not considered work-related, and, therefore, are not required to be recorded. see, 66 federal register 5916 at 5960, friday, january 19, 2001. for purposes of part 1904, the employee's normal commute from home to work ends once he or she arrives at the work environment or when he or she starts traveling ""in the interest of the employer."" as noted above, section 1904.5(b)(6) states that injuries and illnesses that occur while the employee is on travel status are work-related if the employee is engaged in work activities ""in the interest of the employer.""as the employee drives from home to work on a regular basishis regular commute is then monday from home to site (home from home) daily from temporary home to site and back and friday back to home.on that basis this is not considered to bework related. migrated from legacy cairs - see detailed description",ORGP
"foot or leg injury, fall from or working at height issue, slips & trips","employee walking on rip/rap to survey and right boot got stuck between rocks and employee fell forward. employee was traversing rip rap for the purpose of recording survey data on a culvert inlet/outlet within an irrigation canal. in the process of traversing the large rip rap, the employees right boot got stuck between a couple of rocks, as they leaned forward their right foot became unstuck and their left foot slipped. the employee fell approximately 4 feet to the bottom of the canal, landing knees first on the rocks. employee managed to get their hands out in front of them, softening the impact to their face. this resulted in small cuts and bruises on hands and legs, and a scraped and swollen left knee local hse rep was notifed of incident at the end of the day on 4/14/2021. employee contacted workcare on 4/15/2021 and workcare suggested employee to make a doctor visit.",ORGP
"hand or arm injury, head or face injury","legs on the right hand side of a office chair collapsed report only wood employee sitting on a office chair , when standing up from being seated , the legs on the right hand side of a office chair collapsed , than fell backwards hitting his head on the wall. wood employee disposed the chair into the waste bin outside.wood employee reported immediately , he felt no pain , no medical treatment required.",ORGP
