category,text,dset
hand or arm injury,"employee lacerates the right middle knuckle area when it makes contact with a stainless-steel id tag. wood ee (laborer i) was closing a ball valve when a stainless-steel id tag that was connected to the valve lacerated the ip’s right-hand middle knuckle area. the ip did not have gloves on at the time of the incident.  actual - b1 due to one person being affected by the incident.  potential - b2 due to the chance of infection or an mtc after further evaluation. the ip reported the incident to the supervisor and to the platform medic. the medic cleaned the wound area and supplied steri-strips to the knuckle and the ip was re-evaluated in the am.  at the time of re-evaluation and the full duty release on 06/04, the incident is being classified as a first aid case by the client. ",ORGP
*** Not Classified,"small scratch on face ie was in the process of lifting a transition duct panel off the ground onto cribbing using a lr 1200 crane with 4 wire chokers on the hook, utilizing only 1 of the 4 chokers. as the crane picked up on the panel, one of the 3 unused chokers contacted the ie on his right cheek causing a small scratch. incident was reported and ie was taken to on-site pa where he was evaluated, treated, and released back to work without restrictions.",ORGP
*** Not Classified,"ip received a superficial flash burn to his finger migrated from legacy cairs incident #40138while plugging in a mw owned domestic vacuum cleaner (asset id: 002235) into a 240v outlet when cleaning dust from equipment on f floor level, ip received a superficial flash burn to his finger when an electrical crack sound was heard. portable rcd activated. ip and witness stopped work, disconnected the vacuum, and immediately reported incident to line management. first aid treatment was applied by doctor via ecg.ip returned to work with no suitable/modified duties, or any medication, ip declared by doctor fit for normal duties. migrated from legacy cairs - see detailed description",ORGP
"lifting or moving loads, hand or arm injury","employee was struck on the left forearm by a sonatube form while loading it onto truck causing a minor scrape. while loading a sonatube form onto a truck the wind caught the tube causing it to strike the employee on his left forearm, resulting in a scrape that required first aid treatment. employee was seen at medical and released back to work with no restrictions. notified p66 safety and wood safety. employee was taken to concentra for medical treatment.",ORGP
"foot or leg injury, general injury","ip was removing his bicycle from the bicycle hoops & caught his foot on a stopping post resulting in a small cut to the shin. migrated from legacy cairs incident #33885date: 10/05/2017time: approx. 4.30pm.location: undercroft car park, compass point desc:ip was removing his bicycle from the bicycle hoops. his bike was parked nose in and he was reserving it out walking backwards. as he was doing so he caught his foot on the metal gate stopping post protruding from the car park floor. he stumbled but did not fall and his bicycle caught him on the leg and caused a cut to his skin.injury sustained: small cut to shin on left leg. migrated from legacy cairs - see detailed description",ORGP
head or face injury,"employee checking insulation on piping when he stood up and struck a 12"" flange with hard hat and glasses causing an abrasion/laceration to the bridge of the nose. employee was taken to medical where he received fa treatment. migrated from legacy cairs incident #39956employee was on the second deck of the structure checking insulation on piping. he stated that he ducked under an eight inch pipe that was approximately 4 1/2' off the ground to check some more insulation. as he was standing up, his hard hat hit a 12"" flange and the impact caused his hard hat to press onto his glasses, which caused a small abrasion/laceration to the bridge of his nose. migrated from legacy cairs - see detailed description",ORGP
"lifting or moving loads, vehicle incident general","stick up monitoring well damaged when struck by truck. a subcontractor ran into a monitoring well while driving work truck to the fence installation location. the collision bent the monitoring well flat to the ground and damaged the front bumper of the subcontractor pickup truck. no one was injured from the collision. on site reporting procedures followed, both wood and client requirements.",ORGP
confined space non-conformance or issue,non compliance to confined space entry plan migrated from legacy cairs incident #31325non compliance to confined space entry plan. work ceased and rectified. stand down for safety discussion this morning at wpf between management team and all workgroups. investigation underway. migrated from legacy cairs - see detailed description,ORGP
dropped object or material,"a 4kg wrench dropped 8.75 meters to ground in an unbarricaded area below.  a crew tasked to tighten a pipe off scaffolding using 4kg pipe wrench. during the task, the pipe wrench has been bumped off cable tray where an employee placed it.  this has deflected off a cable tray below and the adjacent structure landing on the ground in an unbarricaded area 8.75 metres below.  work ceased, incident reported, scene preserved, and investigation commenced. ",ORGP
"covid, back injury",wood employee tested positive for covid 19. ip has no typical covid signs and symptoms. wood employee tested positive for covid 19. ip initially complained of lower back pain and the doctor's visit found he is also covid positive. ip has no typical covid signs and symptoms. ip will be in isolation for 10 days. ip is now in isolation.,ORGP
"foot or leg injury, lifting or moving loads","left knee struck by wheelbarrow injured person's (ip) left knee was struck by the handle of a wheelbarrow.  while conducting concrete sampling, the ip pushed the wheelbarrow on uneven ground, the wheelbarrow rolled over and the handle struck the inside of the ip’s left knee. ip initially consulted workcare and they confirmed that further assessment was required.  ip sought clinic visit on may 5, 2016 and was released with a restriction of light duty only for 2 weeks.  office is able to accommodate.",ORGP
*** Not Classified,person tested positive to sars-cov-2 on arrival to site.  placed into moro camp isolation for at least 10 days person tested positive to sars-cov-2 on arrival to site.  placed into moro camp isolation for at least 10 days placed into moro camp isolation for at least 10 days,ORGP
"foot or leg injury, lifting or moving loads, vehicle incident general, slips & trips","civil crew struck a small poly gas service migrated from legacy cairs incident #32327the team leader was informed about the job to excavate a subsidence in the nature strip in jersey road bayswater as illustrated appendix b, the team leader went to the site the week prior to review the area and decide what would be required for the job i.e. traffic management, what size excavator, spotter etc. the day before the task the team leader received and reviewed the dial before you dig plans (appendix b) with his supervisor and identified the gas main to be under the road away from the nature strip requiring excavatingon the day of the 15th feb the woodgroup team leader arrived at site with the woodgroup supervisor to confirm the location of the gas main as per the dial before you dig drawing, both agreed that the location of the gas pipe was situated under the road and far enough away from the dig location that service locating equipment would not be required. there was no other identified services in the groundtraffic management (contractor) arrived and proceeded to set up the site ready for the task, not long after arriving the hired excavator (coates hire) was delivered and set up ready. after the delivery of the excavator the team leader reviewed and updated all required paper work (excavator inspection checklist), once the additional work crew arrived, a pre start and a discussion was held on how the task was to be performed. and review and approval of the go home safe plan and tra completearound 9:00am the woodgroup crew began to excavate the nature strip lightly scraping the ground to try and expose the drain pipe that has created the subsidence, approximately 8 min into the dig the excavator buckets teeth struck the 50mm med pressure (250kpa) natural gas pipe approx. 600mm in the ground. upon hearing what seemed like the sound and release of gas the operator turned off the excavator leaving the teeth of the bucket in place to reduce the leak and all work crew moved to a safe location directed by the team leader traffic management moved the signs out to block each end of the road to control all traffic away from the release, emergency services (cfa) were called and responded within 2 min upon arrival they called the gas company first response team who arrived approx. 30min later and isolated the gas pipe and notified all nearby premisesemergency services (cfa)incident control took control of the site with minimal concern (due to type of gas, flow been restricted and potential ignition), first response team of the gas company arrived to site isolated the gas and organised a team to work on repairing the pierced gas pipe a contact from multinet gas came to site with the wg supervisor to investigate the incident, it was highlighted by multi net that the gas pipe had been repaired incorrectly from a previous incident and that there was no tape approx. 100mm above the gas main as an early indicator. woodgroup hse manager notified worksafe and the worksafe incident notification form was submitted, no further action was requested from worksafesometime after lunch the crew were able to continue digging by shovel to expose the drain pipe and complete the repair and backfill the excavation migrated from legacy cairs - see detailed description",ORGP
"back injury, hand or arm injury, head or face injury","ip hit base of thumb with hammer when removing welding spatter ip was using a hammer together with a 6"" chisel to remove weld spatter from the corner of a 4"" deep channel.  the hammer slipped off the chisel head at hit ip on the base of the right thumb between.  ip is an experienced fabricator and was wearing gloves as per task risk assessment. the area began to swell so ip went to hospital as precaution - x ray indicated no bony damage.  ip has sustained minor soft tissue damage and was immediately back at work.   ip stopped work and reported incident.  line manager sent ip to hospital as a precautionary measure as site was swelling.  ip returned to work quickly and resumed normal duties.  ",ORGP
