category,text,dset
line strike,"our crew struck an unmarked client owned fiberglass line. migrated from legacy cairs incident #34301late yesterday elkhorn pipeline services crew working for oxy near midland texas struck an unmarked oxy owned 3”fiberglass line, on the oxy welch site project. there were no pinflags andno excavation tape or tracer wire to aid in the identification of the buried line. the area had been potholed by an oxy 3rd party hydro crew, and our crew had top ditched the top 18” of soil looking for signs of prior excavation. nobody onsite noticed any signs of disturbance.in addition our dedicated locator had located the entire proposed line verifying markings and looking for unknowns and also was unable to pick this one up with his equipment. he walks the line and returns, using two units the entire length both ways. the onsite inspector estimated less than 10 barrels of product was released and that it was not a reportable spill. the line ran to a pumpjack about 50 yds away and the onsite inspector closed the valve stopping the flow. he instructed our crew to dig a bell hole for their 3rd party repair crew. shortly after they started sloping the bell hole, they struck an unmarked2” fiberglass water line (again, oxy owned) running across the first line that was struck. it is important to note, this field is full of unmarked, untraceable fiberglass and poly lines that cannot be found with any type of locator. there were no injuries involved, and both repairs and cleanup are being made by oxy 3rd party crews. migrated from legacy cairs - see detailed description",ORGP
"lifting or moving loads, near miss","hall crane hit to crane truck's lifting beam warkaus works oy (in charge of safety of common workplace in hall a) contracted amec fw to change lighting bulbs in hall a (hall is owned by amecfw). lighting maintenance work by using crane truck was about to begin and area was not secured yet. hall crane operator (ww/kci) thought that there was enough space to drive the crane over the crane truck.  as there was not, the crane hit to amecfw*s sub-contractor's crane truck's lifting beam. as result crane truck's empty lifting basket which was about 0.5 m above the floor level, moved about 1.5 m. there were two amecfw's subcontractors' men about 1 m distance from the lifting basket.  lifting basket moved away from the men.  near miss. no injuries. work was stopped and investigation started.",ORGP
*** Not Classified,"during earthworks for the f2 foundation 380 volt live wire is cut with an excavator, which was buried to a depth of approximately 25 centime during earthworks for the f2 foundation at la negra plant, of albemarle company, a 380 volt live wire is cut with an excavator of the subcontractor sgm ingeniería, which was buried to a depth of approximately 25 centimeters (9,8 in). 1.- the supervisor stops work.2.- the supervisor of amec foster wheeler and the client is notified.3.- the process of obtaining information for the investigation begins.",ORGP
vehicle incident general,"air compressor comes disconnected from vehicle on right of way. no injuries to and team members  approximately 12:57pm on february 6, 2019, on a job in north texas, safety was notified that the coating foreman was towing an air compressor to the next location on the right of way (row) when his vehicle approached a bell hole that was on the path of the row. there was a spoil pile that was sloped toward the bell hole that the vehicle had to cross. since it had been raining the better part of the morning, causing the row to be very slick.  as he pulled up on the spoil pile the air compressor started sliding towards the bell hole. as it continued to slide, the air compressor disconnected for the ball on the truck. once the air compressor for the disconnected from the truck, the truck stopped sliding. but the air compressor proceeded towards the bell hole, the safety chains were still attached, which kept the air compressor from going all the way into the bell hole. air compressor did come to rest on its side, causing minor damage to the pipe (scraped the coating of the pipe). after further investigation the hitch on the air compressor was 2 5/16 and it was on a 2” inch ball.  crew was terminated and removed from job site.  crew was terminatedmore to follow",ORGP
fire,"while partecipating to a meeting in client's office wood personnel heard and saw an explosion in parking near by,   according to report created by epc contractor: a vendor, called by owner, was performing a drill to present and test the functionality of its products. the products presented should be utilized to avoid the explosion of gases which are exposed to flames. in order to carry out the demonstration the vendor set a compressed gas cylinder on a table and a fire was started below it to simulate a open flames condition. around 5 minutes after the simulated fire was extinguished the gas cylinder exploded. at the moment of explosion wood person was in a client's office located around 50 m away from the explosion. wood person wasn't injured. report event. ",ORGP
"lifting or moving loads, vehicle incident general",a employee in wood vehicle (#01100037) was stopped at a red light when another vehicle struck him from behind causing minor damage to rear bumper.  there were no injuries. employee was taken to clinic for precautionary purposes and released to work. migrated from legacy cairs incident #40159a wood employee in wood vehicle (# 01100037) was stopped at a red light on fm 523 in front of ocd when another vehicle struck him from behind causing minor damage to rear bumper. local law enforcement were called to the scene for the investigation. there were no injuries. employee was taken to clinic for precautionary purposes and released back to work with no treatment. the wood employee was found to be not at fault. migrated from legacy cairs - see detailed description,ORGP
"knife incident, hand or arm injury, slips & trips","ip using utility knife and knife slipped and cut through gloved hand and cut palm. at about 0545 on august 21, 2019, ip was wrapping plastic film around the scaffold atop fuel tank 3. ip began cutting the film with a stanley 10-189 retractable utility knife while wearing a pair of cut level i, nylon gloves.  ip stated the utility knife slipped cutting through the gloved left hand and cutting the palm. trained first aide personnel onsite was contacted. ip was transported to a medical treatment facility where received five sutures in the palm of left hand. subsequent incident investigation identified that ip had not reviewed the task specific activity hazard analysis, but did sign the 8/21/19 tailgate safety meeting form. the ppe identified in the aha did not match what ip was wearing. the ppe ip was wearing was actually more protective than the aha referenced hand protection ppe p was transported to a medical treatment facility where received five sutures in the palm of left hand. subsequent incident investigation identified that ip had not reviewed the task specific activity hazard analysis, but did sign the 8/21/19 tailgate safety meeting form. the ppe identified in the aha did not match what ip was wearing. the ppe ip was wearing was actually more protective than the aha referenced hand protection ppe",ORGP
covid,"wood employee has been tested positive to covid-19 the employee feeling some symptoms of flu did the rapid test on 13th which resulted positive. the pcr test was done on 14th, it confirmed the positivity.  as consequences, after contact investigation and confirmation from authorities no additional employees required quarantine ",ORGP
foot or leg injury,"ip stepped on a rock and rolled his ankle.  ip is a concrete driver who was delivering a truck load of concrete to our job site. the job site did have snow and ice on the ground along with some stored materials. while the ip was walking to the cab of the truck, he rolled his ankle on a rock that was buried in the snow 6”-8” but didn’t fall. the ip didn’t feel no immediate pain, so the pour was finished. an onsite company man noticed the ip limping and questioned him. at this time the ip was taken to an office and axiom was called.  axiom was notified and first aid measures were given. ",ORGP
slips & trips,"rescue tripod slipped and impacted on ip's foot migrated from legacy cairs incident #30341the ip had noticed that a tripod, which had been on site as part of the 5 starboard water ballast tank entry rescue equipment, had 1 leg extended. the tripod was laying on deck. before transporting the tripod back to the ert base, he lifted the tripod in one hand to about knee height and started to fold back the extended leg. the tripod slipped in his hand and impacted on his foot, just above the steel toe cap protection of his boot.the ip was wearing gloves at the time.the ip returned to the accommodation and visited the medic. there was no bruising or abrasion. the ip was given an ice pack and over the counter strength analgesia. migrated from legacy cairs - see detailed description",ORGP
