category,text,dset
"hand or arm injury, slips & trips","scaffolder tripped over a hose and sprained his wrist. scaffolder tripped over a dewatering hose and put down his hands to protect his fall. by doing so, the worker sprained his wrist. ip was referred to hospital for precautionary x-ray. no fracture identified. ip is back at work. #name?",ORGP
general injury,ip felt discomfort in abdomen area and had to be medivaced from the platform to an onshr emedical facility subsequent medical assessment identified kidney stones and a secondary infection. ip treated and will be fit to return to work after a short recuperation period. ip medevaced and treated onshore for kidney stones and a secondary infection,ORGP
covid,"wood employee tested positive for covid-19 wood employee tested positive for covid-19, via lft. the individual was medevac'd as a category c on the 7th of january. there is no evidence to support a workplace transmission, as such is being treated as a community transmission prior to mobilisation.  individual entered self isolation period, as per government guidance. ",ORGP
vehicle incident general,"a gravel truck driver turned a corner too wide and struck the gate to the gravel pit, damaging it. migrated from legacy cairs incident #31679an operator of a belly dump gravel truck was pulling out of the gravel yard onto a side road and as he prepared fro his turn he struck the gate as his turn was too wide. the worker stopped assessed the damage and found the owner of the gate. the owner of the gate inspected the gate and did not want to seek restitution for repairs as the damage was so minor. no injury occurred and no damage to the truck was sustained. incident occurred off highway at a gravel pit. migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"ip sustained a small bruise to the hand after striking it against a scaffold bolt. the ip was on her way to the toilet when she saw two of her colleagues struggling to carry rolls of blue deck protection. she offered to help and as she was going on board holding the blue roll, she hit one of the scaffold bolts with her right hand. the bolt was part of a scaffolding and did not have a nipple cap. the ip had her gloves on and didn't think anything of it at the time so she continued to help carry the blue rolls. she then took her gloves off to see that her right had was slightly swollen and scraped. initially, she was not planning to report it but allegedly the swelling got worse so she informed her supervisor. the ip was then taken to the hssea office to provide a statement and complete a d&a test which she had passed. on completion, she went to the minor injuries unit where she was told that there's no significant injury to the hand other than slight bruising.  a nipple cap was placed on the bolt and the ip successfully completed the d&a test. on completion, the ip went to the minor injuries unit to ensure that there was no significant injury to her hand. ",ORGP
hand or arm injury,"1 x afw individual and 1 x sub-contractor received crush injuries to hands during installation of sea water lift pump 2 individuals received crushing injuries to fingers caught during a scope of work to re-install a sea-water lift pump on papa hotel (accommodation module).  the individuals were working as part of a 4 man team lowering the pump string and applying a double clamp configuration (one to hold position whilst the other is moved further up the pump string) when the clamp configuration holding the weight of the string failed allowing the pipe to drop into the caisson by 1” and trapping the fingers of the 2 injured parties.  the individuals were medi-rescued by search and rescue helicopter to hull royal infirmary and admitted overnight.  both individuals have now been discharged from hospital following surgery but have not returned to work, resulting in a classification of lost time (2 x).  potential classification is preliminary until more detailed analysis of the event is undertaken.please note: data relating to job roles/time in shift etc is preliminary to allow generation of first alert.  this information will be updated as the investigation progresses. ip's received on-site first aid and medi-rescue to hull royal infirmary.  worksite made safe and quarantined for investigation purposes.",ORGP
"general injury, hand or arm injury","employee’s hand was caught in a pinch point while assisting crew to loosen the bolts on a bottleneck flange on the mainline valve, employee’s hand was caught in a pinch point located between the hand wrench (that was operated by another employee) and the bolts. employee attempted to grab the bolt with his left hand, the other employee working the wrench could not see him attempting to grab the bolt and proceeded to turn the wrench pinching the employees’ finger. reported to supervisor, and safety. safety and supervision took the employee to urgent care of casper where he was treated and released (x-ray results are pending a second doctor’s review). the second opinion declared the finger as fractured.",ORGP
dropped object or material,"during a routine platform inspection by the oim, they noticed a small section of grating edge at an odd angle. further inspection revealed the section had been glued onto the steelwork instead of welded migrated from legacy cairs incident #34043during a routine platform inspection by the oim, they noticed a small section of grating edge at an odd anglefurther inspection revealed the section had been glued onto the steelwork instead of weldedposition of the metal edge would have prevented any dropped object tofall to the deck belowgrating repairsin thearea (and various other areas) have all been completed by wg within the last 12 monthsdue to the number of completed repairs, the investigation teamcould notidentify the individual responsible for the sub-standard workmanship migrated from legacy cairs - see detailed description",ORGP
lifting or moving loads,", a crane working for base em, hit a binder of a scaffold (belonging to altrad) in the utilities area in front of the control room. , a crane working for base em, hit a binder of a scaffold (belonging to altrad) in the utilities area in front of the control room. the binder of the  scaffold got bent.  hse amec foster wheeler departement was informed",ORGP
vehicle incident general,"preventable, company, major damage, no injuries. driving across the construction site to where the project tools / equipment are stored.  while turning the corner into the area, turned too sharply and scraped the truck along the park gate post driver seemed fine before the incident, no obvious signs she wasn’t feeling well / fatigued, etc. pictures taken of damage to work vehicle and gate that caused damage. incident reported to supervisor.",ORGP
