category,text,dset
*** Not Classified,work commenced with permit irregularities migrated from legacy cairs incident #37784on 4-9-18 crew opened permit #163262 hwsp for snow removal in the pit at b-pad for work exposing b-14 well line for demolition. the scope for the day was to work this permit in conjunction with cw permit#218957 water wash to expose b-14 line for demolition. this permit was never opened but work did commence and the water wash task was performed.wood was using a sub-contractor pa on the morning in question with the wood pa coming in on first flight. the handover from the sub-contractor pa to wood pa took place approx. 10:00am. at that time the wood pa contacted the bp aa and let him know that the permit was going to be opened in his name. the water truck was on site but crew was waiting on more water hose to start the water wash. operations were aware of the water truck on site. migrated from legacy cairs - see detailed description,ORGP
"general injury, vehicle incident general","stiff, sore neck from sitting in an awkward position watching a presentation at a recent training course ip was sitting on a seat immediately adjacent to the wall where the presentation was being projected onto as there were no other available seats. the course instructor asked me if i was ok there and i said yes, however, after sitting with my neck at a funny angle for three hours on and off ip had a stiff sore neck and this is still bothering him four days later. ip has informed his colleagues so they know not to sit there during presentations from now on. ip submitted a heart card but on the advice from a colleague he has submitted an accident form. ip has informed his colleagues so they know not to sit there during presentations from now on",ORGP
hand or arm injury,"an employee was using a shovel to move dirt, when over time developed a bruise to his right hand.  he was taken to medical and released back to work. migrated from legacy cairs incident #35921on thursday, november 9, 2017 at 10:17 am at dow freeport an employee was using a shovel to move dirt, when over time developed a bruise to his right hand. he was taken to medical and released back to work. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"dominion backed vehicle into materials corrective action - the driver should have waited for the contractor truck to move or request assistance to back up from the right lane (request a spotter).  another corrective action is for the project site team to have signage installed to not enter the exiting right lane and ensure the exiting left lane has suitable width for two way traffic.  when signs are installed and left lane confirmed suitable, additional photos of corrective actions will be provided.  training and communications about traffic flow will be included in site specific training.  corrective action - the driver should have waited for the contractor truck to move or request assistance to back up from the right lane (request a spotter).  another corrective action is for the project site team to have signage installed to not enter the exiting right lane and ensure the exiting left lane has suitable width for two way traffic.  when signs are installed and left lane confirmed suitable, additional photos of corrective actions will be provided.  training and communications about traffic flow will be included in site specific training. ",ORGP
general injury,ip reported to the medic with discomfort in the neck  at approx. 05:55am a wood employee reported to the facility medic with discomfort in his neck.the medic assessed and prescribed anti inflammatory tablets as well muscle gel and a heat pack.the ip performed normal work duties the rest of the day and will follow up with the medic if symptoms persist. medic prescribed anti inflammatory and deep heat gel and heat pack. ,ORGP
"hydraulic fluid or oil leak, vehicle incident general"," a transit van drove over a concrete plinth causing damage to van sump van driven by sub-contractor drove over a concrete plinth causing damage to the vehicles sump, a small amount of oil leaked onto the road  no injuries sustained driver d & a tested awaiting results, oil cleared up via spill kits none entered the drains",ORGP
*** Not Classified,"ip was undertaking dishwasher maintenance and a small item of debris pierced the ips nitrile glove. at around 14.30hrs while servicing the lab 6 dishwasher after kneeling on the floor and placing his left hand on the floor the ip felt a small ""pin prick"" in the palm of his hand. the ip removed a small piece of debris from his hand.  ip sought first aid the hand was cleaned with a sterile wipe (though there was no bleeding) and a plaster applied.  health physics undertook monitoring,, which confirmed that there was no contamination.   the ip was given a pair of cut resistant gloves and he continued with his work.",ORGP
"lifting or moving loads, vehicle incident general, head or face injury","metal post slipped and struck employee on right cheek employees were in the process of loading bundles consisting of 5 metal fence posts (t-posts) onto a pickup truck. an employee had temporarily placed a bundle standing up leaning against the passenger side rear right fender and walked away leaving the bundle unattended. the bundle slid toward the rear of the truck and struck another employee on the right cheek. employee informed her supervisor and was taken to occucare for evaluation. bay and wood safety were informed. occucare determined the injured employee needed to go to the hospital for treatment. scene was frozen, witness statements and pictures were recorded.",ORGP
general injury,"hipo; routine hydrostatic testing, a process vessel in the crystallization plant was damaged; ks-2016-0192 during routine hydrostatic testing, a process vessel in the crystallization plant was damaged.  an investigation is underway to determine the cause and extent of damage.  all appropriate authorities have been notified.",ORGP
hand or arm injury,"a pre-existing hangnail came off while employee was tightening bolts while hand tightening bolts on a flange, the employee’s hand, (inside his glove) was twisting and this action resulted in pulling an existing hangnail off.  this caused his finger to bleed. the hangnail was pre-existing condition most likely due to dry weather conditions and lack of moister in the employees’ skin contacted supervisor to get a first aid kit. notified safety rep.   the wound was cleaned and covered, it so employee could return to work",ORGP
hand or arm injury,"whilst walking up a staircase, a piece of the decorative trim hit the ip's arm the ip was walking up the staircase in old change house, managed by a landlord (not the employer), when a piece of the decorative trim of the stairwell fell off; it bounced from one of the handrails, hitting the ip's upper left arm.  it was apparent that a thorough cleaning has taken place following a move, vacuum cleaning was conducted above the ip's level.   the ip visited first aid; no injury was identified. ip stated a couple of minutes later to the facilities manager and the hsse advisor that there was no injury to her arm. it was a minor shock that surprised her.  not treatment was administered.  the landlord, who manages the building, was asked to provide a copy of their incident report for learning purposes.  ",ORGP
covid,wood employee tested positive to covid-19 wood employee underwent swab which resulted positive to covid-19 the employee is in isolation as per local law.negative swab is requested before returning in office.no more actions required.,ORGP
"line strike, lifting or moving loads","two crews were excavating a trench and struck a 1.1/4” pvc gas line and 1/2” pvc line - both empty two crews were excavating the trench to run cable and simultaneously struck a 1.1/4” white pvc gas line and 1/2” black pvc line. lines were empty.  actual of c1 is selected as damage is minor and easily fixed. potential is c1 as the lines were empty and would have been low pressure if operational.   crew stopped work immediatelycrew met up with the landowner on site and confirmed the following:the landowner was not aware of the ½” black pvc line. he mentioned sometimes these lines are used as markers when doing work and could have gotten buried, it is a thin wall thickness and there are bell ends on the line which suggests it is not pressure retaining. the 1.1/4” white line is a gas line. the landowner confirmed this by opening an upstream valve. the valve was closed at the time we were trenching. the landowner thought this gas line was the steel line marked between t-74 and t-75 on the drawing.we have asked the landowner to ensure all valves he has access to are closed and will repair the gas line. ",ORGP
"fire, weather related issue","whilst cold cutting a redundant 10” pipeline, using a receptacle saw, the adjacent grass covered ground caught fire. whilst cold cutting a redundant 10” pipeline, using a receptacle saw, the adjacent grass covered ground caught fire. the maintenance team immediately stopped their task and tried to put the fire out by stamping on it. one of the team raised the alarm by calling county fire brigade whilst the supervisor tried to put out the fire using fire extinguishers but failed. the fire spread quickly due to the high winds so the team vacated the area to a safe zone and assisted the local fire brigade to gain access to the area. the fire brigade extinguished the fire and sabic management mobilised to locatation to ensure all personnel and assets where safe. all works stopped and immediate attention turned to try and extinguish the fire, firstly with the use of local fire extinguisher this method failed and the local county fire brigade were called to extinguish the fire. sabic management team attended the scene to ensure all personnel and assets were safe.",ORGP
covid,employee communicated a positive confirmation for covid-19  an employee reported a confirmed positive test for covid-19 to site management. the employee has been in isolation since february 17th. wood is identifying those who may have worked in proximity.  appropriate notifications have been completed. this is the second positive result for the 22nd  of february.,ORGP
eye injury or irritation,"pec foreign body in right eye pec welder working in scp c21 pipe rack using grinder wearing only glasses and face shield got foreign body in right eye, ip flushed his eyes at site and was taken to the crisp clinic and treated by the isos doctor at the crisp clinic where nothing was found. he has now been discharged without further treatment being required but has been requested to return to the clinic before going home tonight.  ip has seen the doctor at the crisp clinic and has been discharged with no further treatment required. pec welder working in scp c21 pipe rack using grinder wearing only glasses and face shield got foreign body in right eye, ip flushed his eyes at site and was taken to the crisp clinic and treated by the isos doctor at the crisp clinic where nothing was found. he has now been discharged without further treatment being required but has been requested to return to the clinic before going home tonight. ip has seen the doctor at the crisp clinic and has been discharged with no further treatment required.",ORGP
eye injury or irritation,"suspected foreign object in left eye on 9th feb upon starting his night shift, ip started to feel discomfort in his left eye around 7pm. however, he thought it was normal and does not required any medical attention. ip main activity(between 7th - 9th feb) was to remove paint by grinding operations underneath and above the drip pan in ap chiller in preparation for welding activities. ip has confirmed that no foreign body has entered his left eye during the activity of grinding operation as he was wearing full ppe (safety glasses and face shield). at the end of his shift on the 10th feb at 4.30am, his eye was itchy and he checked in the mirror and saw a particle in his left eye after he showered and washed his face inside his accommodation. he went to the medic at 6am and the medic was trying to remove the particle under tetracaine 0.5% eyedrop but it was unsuccessful. #name?",ORGP
"general illness or health issue, covid",ip was feeling unwell and attended a walk in testing centre and later that day received a positive pcr test result ip was feeling unwell and attended a walk in testing centre and later that day received a positive pcr test result ip alerted wood site management. areas of contact within the office area were deep cleansed. ip entered self isolation.,ORGP
