category,text,dset
*** Not Classified,"mariner b gpa activated due to operator error during routine fire and gas testing, inhibit was removed prior to gas detector alarm being reset. this resulted in gpa activation as a confirmed gas detection in the sds area muster took place and then return to correctly carry out fire and gas testing",ORGP
*** Not Classified,"surface crack developed on concrete driveway while verifying load weight on generator. crew had set up to unload generator from delivery trailer onto the generator pad. due to crane size (220 ton hydraulic) and generator weight (68k lbs) the west outriggers were positioned close to the edge of the concrete driveway on a approx. 6'x8'x6"" metal crane pad. the engineered drawing stated the weight as 62k lbs but the driver said his scales indicated it was heavier leading the crew the verify the actual weight before completing the lift plan they had developed. as the crew was verifing the actual weight of the generator a small surface crack developed on the concrete driveway near the north west outrigger. at the time the generator was lifted a few inches off the trailer soley to verify the weight so the lift plan could beverified as correct. when the crack was noticed the rigger signaled for the load to be lowered.  lift was stopped and additional crane mats were ordered to set the crane up in a different configuration slightly to the west to keep the west outriggers from sitting near the edge of the concrete driveway.",ORGP
covid,employee tested positive for covid-19. employee tested positive for covid-19: employee had symptoms of covid-19 and went for covid-19 test. test result found to be positive and immediately employee hospitalized. employee last attended office on 26th feb 2021 and no close contact exposed. ip immediately  hospitalized.  investigated and found that no close contact exposed.,ORGP
*** Not Classified,"pain to mid lower back employee was off loading a cooler filled water bottles and ice from the back of a buggy when the other employee that was helping lost control of their end of the cooler causing her to take the weight of the cooler and strain her back. tm was taken to site nurse to be evaluated, nurse treated with ice and ibuprofen and follow up tomorrow with the nurse.",ORGP
"theft, vehicle incident general","employee's car/trunk broken into and computor bag with computor and support equipment stolen my car was completely burglarized last night, windows broken, trunk broken into; all that stuff. typically, i keep my laptop in the trunk but the thieves were thorough and took everything of value  notified police and manager when found car was broken into",ORGP
covid,managed contractor employee tested positive for covid-19 managed contractor employee tested positive for covid-19. this is understood to be a community transmission.  managed contractor employee entered period of self-isolation as per government requirements. ,ORGP
near miss,"a driver going down a ramp to dump spoils encountered a slick area which caused him to lose traction and slide down the ramp.  no damage or injury occurred. migrated from legacy cairs incident #31934a haul truck driver was delivering spoils for placement when descending the ramp, the truck encountered a slick spot which caused traction to be lost. the driver steered the slide down the ramp until traction could be regained. the weather at the time of the near miss was in astate of freeze and thaw with freezing rain intermixed. the grader and dozer had been maintaining the ramp, and with the fluctuating weather the ramp became slick. the driver called the other drivers on the radio to ensure that the ramp would be corrected before another truck were to come down the ramp. no damage and no injury occurred. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,the employees were stuck inside of the warehouse in which they work due to an intense gun shooting outside the employees were stuck inside of the warehouse in which they work due to an intense gun shooting outside. there were around 15 police cars outside. that area is under a strong influence of bad guys (milícia). wood had to wait until the situation to be normalized to put a car to pick them up and send them home.,ORGP
vehicle incident general,"non preventable, rental vehicle, minor damage, no injuries employee had stopped rental vehicle (rv) at stop sign.  employee inched rv forward a bit then stopped.  the following vehicle thought our driver was going and accelerated, rear ending the rental vehicle. internal reporting initiated.",ORGP
vehicle incident general,"a wood employee’s window was broken while parked for the evening.   on tuesday, march 17, 2022, at approximately 0530, the wood employee was starting their truck unit# 400 in the morning and noticed the back passenger window was shattered. the ee was able to tape up the window and clear glass out of the cab. the actual severity is a1 because the damage caused to the truck is less than $10,000. the potential severity is a1 because it is unlikely that the damage caused to the truck is more than $10,000. contacted his supervisor and hse.",ORGP
