category,text,dset
"foot or leg injury, fire","ip sustained cut to knee during installation of deck plate operation migrated from legacy cairs incident #30902the ip at the time was acting as fire watch for their co-worker as he was grinding in preparation for welding a deck plate into position. the ip was kneeling in position on top deck inside a positive pressure habitat, when co-worker finished grinding and placed the grinder down. the grinder jumped when being placed down and struck the ip on their left knee causing a 3.5cm laceration. ip was taken to bristolia medic and later medevaced onboard a re-directed routine flight to aberdeenip landed back on the beach around 20:30pm on a normal routine flight and was picked up and taken to a&amp;e, where he received sutures and was released to go home. ip was then escorted to the hotel in aberdeen where he stayed the night and went to see mcl (client medical provider) and icarus the next morning to be assed.ip was declared to be unfit to go back offshore. mcl did state that he was fit for restricted work in office environment. icarus doctor have issued a certificate to state that he is not fit for offshore but fit for onshore activities. the ip was sent home and a formal investigation has been started. the case will be update once the investigation is completed. ip assessed and returned and was available to return to light duties on 28th july 2016ip assessed as fit for full duties on 2nd august 2016 migrated from legacy cairs - see detailed description",ORGP
covid,"eleven wood employees were tested positive for covid-19. eleven wood employees were tested positive for covid-19 via periodic art in blue titanium, cpcx07. some employees are asymptomatic while others are showing mild covid-19 symptoms. the employees are well and currently undergoing isolation following moh protocols. we have identified employees who may have come into contact with this person and arranged for them to take an art test and are currently undergoing isolation offshore.  ",ORGP
*** Not Classified,"one of the window glass in the office cracked. migrated from legacy cairs incident #32094one of the window glass at the pantry of sts office at level 16, icon building kuala lumpur was found cracked. the window glass has two layers and the inner layer is the one which cracked. the outer layer is still intact. building management was informed and the cracked glass has been cleared. currently waiting for the glass replacement from building management which is due on the week of 23rd january 2017. migrated from legacy cairs - see detailed description",ORGP
"foot or leg injury, vehicle incident general","while traveling from the airport to the hotel, our employee slid in the icy conditions causing damage to the rental vehicle, no damage to the guardrail. migrated from legacy cairs incident #28519the employee was travelling from pasco to hermiston, oregona they turnedleft onto highway 395 from highway 730 they lost control of the vehicle and slid into the guard rail damaging the passenger side of the volkswagen passat rented from avis at the pasco, washington airport at 10:26 p.m. (pst). the incident occurred at approximately 11:42 p.m. (pst). no one else was present or involved in the incident and there is no viable damage to the guardrail. the passenger side of the passat is damaged from bumper to bumper. the air bag did not deploy and the employee was able to safety drive the vehicle another three miles to a hotel in hermiston, or.the employee then drove the vehicle approximately five miles the next morning to swaggart's office located at 31989 feedville rd. in stanfield, oregon. avis has been notified of damage migrated from legacy cairs - see detailed description",ORGP
dropped object or material,"a principle of fire was detected when welding debries dropped from crane boom repair and got in contact with oily filter below fire blanquet while welding repairs were ongoing on the west crane boom, hot slag dropped to the area below where there were oily waste drums below, which were covered by a fire protection blanket.  someone have discarted used/disposed filter with oil/chemical contamination and just put them below the protection blanquet. when the welding debries dropped, they fell on the blanket and slipped to its edge, getting in contact with a used, oil contaminated filter, starting a source of black smoke.  wood fire watcher identified the smoke and flames at approx. 10cm high and took appropriate action using an extinguisher and raising the alarm, following which the action to initiate esd was taken. wood's fire watcher identified the smoke and took appropriate action, using an extinguisher and raising the alarm, following which the action to initiate esd was taken. meetings have been conducted yesterday and today to understand the case and initiate the investigation process.",ORGP
head or face injury,"spray of eluate solution to face. whilst conducting a site visit, an amecfw employee was assisting the client operator with a acid wash column water test.  we were simulating a wash transfer to elution column and investigating why warm solution was being discharged as the column was cold and we were using cold scheme water for the transfer.  i was standing beside the bunded area between elution columns 65-pr-63 and 65-pr-64 when i notice some spray from above and shortly after felt a burning sensation on my face.  i asked the client, if she noticed the same thing, she replied that she did and we moved away out of the bunded area.  looking back we could see solution coming down the structure in between the elution columns. after leaving the area, we went to elution area operator station to look for some photerine spray to treat what we assumed was an eluate solution (which contains a small amount of caustic cyanide) from elution column 65-pr-64 which was operating at that time.  there was no photerine at the operator station so we washed our faces in the nearest safety shower before going to the assay lab where we were given an eyewash container of photerine each which we applied.  we then went to the front gate and reported to the clinic for treatment.",ORGP
foot or leg injury,"injury to knee after negotiating uneven steps ascending quite steep steps.  steps were wooden, retaining soil behind, however, soil had been eroded with time.  as i stepped up onto one of the steps, i felt a twang in my right knee (inside of knee).  at the time i didn't think much of it and swapped legs for the next few steps. (see supporting information for fuller description) at the time i didn't think much of it and swapped legs for the next few steps.  took ibuprofen on morning of 20/4/17.  used ice packs on evening of 20/4/17.  avoided fieldwork on 21/4/17 and reported incident. (see supporting information)",ORGP
covid,uk ex-pat tested positive for covid-19 during pre-travel pcr test to return to uk. ip is asymptomatic.  ip tested positive for covid-19 during pre-travel pcr test whilst in quarantine accommodation (china anda hotel). test conducted prior to ip travelling home to the uk on the 1st of may.  reliability of test results in country in question and so client are going to conduct additional pcr at noble m-dos compound whilst ip is on the way to magno suites quarantine facility to see if test result was a false positive. ,ORGP
foot or leg injury,fac -  ip sprained ankle on scaffold stairs migrated from legacy cairs incident #34708injured party sprained ankle while descending scaffold stairs outside accommodation. ip was holding hand rails at the time and was able to remain upright. following incident i/p made their way directly to the sickbay for first aid treatment. migrated from legacy cairs - see detailed description,ORGP
hand or arm injury,"first aid case (finger pinched) •	at approx. 0900, two electrical contractor workers were moving a 40kg control unit from a box to a pallet jack located next to the box.•	whilst doing so the ip’s middle left finger was caught between a rounded bottom edge of the control unit and the inner side of the pallet jack base.•	this resulted in the ip receiving a 5mm laceration to the top of the inner pad of his left middle finger. •	ip was wearing gloves at the time of the incident. •	the ip and his supervisor who was at the scene reported immediately to the electrical contractor’s office.•	the laceration was washed with saline solution and temporary gauze applied.•	the matter was reported to amecfw hsse manager and the ip, translator, hsse supervisor from electrical contractor, amecfw hsse manager attended the onsite medical centre. ip able to walk unaided and with any issue.•	the laceration was washed with saline solution and bandage applied. no stitches required.•	electrical contractors case management process was immediately enacted. •	worker returned to normal duties.",ORGP
