category,text,dset
*** Not Classified,"cp-2021-0003 fa northec; stiff back a loaded rock truck was heading downhill on the cote mine road when the truck's back end slid out on the road. the operator tried to correct it but resulted in the box tipping on its side. light snow was falling, leading up to the event. scene was frozen and supervisor was contacted. ip was taken to onsite pa for assessment and given otc’s for stiffness in lower back. road conditions were addressed (graded and sanded). rock truck box was flipped upright. investigation initiated. ",ORGP
"hand or arm injury, head or face injury","welding rod came into contact with employee forehead causing a small scrape. at approximately 2:15 pm while conducting welding activities for the open drain piping, a massy wood employee stopped to clean the weld on a 4” carbon steel pipe.  after cleaning the pipe he proceeded to flip his mask to start the welding operations when the welding rod he was holding in his right hand came in contact with his forehead causing a small scrape. there was no evidence that suggests injuries could have occurred to more than one person and potentially no more than a first aid treatment. he immediately proceeded to the first aid room where the scrape was cleaned with an antiseptic wipe and he was cleared to return to work.",ORGP
*** Not Classified,an eight-wheel dumper truck has left the road after passing a pick-up truck with trailer on a narrow section of road.  an eight-wheel dumper truck has left the road after passing a pick-up truck with trailer on a narrow section of road. no personnel injured and no material damage reported.  site safe. reported that the road remains open. ,ORGP
covid,ip tested positive for covid-19 while at home on leave ip tested positive for covid-19 while at home on leave ip is self-isolating at home,ORGP
general injury,"neck strain employee was lifting buckets of wet concrete and then pouring the concrete from height.  while performing this task a second time the employee felt a strain on the right side of the neck. employee contacted workcare and was given self-care, first-aid advice.  no additional treatment required. ",ORGP
*** Not Classified,"during oil flushing activities, the air filter on the test kit sheared from the housing under 30bar pressure a baker hughes work scope involving a 3 man work party commenced between the mezzanine and cellar deck of the bwhp, with the task of “hot oil flushing” using transaqua. a valve was adjusted to increase the temperature of the transaqua and the flow rate during flushing of the well 05b (6mm line).  during the operation, a valve was inadvertently knocked into a slight open position, allowing pressured transaqua into the air supply filter.  this, subsequently, blew the air filter from its housing and allowed approx. 3 litres to escape the system. a purpose made bund assisted in the containment, with a small quantity being sprayed onto the gratings, and in turn onto the cellar deck below. no injuries were sustained, only minor asset damage. 1.	handle returned to the fully closed position, stemming all loss of transaqua2.	flushing unit closed down (turned off)3.	clean up action4.	incident reported5.     tofs held with all hook up personnel",ORGP
"dropped object or material, lifting or moving loads",forklift driver dropped equipment wood forklift driver dropped a eftech heat exchanger and damaged some cladding while moving the unit nan,ORGP
"foot or leg injury, hand or arm injury, slips & trips","slipped in compressor room building k1001 and injured wrist migrated from legacy cairs incident #31327ip was placing a plastic bag over the end of the cable when he slipped on the oily floor, placing his hand out as he fell. electrical team had returned to unit to cover cables. ip had been in the room before and the floor had been cleaned. this time the floor was again soiled, however proceeded to work.ip has some soreness in his wrist the wrist was x-rayed with negative results, as a precaution. ip will return to normal duties and ensure he does not exacerbate the injury or recovery progress. will have regular reviews with the site based nurse in the viva energy medical centre.follow up precautionary x-ray on 26th sept, again negative issues. migrated from legacy cairs - see detailed description",ORGP
foot or leg injury,"subcontractor mechanic parked next to the tractor and drag box to perform repairs. after repairs were complete the operator turned left to clear the truck causing the drag box to scrape against the side grated platform located on the  mechanics truck migrated from legacy cairs incident #34102operator was inspecting equipment before use and noticed a small leak around the axel. the ohio cat mechanic was already onsite servicing the 815 compactor. the operator asked the mechanic to look at the leak and he determined the leak needed to be repaired before the equipment could be operated. the mechanic pulled his truck over to the tractor and drag box and started repairing the equipment. when the repairs were complete the operator moved the equipment forward then turned left to clear the mechanics truck. while completing the left turn the drag box scraped against the grated platform on the rear of the service truck. the operator immediately stopped, assessed the situation and contacted his manager. the employee completed a post accident test which returned negative results. no injuries to report migrated from legacy cairs - see detailed description",ORGP
covid,wood employee (working from home) tested positive for covid-19 ip tested positive for covid 19. while workin form home. however ip is not exhibiting any symptoms ip is under monitoring and isolation,ORGP
*** Not Classified,"fac- minor cut to lip from ladder racking ip took the ladder rack off from sub cellar and then went to the work bench on the cellar deck to cut a section from it, there was a spar which needed to be cut out at the weld. cut had been made three quarters of the way through when work party decided to manipulate material to break off final quarter, whilst doing this piece slipped and caused cut to top lip.   ip went to the medic who cleaned cut with disinfectant.",ORGP
"foot or leg injury, general injury",scaffolder reported minor sprain to ankle as a result of stepping on uneven surface at new crib hut installation area for viva turnaround migrated from legacy cairs incident #30838scaffold person walking in area and working on new temporary crib huts suffered a minor sprain to ankle. reported to hse and supervisor and escorted to site medical facility as a precaution. returned to normal duties. migrated from legacy cairs - see detailed description,ORGP
general illness or health issue,"ip contracted malaria    ip played basketball the prior evening, went to work around 0700, attended morning meeting and felt unwell after meeting. ip went to clinic where he was tested for malaria which came back positive. ip was given oral medication to take several days and sent to accommodation for bed rest. ip has been taking his doxycycline.  ip was treated at clinic for malaria and sent to accommodation for bed rest. has a follow-up visit for 16 march 2020.",ORGP
"dropped object or material, near miss","falling object - near miss a fitter had taken two gusset plates on to a scaffold platform at 5.8 mtr height. each plate 300 x 400 x 8mm, weight 6.5kg. the plates were laid next to a scaffold ladder access point and close to the toe board. there was a 10mm gap between the toe board and the scaffold deck boards. as the fitter was moving around the scaffold platform his foot came into contact with the plates and one of the plates fell through the gap between the toe board and the scaff deck. the plate fell to grade, hitting structures on the way down. no persons were in the area below the scaffolding and no work was planned in the area under the scaffold. stopped the work and initiated investigation process",ORGP
"foot or leg injury, hand or arm injury","worker was closing lid on a green lee box located in m51 east when he caught the tip of his left ring finger in lid migrated from legacy cairs incident #36074worker was closing lid on a green lee box located in m51 east when he caught the tip of his left ring finger in lid resulting in crush injuryworker to health centre for assessment: finger irrigated with normal saline solution and bulky dressing applied. on call physician consulted and worker casavaced on flight for assessment onshore at health science centrehospital. worker given non-prescription medication for pain relief. tetanus status up to datex-ay shows fracture and follow up with plastic surgeon 9th december, given prescription ain medication migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"incorrect drawings for isolation when applying idp 300175 for tar scopes to facilitate work under permit no.s 299977 & 300078, instrument tech was applying the idp as per the isolation using the marked up platform drawings and identified that energy was present.  the correct isolation applied as per the platform drawings which would indicate that the drawings are incorrect. instrument tech informed oim/aa.  isolation stepped back to see if it could be resolved, however, the drawings were not correct.  isolation was then completed and closed off to allow new permit and idp to be created to conduct work scope.  the glanding of cable on xxv1300 was removed from the work scope to allow other work on the plan to continue as per the tar plan.",ORGP
head or face injury,"data floor plate falls through the floor and hits the operator on the mouth / tooth an mct (cable entry in the wall) had been opened in connection with cable pulling under the data floor in the battery room. this had to be sealed again before the coffee break. after a decision in the work team that consisted of 2 people, person 1 went out of the room to find tools (vacuum lift) for removing the data floor plate. a couple of plates had already been removed / lifted off in the center of the room. person 2 then chose to go down under the floor by using the already removed plates. when person 1 returned, he started lifting the plate over the mct with the vacuum lifter, not knowing that person 2 was under the floor and had started the work (he assumed that person 2 had gone out for a break). when person 1 lifts off the floor plate, and sees that person 2 is under, he quickly pulls the plate back. the plate then detaches from the suction cup and falls obliquely into the opening, lands on the edge, gets a rotation and hits person 2 who looks up in the face. corner of the plate that hits the face / mouth results in a sore on the mouth and a crack in a tooth. correct pvu used. •	medic/nurse consulted offshore. dental care consulted by telephone. no need for immediate treatment but follow-up check after returning home.•	review of the incident with involved / mobilized personnel•	assess the need for the introduction of a routine for controlling vacuum lifts•	carry out root cause analysis.•	carry out incident review panel (irp) “light” for relevant personell in norway, including review of performed root cause analysist•	establish and distribute wood lessons learned (one-pager)•	report the incident to the norwegian authorities in accordance with requirementsthe (ptil and nav)",ORGP
"covid, disease or infection","hexagon staff employee was admitted to local hospital for malaria symptoms while home on rotational leave migrated from legacy cairs incident #3769217- march– 2018ip departed home for his rotational leave in the philippines. 24-march-2018hexagon pm got indications from mutual acquaintances that employee was admitted to a local hospital for malaria symptoms.hexagon pm and country manager attempted calling the ip directly to make contact, send an email to our agent in the home country for more details (attached email).summary from employee agency in the philippines: (23- march-2018)ip initially tested positive in his home city (tagbilaran city, bohol) after experiencing off and on fever, excessive sweating and chills and was diagnosed to be positive with malaria. upon travel to san lazaron in manila, ip was admitted saturday initially tested negative for malaria, but was treated due to symptoms.27-march-2018ip was discharged from hospital as ip was not showing any other symptoms of malaria and all vital signs were ok. ip was requested to rest - ip stayed in manila for one week after discharge from hospital. hexagon pm requested medical information and follow-up review03-april-2018information passed on to hexagon country manager by ip.ip was monitored for 3 consecutive dayswith 12 hour intervals checks in the government run hospital in manila for malaria with all microscopic test results returning as negative. released from hospital 3-27-18.final diagnosis was his intermittent fever and chills may be due to a viral infection.fit for work return has been requested once complete medical abstract is available. normal rotational return is scheduled for eg arrival april 14th. migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"mtc; waiward; laceration middle right finger; ks-2017-0054 2 workers were measuring a c-channel approx. 8 ft. long weighing approx. 200 lbs. channel was standing lengthwise on edge on 2 pieces of dunngae. after measuring is complete, witness stands up using the standing channel for support. channel tipped over, landing on ip's tip of middle right finger causing a laceration. ip was wearing gloves at the time of the incident. scene frozen and safety notified. ip taken for assessment at onsite medical clinic, ip was sent to moose jaw hospital for further assessment, 4 sutures were required to close the wound.  investigation initiated.",ORGP
eye injury or irritation,"ip felt liquid dripping onto his face from the conveyor above.  whilst carrying out noise monitoring in oc1 under c1 / c2 conveyor, ip felt liquid dripping onto his face. ip applied dap as per site procedure and went to medical center for assessment. whilst receiving facial flushed at medical center, ip felt irritation to the eye.  site medic referred to medical center for further evaluation. work stopped.self administered dap.went to the medical center for assessment and referred to peel health center.incident reported.",ORGP
