category,text,dset
lifting or moving loads,"while flying a drone to take photos, it was struck by a crane over water while flying a drone offshore at the sea island to take project monthly progress photographs offshore, a epc contractor crane on the sea island slewed out, striking the drone and trapping it in the crane jib's lattice work. drone retrieved as crane slewed back. reported to amecfw and epc contractor.",ORGP
covid,ip tested positive for covid. ip tested positive for covid. ip isolated. no ccs,ORGP
"vehicle Incident involving animal, foot or leg injury","wood ee rolled his ankle as he was unloading a light metal piece/dog house off the back of his vehicle.   on april 3, 2019 at 9:45 am a wood ee was on location unloading a piece of equipment housing from the bed of his truck when he stepped in a pothole, rolling his ankle. axiom was contacted and ee was seen at a medical facility for further evaluation. ee was administered first aid treatment at clinic and was released back to work.  ee contacted management to notify them on the incident. axiom was contacted en route to the medical facility. ",ORGP
vehicle incident general,wgpacs employee was backing up a client owned vehicle down a lease road when he reversed into a telephone pole. migrated from legacy cairs incident #30315wgpacs employee was backing up a client owned vehicle down a lease road when he reversed into a telephone pole. there were no injuries as a result of this incident. migrated from legacy cairs - see detailed description,ORGP
competency,"working with a ground disturbance permit without proper approval signatures at approximately 7:00 am sunday august 11, 2019 the construction specialist for bp was notified that the excavation at pboc for the sump replacement project was completed and the ground disturbance certificate (gdc), had not been signed off in the bp hse section, nor the excavation competent person, and the site authority. there was a gdc in place but there was also a scope change from the original design and a new gdc needed to be developed by wood. all signatures required on the gdc were obtained except the hse section, excavation competent person, and the site authority. the construction lead obtained a new ground disturbance certificate and thought the gdc was approved to use after he obtained the signatures from the surveying contractor, locating contractor and facility electrician. this is the second gdc and the first gdc was properly approved for this project however in one location the excavation was not deep enough to install the new sump tank for the project. the contractor was informed of the permit violation and a meeting was held later that morning to discuss the issue of the gdp certificate not being signed off per the requirements of the gdp certificate.",ORGP
covid,employee communicated a positive confirmation for covid-19  an employee reported a confirmed positive test for covid-19 to site management. the employee has been in isolation since july 17th. wood is identifying those who may have worked in proximity.  appropriate notifications have been completed. this is the second of three positive results for the 20th of july.,ORGP
general injury,"garden cart being pulled by employee turned over causing right shoulder discomfort. team member was pulling a garden cart on foot with supplies (tools, brackets for conduit, etc.) hit a portion of uneven ground causing the wagon to tip. employee was not able to let go in time leading to slight discomfort in right shoulder. team member reported to immediate supervisor who notified safety and transported employee to safety office. investigation is ongoing. team member was offered and accepted acetaminophen and ice and instructed to follow up with safety the next morning before heading to work. employee has returned to work and will continue to be monitored. the cart in use has been removed from service and management will be implementing a different style of cart.",ORGP
covid,"positive covid 19 test result employee received positive covid 19 test results, home acquired. contact tracing initiated",ORGP
foot or leg injury,"left ankle injury employee walked down an embankment to a water well and stepped in a hole, twisting the left ankle. workcare was consulted and they provided self-care, first-aid advice.  no additional treatment required.",ORGP
"lifting or moving loads, environmental leak or issue, line strike, vehicle incident general, foot or leg injury","excavator struck an unmarked 3/4"" natural gas line. on 04-07-21, approximately 0930 at durham farms section 27 an unmarked 3/4"" natural gas service line was damaged releasing minute residual product in the line by an equipment operator excavating to make a repair to a sanitary sewer line after digging two foot in depth in a large, enclosed cab excavator. the standard addition of a smart safety control - emergency flow-release valve (efv) to the main natural gas line by the gas utility department prevents a purge release of low pressure (<30psi) product in the event pressure variance is identified is justification of actual and potential severity rating(s). a request for an updated 811 call ticket was made on 04-06-21 prior to scheduled work to begin. gas line contractors were in the process of installation the week prior and brought the line into service without notification to df staff or provided “as-builts” of installed lines for wood survey to overlay and confirm internally prior to task activity. upon the line break the crews immediately evacuated the area and notified site management. vertical notifications were made, and site ceased activity. utility crews were dispatched to make the repair. investigation and crew briefing ensued with return-to-work activity upon completion of utility repair. stop work engaged, notifications were made, documents compiled, confirmation to actual/potential rating in investigation. a capa review of lessons learned from past gas line incidents was initiated to traceable and verifiable installations prior to activity. ",ORGP
