category,text,dset
hydraulic fluid or oil leak,hgcp security hardening:  backhoe suffered hydraulic hose failure resulting in hydraulic fluid leak to grade of approx. 500ml. migrated from legacy cairs incident #33743hgcp projects. security hardeningback hoe (pp 116) has experienced a hydraulic leak to grade during operations. operator immediately shut the machine down. spill response equipment utilised to contain leak with contaminated material removed for disposal. mechanic to identify source of leak and repair. 500ml approx. of hydraulic fluid to grade. migrated from legacy cairs - see detailed description,ORGP
general illness or health issue,"ip felt ill and vomit in the rental van while on the way back to hotel after evening meal. 25 mar 20219.30 – 12.10 hrs. - engineer team conducted site survey at pttep site, very hot conditions.12.11- 13.30 hrs. - team had lunch break 13.40-16.30 hrs.  - team conducted afternoon site survey, chompu (ip) did not take any water with her on the site survey since too many things to carry. 18.30 hrs. - team returned to hotel19.15 hrs. - team went for dinner, chompu (ip) joined but did not eat. she complained about feeling unwell and the driver took her back to the hotel. she was ill in the car. 11.00-12.00 hrs. - korakoch received a call from peeraya telling her that chompu had been ill 4 or 5 times. korakoch and peeraya took chompu (ip) from topland hotel to hospital in phitsanulok as chompu could not stop vomit symptoms. chompu was admitted in hospital overnight. 26 mar 202108.00  hrs. - doctor has checked in with the ip this morning and ok’d for her to be discharged today. ip was taken to hospital for treatment and blood test. management team was notified via email. ip colleague stayed overnight at hospital with ip. ",ORGP
"eye injury or irritation, slips & trips","client closed breaker and tripped circuit.  client closed breaker a second time, and an arc flash occurred client personnel engaged the mcc disconnect and the breaker tripped.  instead of checking the data to see what caused the trip, the client personnel closed the breaker again, causing an arc-flash.   all arc-flash boundaries were in place.  upon inspection, electrical workers discovered a cross-phased cable as the cause. all equipment lockout and tested to identify cause of incident.  ",ORGP
"vehicle incident general, head or face injury, general injury, foot or leg injury",wood employee was driving on a lease road when he came in contact with a calf that cross his path. impact caused damage to the wood vehicle headlight. wood employee was not injured as a result of this incident. migrated from legacy cairs incident #34760wood employee was driving on a lease road when he came in contact with a calf that crossed his path. wood vehicle struck the hip of the calf with his bumper and the impact caused damage to the wood vehicle headlight.wood employee was not injured as a result of this incident. migrated from legacy cairs - see detailed description,ORGP
"vehicle incident general, theft","trespasser(s) were observed onsite and vandalized the security vehicle and a personal vehicle. on august 7, 2021 @ 9:45pm, the night-shift securitas security guard observed the drivers door was damaged on personal vehicle. police were called, arrived onsite and spotted an individual, but unable to catch them.  at 12:10am, the guard was inside of the security vehicle, rocks were thrown from behind damaging the paint and breaking the drivers mirror. police dept was notified, but did not return, according to report.  a2 actual selected because of vandalism.  a2 selected as potential of theft of non-ip property or damage between $10-$100,000 if local law enforcement had not been called and security was not on site. safety and police were notified. the police report was filed.",ORGP
hazardous materials or work,rad impacted material encountered while excavating soil. a crew was performing an excavation for installation of water management system components in what was supposed to be a clean area.  at first bucket of material removed a rad technician present monitoring noted beta radiation at 3x background level at the site of excavation.  work was stopped and two workers were checked to ensure there was no transfer of contamination to them (there was not).  work was discontinued at the location and the hole backfilled. work was stopped and contamination checks of the equipment and two workers involved with task undertaken.,ORGP
*** Not Classified,"pneumatic hose fitting parted during  mechanical preparation works whilst conducting mechanical preparation works on mod a0 – chlorinator package deck bund, the ¼ inch pneumatic hose fitting connected to the mbx bristle blaster has unscrewed & parted connection from the inline air regulator. at the time of the event the painter had control of both the mbx bristle blaster and the air supply hose resulting in no uncontrolled movement of the hose. no injuries were sustained & no property damaged occurred. air isolated & work ceased immediately. reporting of airline connection separation to ftl & supervisor. mechanical team determining cause of separation & rectification works to other mbx units. mbx units not to be used until rectification works completed.",ORGP
hazardous materials or work,"very low level radioactive effluent sample unaccounted for. mclr have a contract with magnox to carry out analysis of samples of their liquid effluent. one aspect of the analysis (ca 45) cannot be performed at birchwood so aliquots of the samples are sent to gau-radioanalytical at southampton for them to analyse. on 26/02/18 seven samples, each within a small plastic container were packaged into a cool box for transport to gau. the packaging check sheet was signed by the packager and the verifier. the cool box was then placed in the store cage just inside the lab area awaiting despatch whilst transport paperwork was raised and arrangements made with the courier. the cage was not locked but access to it is through a key-coded door.on 5/03/18 a request was made from gau to monitor the radiation levels on the outside of each bottle which was duly done. the person doing this did not count the samples as they were taken out and replaced but there were no samples remaining on the bench afterwards. the packaging spreadsheet was not re-signed.the coolbox was transported by the usual courier (topspeed) on 6/03/18. it was collected and delivered in one day with the driver only making one stop to refuel. on 7/03/18 an e-mail was received from gau at 10:50 am querying why they had only received six samples when they were expecting seven. immediate searches were made at gau and the mclr and personnel involved were questioned. on 8/03/18 it was  confirmed that the sample had not been found in the mclr or at gau. topspeed were also notified and asked to searched their vehicle and speak to the driver but found nothing. on 9/03/18 senior managers were informed of the incident. as required by the radioactive material permit conditions the incident was reported to the environment agency by richard wilkins around 12:30pm on 9/03/18. the mclr and gau carried out a search of the immediate areas. the courier was also contacted and searched their vehicle too. the person packaging the samples and verifier were questioned and witness statements taken and all the paperwork was also reviewed. the sample was declared unaccounted for on 9/03/18 and the environment agency were informed.",ORGP
*** Not Classified,"boiler room exposure concerns two employees from this project site reported concerns about being exposed to chemicals used in a boiler water treatment procedure and boiler blowdowns.  chemicals of concern include sodium sulfite, sodium hydroxide, 2-diethylaminoethanol, cyclohexylamine, 1-hydroxyethylidene-1, 1-diphosphonic acid, and tetrapotassium salt. both employees contacted workcare.  one employee confirmed no symptoms.  a second employee complains of tiredness and weakness.  workcare confirmed no treatment at this time.",ORGP
vehicle incident general,"laptop over heated migrated from legacy cairs incident #36615on 13/03/18 the person in room 410 on the 400 level of the accommodation plugged his laptop into the socket at the bottom of his bunk to charge it up. the person was in the top bunk and his laptop was on a shelf at the foot of the bunk. at 00:10hrs he was awakened by a ‘fizzing’ sound and when he looked at the bottom of the bunk he could see a glow and smelled a smouldering plastic odour.  he realised at this point that there was a problem with his laptop computer and his immediate action was to switch off and unplug the charger from the socket. he then decided to use a pillow to smother it to prevent a fire. he made his way down off of the bunk via an aluminium ladder. he looked back up at the laptop to make sure it was not on fire and lifted the pillow, there was no more fizzing sound coming from the laptop and no sign of fire or glowing. he grabbed the laptop and put it on the cabin table, at this point he was sure the lap top was not smouldering any more.  he grabbed his track suit trousers and made his way into the corridor and phoned the control room on 142, this was an automatic response as he had been in contact with the control room on this number frequently during his work shifts.shortly afterwards two platform production operators arrived and he told them his charger was smoking. they looked into the cabin, closed the door and called the control room.the fire team leader then came up and investigated the room, and along with the operators checked the cabins either side of cabin 410 and found no indication of smoke in them. they checked the area was secure and opened the doors at each end of the corridor to vent.there was no gpa in this instance, there is a smoke detector in the ceiling void which is in between cabins 410 and 408 and this did not activate. the detector was checked post incident and found to be operating correctly.the laptop was a hewlett packard protectsmart and is approximately 4-5 years old. the power charger was inspected by the electrical department and found to be fit for purpose. looking at fig 1 it seems that the middle of the three batteries ruptured due to heat degradation – see attached hser formwood do not consider this reportable to the hse migrated from legacy cairs - see detailed description",ORGP
