category,text,dset
covid,a managed contractor employee tested positive for covid-19. a managed contractor employee tested positive for covid-19 whilst offsite. managed contractor self-isolated.,ORGP
"general illness or health issue, covid","positive covid-19 case. wood personnel began feeling unwell and was overcome with symptoms of covid-19. it was later picked up via pcr test that ip was positive for covid-19. ip immediately left site, a deep clean was performed by facilities and ip now carrying out isolation period.",ORGP
"dropped object or material, vehicle incident general","wg employee was a passenger in a vehicle incident while travelling with a client (hess).  dump truck lost control in front of vehicle on us 59 in texas, collided with client vehicle and pushed it into roadside barrier.  no injuries reported. migrated from legacy cairs incident #33902today, 5/22 at 14:05, a wood group individual was involved in a vehicle incident while traveling with a client from hess. the client representative, ross melancon, was in control of the vehicle and the wg person was a passenger in their vehicle.they were traveling on us 59n, just past the tuam st overpass in houston. the two individualswere in the far left lane, and a dump truck on the far right lost control and swerved in front them, essentially perpendicular to the flow of traffic.the hess driverbraked immediately, however the dump truck collided withthevehicle andthey were pushed into the roadside barrier.the client driver, wg passenger, and the dump truck driver were able to step away and did not receive medical attention. the police attended the scene and the officer recorded the dump truck driver admitting fault to losing control of his vehicle. the incident was also witnessed by a txdot employee, who also reported to the officer the sequence of events.the client driver andwg passengerwee dropped off at the hess tower andthey waitedfor their supervisorto come out of a meeting to advise next steps. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"while rotating a blade in preperation for erection, the rigging failed allowing the blade to make contact with the support stand  while rigged to the blade in a horizontal position, the erection crew was rotating the blade, per procedure, for proper alignment and preparing them for erection. immediately after lifting, the nylon strap was cut near tip end of the blade. the blade tip fell back onto the blade stand, approx. two feet, and was damaged. the rigging was inspected prior to use and appeared to be in like new condition.  no employees were near the blade when it fell. actual rating listed as a2 based on repair cost estimates. potential rating as a3 based on cost impacts if the blade were replaced. the crane operator was instructed to shut down his crane and the crews were instructed to stop all work activities.  incident statements were given, drug and alcohol screens were administered, and a safety stand down was held to cover the safety concerns.  investigation was started and will commence in the day light.",ORGP
*** Not Classified,"job was stopped due to nitrogen being detected in the line. a wood workparty were tasked with removing a spade from a 36"" valve. as they began to break the joints they heard a hissing which was identified as nitrogen. the joints were tighten up and the job was stopped. the individuals were wearing ppe/rpe (half mask 3m 4255). enquest ops were present at the worksite. investigation is being carried out by the client.  job was stopped. incident has been shared with the wood team on site. ",ORGP
*** Not Classified,"whilst completing excavation works at the 15e site an existing underground cable was damaged (severed) . no injury . investigation completed migrated from legacy cairs incident #32189this event occurred when completing mechanical excavation of the 15e road at the western treatment plant as part of a low risk capital project. note: storm water -1,2 m below existing surface level, road paving excavation-400mm below existing surface level.whilst excavating a machine bucket severed an electrical conduit (and cable) which had been previously unidentified. following the identification of the damage, works within the immediate area were ceased and the local area barricaded to prevent access. the severed ends of the cable were made safe and works on site are continued. the cable was subsequently inspected by the wg electrician and confirmed to be a redundant cable disconnected from any supply. this task has been performed by wg approved “bitu-mill” subcontractor personnel. melbourne water issued 2 permits for this task -attached in the appendix section :1. vicinity access of electrical apparatus va 05486-undeground cables on 15 e road between 160 s road and gas plan issued to wg recipient greg cameron2. high risk work permit hr #80453 –non-destructive digging excavation and installation of drainage excavation for boxing out road backfill and compaction of subgrade issued to wg recipient greg cameron prior to excavation works commencing the following actions were completed to reduce the likelihood of an occurrence such as the above to as low as deemed practical: · entire work site was surveyed for underground services by smak eng subcontractor. · full survey details were used to prepare official drawings which were provided in work pack provided to workgroup by wg design team –see attachment in the appendix section 2· workgroup completed potholing using non destructive digging (ndd) to confirm the identification of underground services. · prior to mechanical excavation for storm water (deepest excavations) 400m below existing road) the entire route was ndd prior to use of mechanical excavation-see attached appendix section document explaining of approach taken to reduce risk of damaging underground services “risk assessment for underground services, both identified and unidentified”note: should the location of the cable have been recorded on melbourne water drawing system, this information could have been used to improve this job and avoid this event. should the cable location have been recorded it would have identified the location of this dead cable which could not be identified using standard underground service scanning techniques. migrated from legacy cairs - see detailed description",ORGP
vehicle incident general,"wood employee hit from behind whilst stationary at traffic lights  the wood employee had completed an ecological survey in hampshire and was driving home alone on the a303 and in a queue for roughly 20 minutes of stop start traffic. whilst stationary, he heard a large bang and jerked forward. he turned around to see the car behind had hit his rear bumper.  he steadied himself and put on the hand break and hazard lights and exited the vehicle, the queue was still stationary. he inspected the damage to his car but no damage was visible. three passengers (2 male, 1 female) then exited the offending car (fl17 uyc) and apologised and when he asked for their details they informed him that they were not from the uk and that their car was a hired. we looked at both cars and observed slight damage to their front number plate and no visible damage to the wood employee's car. the lady then said that he should not report the incident and did not need to involve the insurance. they gave no further details and he said that he would need to report the incident and the lady was not pleased. they then got back in their vehicles and the queue started moving a couple of minutes later, the steering felt normal and no leaks were observed. on arriving home the wood employee contacted nationwide and reported the incident (incident no. 880327) and he has been told to contact the yeovil repair body shop in the morning to check the vehicle is still road worthy. ",ORGP
*** Not Classified,"crew removed duct from above a platform exposing an existing hole in the grating of the platform approx 10' off the ground. crew did not cover hole in platform or have an attendant in place violating client policy. no fall potential existed. migrated from legacy cairs incident #39897crew was demoing duct from a platform approx. 10' off the ground. removing the 42 inch duct exposed an existing hole (approx 4ft x 2ft) in the grating of the platform that the crew was working on. a spotter was placed to ensure personnel would not enter the area, per client policy. after duct was removed, the site went into lightening alert and the crew left the area. all clear was given, crew progressed to the top level platform to resume demo. as shift change approached, crew left area without covering the hole in the platform or barricading/guarding the hole. no personnel were within 6' of the open hole at any time, no fall potential existed for personnel. situation was corrected by removing the only access to the area to ensure no personnel could access the platform. migrated from legacy cairs - see detailed description",ORGP
confined space non-conformance or issue,ees enter digester without an active confined space permit ees were tasked with entering the digester vessel to remove inspection ports. the previous shift had been working in the confined space and when the nightshift arrived at the confined space entry point they assumed the permit was still active since the hole watch and continuous air monitoring had not stopped. the ees preceded to enter the confined space and begin their work at approx. 7:30pm around 11:30 pm the mill was completing an area walk through and noticed there was not an active permit in place and instructed the ees to exit the digester. mill was contacted and a confined space permit was issued.incident was reviewed with all ees on the project.,ORGP
"hydraulic fluid or oil leak, environmental leak or issue","oil spill from rov onto workboat deck 08:45 rov falcon 2388 launched to carry out cleaning operations on welds swl-a001 & a003.  at 12:15, during the cleaning operations, anthony pennick, westerton rov technician, who was monitoring the water jetting pump, secured on the forward deck on the port side, noticed that there was an oil leak (approx. 2l) from the pump, he immediately shut the pump down and alerted the crew about the leak. the oil release was contained with the assistance of the windcat crew. the contamination on the deck and the pump was cleaned up using rags and the oil absorbent pads available on site. these were bagged and returned to buckie for disposal.",ORGP
