category,text,dset
mechanical or equipment issue,"hse technician found damaged strap during preparation of the lifting work intervention was stopped immediately by hse technician. migrated from legacy cairs incident #36119hse technician inspection at sorfert, he found wgs team preparing a start of the lifting work of pump cage at the cooling tower location of a p003b, using a damaged strap. intervention was stopped immediately by hse technician. the strap was immediately removed and quarantined for destruction. migrated from legacy cairs - see detailed description",ORGP
covid,"seven members of contractor project team tested positive for covid-19 two workers arrived at bus terminal and tested positive, sent home. the other workers was onsite for rotation, and tested positive. isolation initiated.",ORGP
covid,employee was tested with covid'19 positive employee was tested with covid'19 positive and under home quarantine as per medical advice. employee was tested with covid'19 positive and under home quarantine as per medical advice.,ORGP
"foot or leg injury, lifting or moving loads, vehicle incident general","while offloading m/v emily a cargo box hit the stern railings of the vessel.  cause of collision was due to boat drifting off after load was already connected to crane block. migrated from legacy cairs incident #30956while offloading m/v emily a cargo box hit the stern railings of the vessel. cause of collision was due to boat drifting off after load was already connected to crane block. wgpsn employee joseph miller was operating the crane at the time of incident. the crane operator did all he could to stay over the load as vessel was drifting off and was about to exceed boom angle reach beyond the safety limits of the platform crane. load was lifted and before it could clear the handrails it struck the stern guardrails. no injuries, property damage to the vessel railings only. migrated from legacy cairs - see detailed description",ORGP
dropped object or material,"aluminum conduit (approx 10 lbs) fell from the mewp to ground (approx 4ft).  area below was barricaded, no personnel in barricade. wood employee  was preparing to install conduit and utilizing a scissor lift to access his work location. the employee had the basket of the lift extended when he realized he forgot the conduit straps. the employee retracted the basket and in doing so, pushed the section of conduit (approximately 10 lbs) out of the lift and to the ground (approx. 4ft). the employee had the area below his work location properly red barricaded,  netting was attached to the lift, and his tools were properly tethered. the end of the scissor lift where the conduit fell from did not have netting or a toe board because it is used for access and egress. there were no personnel inside the barricade below. no injury involved.  job was stopped and supervisor meeting conducted to discuss severity and potential had this occurred at a higher elevation.",ORGP
vehicle incident general,"non preventable, rental vehicle, minor damage, no injuries. rental car was rear ended at the hotel parking. vehicle was unoccupied when the accident occurred and employee was notified by the hotel front desk about the incident. reporting documentation started.",ORGP
hand or arm injury,"ip noticed a minor (2/3mm) cut to finger after moving computer items and paper. having moved a variety of items around the desk the ip noticed a minor (2/3mm) cut to finger.  a first aider cleaned the cut and applied a plaster. a first aider cleaned the cut and applied a plaster.  the items were checked to se if there were any obvious cut hazards. none identified, the cut is thought to be a paper cut.",ORGP
*** Not Classified,"a significant amount of water flooded from box 3 to the mezzanine of b20 and then to ground floor liquid packaging area. among the various tie-ins to be executed during the “summer 2016 shutdown”, the tie-ins #250-55 and #b20-discharge were planned in order to permanently isolate the equipment and piping (for subsequent dismantling after the shutdown) placed within the so called “box 2” located at the first floor of the production building named “b 20”.moreover, in order to allow the whole dismantling of the “box 2”, a drain line serving the adjacent “box 3” (which remains operational) and partially running within “box 2”, had to be rerouted in order to be completely decoupled from “box 2”. due to incorrect field engineering documents, during the execution of the works a portion of an existing drain line from “box 3” was dismantled although in fact it had to remain in place; the resulting open end was not capped or reconnected. additionally, the non-compliance with some of the nsff project procedures and controls, exacerbated the consequences of the above mistake (removal of a line which in fact had not to be dismantled), which resulted in the cut/open line be put in service causing the flooding of the areas within building b 20 which are underneath “box 3”. the uncontrolled flooding caused both damages to the affected facilities and loss of production. afw and the client developed the emergency action plan:-	the wrongly dismantled line has been restored;-	heaters have been put in place to facilitate drying;-	all other interventions in the area have been rechecked again;-	meeting with ltm has been done to understand root causes. in relation to gsk actions, packaging lines are being examined in order to identify potential damages.wet areas are being cleaned & dried over day and night during the week-end.",ORGP
"weather related issue, head or face injury","gate caught by wind, struck ip vehicular gate entry (gate no. 2) to northern access site compound. when unlocking padlock of heavy metal gate, high winds moved gate & struck my forehead. distance of gate travelled 0.5m approximately small cut & swelling, minor injury. reported to principal contractor - galldris project manager mark ling. details entered into accident book, statement taken & wound cleaned using sterile cloth from first aid box. wound cleaned using sterile cloth from first aid box. reported to principal contractor, entered into accident book, statement of events taken & recorded. immediate action taken gate no. 2 padlocked, entry supervised until additional warning signage to gate erected. review of securing gate .",ORGP
back injury,a sub-contractor for elkhorn construction at the shell appalachia project in mansfield pennsylvania (23-she-16004) had an employee hurt his back today. migrated from legacy cairs incident #31111a sub-contractor for elkhorn construction at the shellappalachia project in mansfield pennsylvania (23-she-16004) had an employeehurt his back today. the employee was tasked with rigging and spotting whilebreaking tail string at a bore exit. as employee arrived at the start of shift(6:00am) he was walking down the row and had his legs sink into the mud.employee had to struggle to get himself unstuck. employee felt no discomfort atthis point. employee continued his task and 4 hours later felt a sharp pain tohis lower back while walking down the row. employee stated he has sustainedprevious injuries to this same location on his back. employee was taken to eras per sub-contractors policies. x-rays were negative at er and only ibuprofenwere administered before being discharged. follow up visit with chiropractorwas scheduled. employee visited chiropractor and it was determined employee was released to return to work. the injury was found to be pre-existing and not caused by the employee getting stuck in the mud. migrated from legacy cairs - see detailed description,ORGP
"dropped object or material, fall from or working at height issue, slips & trips","during a scaffold modification a sacffold erector lost grip on a scaffold tube that fell from height			 ""scaffold tube slipped out of hand of a scaffold erector during a modification of the pr 3100 scaffold in sru unit. after falling onto the pipe on lower level, bounce and continued the fall on the ground level where it landed within the barricaded area. once the tube  and bounced twice ending up partially outside the fenced area. an exxon mobil operator was at approximately 2 m outside the barricaded area witnessing the event.  ""work stopped installation method discussedinvestigation started""			",ORGP
*** Not Classified,burst hydraulic hose on volvo adt. all spill contained drip tray in place. nil spill to grade. migrated from legacy cairs incident #33884burst hydraulic hose on volvo adt (pp0046). all spill contained drip tray in place. nil spill to grade. machine parked up for repairs. refer to photos attached. migrated from legacy cairs - see detailed description,ORGP
