category,text,dset
theft,"two wood company vehices were stolen from the wood seminole, tx. yard. at sometime before 6 a.m., feb. 12th, two wood company vehicles were stolen from the wood seminole tx. yard. due to the fact that both vehicles were equipped with geotab devices, trucks were located in neighboring town of hobbs, nm 30 miles west of seminole, tx. sheriff's office was contacted, vehicles were located and five persons have been arrested in hobbs, nm as a result.",ORGP
*** Not Classified,a piece of plant has reversed into a 4 x 4 site vehicle.  a grader driven by a hodge operative has reversed into a 4 x 4 wood site vehicle.no injuries.  d & a arranged and investigation underway. ,ORGP
"dropped object or material, fall from or working at height issue, head or face injury","small bolt head fell from height onto a workers shoulder. a worker was working on a scaffolding grinding off a bolt.the bolt head fell from the scaffolding, bounced off a scaffold pole and eventually hit a worker working on the ground (approximately 4 meters below).suitable protection measures were in place:• the scaffolding floor was protected with a tarpaulin sheet• floorboards and footboards were in placethe bolt head was very small, weight estimate at 50 grams.the worker hit by the bolt did not feel any pain and did not require any first aid. the incident was reported to afw supervisionan investigation has been opened and an action plan will be put into place",ORGP
*** Not Classified,ip grazed his index finger in the lock of an office door. afw engineer working in the site temporary office facilities. the ip grazed his index finger in the lock of an office door. the ip went to the site infirmary. the graze was cleaned and a small band-aid plaster was placed on the graze. the ip returned to work.,ORGP
"vehicle Incident involving animal, vehicle incident general",wgapcs employee was driving when a deer ran across the road and made contact with wgpacs vehicle. migrated from legacy cairs incident #30687wgpacs employee was driving south west when a deer tried to run across the road but came into contact with wgpacs vehicle. deer strike caused damage to the front bumper and cracked the front grill. there no injuries. migrated from legacy cairs - see detailed description,ORGP
hand or arm injury,spider bite on right hand at approximately 0930 tm reported to safety office. tm had swelling on right hand. tm applied hydrocortisone cream to affected area. suggested he wait in safety office. tm applied cold to the area. after 20 minutes he was examined again. swelling was gone. itching had stopped. tm returned to work.			,ORGP
vehicle incident general,"ee was traveling down 281 when his vehicle came in contact with a welder's pipe jack that had fallen off of another vehicle.  on june 12, 2019 at 6:00 am, a wood ee was traveling down 281 south of campbellton, tx, when his vehicle came in contact with a welder's pipe jack that had fallen off of another vehicle and was in the middle of the lane. ee immediately pulled over to assess the damage and removed the pipe jack from the bottom of the vehicle. the impact caused to the bumper of the wood vehicle.  wood ee contacted management to notify him of the incident. they also assessed the vehicle to make sure that it was operable. ",ORGP
"vehicle Incident involving animal, vehicle incident general","wood employee was traveling down the road when he hit a dead cow. this caused damage to the front suspension and bumper of the wood vehicle. employee suffered mild soreness. axiom was contacted and first aid measures were appropriate the injury. migrated from legacy cairs incident #39863wood vehicle was traveling down the road when he came in contact with a dead cow. a vehicle in front of the employee had already struck the cow. the impact caused front suspension and bumper damage. weather conditions were clear and dark at the time of the incident. vehicle wasnot drivable after the incident occurred and was towed to the shop. repairs have been completed and the vehicle is back on the road. law enforcement did show up on scene but no citations were issued. axiom was contacted as a precaution, due to the mild discomfort the employee experienced. per axiom, first aid measures were appropriate for the incident. migrated from legacy cairs - see detailed description",ORGP
covid,a wood worker received a positive test result for covid-19 while on pre-embarking preparation to trident pce-1. the ip is asymptomatic. a wood worker received a positive test result for covid-19 while on pre-embarking preparation to trident pce-1. the ip is asymptomatic. the worker was kept in the hotel and will be sent home for a quarantine period.,ORGP
"vehicle Incident involving animal, vehicle incident general",wood employee was traveling down the highway when a large bird struck his vehicle. wood employee was not injured as a result of the incident. migrated from legacy cairs incident #36194wood employee was driving on the highway when a large bird struck his vehicle causing damage to the front grill of the truck. there were no injuries as a result of this incident. migrated from legacy cairs - see detailed description,ORGP
"foot or leg injury, general injury, vehicle incident general","auto incident with neck, hip, and knee pain employee driving company vehicle for work.  employee stopped at red light in left turn lane.  the vehicle behind moved to lane to the right in attempt to go straight colliding with a third vehicle.  the two non-employee vehicles struck our employee's vehicle. employee contacted the local police department and filed a police accident report.  employee also consulted workcare regarding injuries sustained from accident.  workcare provided self-care, first-aid advice.  no additional treatment required.",ORGP
*** Not Classified,employee was carrying a dump valve from the top deck to the deck below when he felt a pull in his lower back. migrated from legacy cairs incident #34460employee was carrying a dump valve from the top deck to the deck below when he felt a pull in his lower back. pain increased overnight. migrated from legacy cairs - see detailed description,ORGP
