category,text,dset
vehicle incident general,"motor vehicle accident qa inspector on his way  to start his night shift, collided into the back of dump truck, who had slowed to make a  u turn.   driver failed to see or notice the truck has slowed to near stop and collided in the rear.  the damage to the vehicle was 100%.   passerby notified police of the accident. they came to the scene and ordered an ambulance.  the ambulance took the driver to andan hospital for treatment.  incident was reported to amfw via phone and email.",ORGP
foot or leg injury,right knee strain and bruising. employee reported climbing a steep slope and felt a strain to right knee. employee reported the incident to supervisor and contacted workcare.,ORGP
covid,ip tested positive for covid ip tested positive for covid ip is in home country. no action to take.,ORGP
dropped object or material,individual climbed onto steel frame for access individual climbed on to a steel frame to access area he was welding. he was exposed to a short drop/fall. this was discovered during a soc with the oim.  oim and osl stopped job to discuss this behaviour,ORGP
vehicle incident general,"the sub-contractor (ccgi) was reversing the welfare van onto site they struck the rear of afw engineers car, no damage occured. a welfare van arrived on site around 09:00, delivered by some drillers working nearby. most vehicles for the site were parked on the side of pen-yr-orsedd, just off industrial estate road. the van was parking between my car and the drillers van, and while reversing the van hit my car (at very low speed ~ 1-2 mph). the driller who was helping him to reverse was shouting to stop but the driver did not hear the warnings in time. when he got out of the van, he said he thought the van had parking sensors which is why he didn’t stop. the other driller who was with him then parked the van in the appropriate location. no persons were injured in the incident, as everyone was standing away from or well clear of the vehicle. no obvious damage was made to either vehicle.witnesses include myself and three cc drillers who were nearby, along with the driver himself.  the root cause was the competency of the van driver, which should have been corrected by a suitably positioned banksman who was able to make contact with the driver, or by using a competent driver. the van could also have been parked in an alternative location away from any other vehicles. please see description above.",ORGP
"slips & trips, general injury","while descending staircase, a massy wood employee slipped on a treader and subsequently slid down. on wednesday 7th july 2021, at approximately 0715hrs, a massy wood rigger / permit holder accessed the staircase on the northern side of the platform on his way to the permit room. whilst descending same, the employee inadvertently slipped on one of the treaders, causing his left shoulder to come into contact with the staircase. there is no evidence to suggest the injury would have occurred to more than one person and could have resulted in a medical treatment case. the employee immediately reported the incident to the construction management team and was then taken to the platform medic, where he was assessed and treated with an ice pack on his upper left shoulder. he was subsequently given the all clear to return to work, being reminded that if any discomfort was felt he should inform the medic. all required personnel were informed of the incident – client oim, mtl and hsse. a joint client / massy wood stand down was subsequently held with the team.",ORGP
"security or general safety concern, hand or arm injury","attempted break-in with alarm being triggered wood office / facility gate was broken into, setting off alarm. alarm security company contacted wood personnel.  no damage and nothing stolen. wood contact went to office to review gate and property.  confirmed no damage or theft.",ORGP
*** Not Classified,spider excavator identified leaking coolant from a hose due to a loose hose clamp spider excavator identified leaking coolant from a hose due to a loose hose clamp. leak to soil estimated at 50ml. machine had started to overheat due to low coolant level.  the overheating had caused the loose hose clamp.  low coolant level due to a mistake when checking fluids during pre-use checks (window washing fluid reservoir mistaken for coolant reservoir) leak contained with contaminated material removed for disposal. mechanic had checked the machine over and identified a damaged water pump (possibly due to the low coolant and overheating).  this has been replaced and now in working order.  spider excavator now in operable condition.  tuition provided to the spider excavator operator in relation to what system checks need to be made and where these systems are located.  ,ORGP
"slips & trips, head or face injury, foot or leg injury","elkhorn employee received bump on his head from a stumble that he took while bending rebar.  first aid case only migrated from legacy cairs incident #36152on 12:18/17 at approximately 11:30am, welder received a small bump on the back of his head from a stumble he took while bending ½ rebar. welder was tasked with resizing 18"" rebar rings to 14"". as he was bending the rebar, the rebar snapped causing ie (injured employee) to take a step back and lose his balance. the back of ie's head made contact with his pickup truck that was parked behind him. ie was wearing his hard hat and safety glasses. ie received a small abrasion to the back of his head where the hard hat ratchet makes contact. ie experienced tingling in his arms that lasted for a moment and then all feeling returned to normal and full range of motion resumed. safety was immediately notified. axiom was notified and recommended tylenol for the slight headache and an ice pack to reduce any potential swelling. axiom has no concerns of concussion and stated to leave the abrasion exposed to air so it could scab over. ie returned to work with very little pain. ie was informed by safety if any changes occurred to contact them immediately. migrated from legacy cairs - see detailed description",ORGP
lifting or moving loads,"during preparation of lifting task our hse technician has noted lifting work without the use of shims for the stability of the crane. migrated from legacy cairs incident #38144during preparation of lifting task our hse technician has noted lifting work near the npk unit without the use of shims for the stability of the crane. in front of these insecure works, willingness to recommend the suspension of the works until the reconditioning this situation by the use of the holds respecting the requirement of the procedure of lifting. migrated from legacy cairs - see detailed description",ORGP
