category,text,dset
"slips & trips, vehicle Incident involving animal, lifting or moving loads, vehicle incident general","the ee was driving around a blind corner and made contact with a cow causing minor damage to the vehicle.  on thursday, october 14, 2021, at 11:45 pm, the wood employee was driving unit 350 north on christensen road at 35 mph which is 10mph under the posted speed limit.  he was leaving the field and heading home.  after executing a right turn around a blind corner on the right side of the road a cow was impeding into the right lane. with snowy conditions and low visibility, the ee struck the rear end of the cow. the cow contacted the right side of the bumper/grill guard and spun around to the passenger side making contact the rear passenger door.  the cows impact caused minor damage to the passenger door but no damage to the bumper or grill guard. the cow walked off and re-joined the heard. got out and inspected the damage and looked for an injured cow. contacted hse, reduced speed for the remainder of the trip.",ORGP
hand or arm injury,ip received small cut to finger received from a broken ceramic tile whilst cleaning wall ip was cleaning wall when finger made contact with broken tile causing a very small cut.   sharp edge of tile was covered over with adhesive tape. ,ORGP
*** Not Classified,icc for p08 decommissioning has been altered with no reason given leading two points being in the wrong place whilst carrying out icc audit on site the p08 decommissioning icc was found to have points crossed off and re-written in pen. this led to points 5 and 6 in the icc being in the wrong position (reversed). no reason on the icc for the alteration of the numbers and the icc. informed inst ops tech to put on the correct isolation.,ORGP
dropped object or material,"while transfering scaffolding materiel by manual handling , one 4foot tube was inadvertently dropped into the sea at approximately 1615 this afternoon, during the transfer of scaffolding material (on bridge between dp and gp), a 4 foot piece of scaffold tubing was being passed from one scaffolder to another, and was inadvertently dropped into the sea.   -	immediately stopped the job-	supervisor gathered the entire team and held a safety stand down and toolbox talk on what occurred, and how to prevent it, including:o	spatial awareness, body and hand positioning, communication, material transfer techniques, etc-	work was then re-commenced when the supervisor was satisfied that the message was clearly understood",ORGP
*** Not Classified,field verification not completed before entry into vessel migrated from legacy cairs incident #34310alky t&amp;iincidentwood group employee enteredvessel 7c8 to investigate some welding imperfections inside the column.the correct permit for the job was issued and a pre-entry gas clearance test had be completed. swms and field risk assessments had been completed and discussed among team members prior to entering the confined space. it was not until the permits were returned to the permit hut at approximately 1700hrs that is was identified that a field check verification had not been completed. migrated from legacy cairs - see detailed description,ORGP
*** Not Classified,"as crew members were evacuating the a digester during an upset condition on unit b, potential exposure.  crew members were working on various levels of ""a"" digester when the mill experienced an upset on  ""b"" unit causing the #1 ""b"" flash tank prv to lift. as the crew was evacuating the area, via the single access/egress point product from the flash tank relief valve was spraying mist into the atmosphere. all ees came down to the emergency shower and washed down and removed clothing, per mill protocol for potential exposures. all ees were evaluated and released with no signs of known direct contact with product. ee will be monitored through out the day.		 ees washed potential exposed areas and were sent off site to further shower and change clothing. all work has stopped until the mill is able to control and determine what caused the upset and if work can resume on adjacent units.			",ORGP
head or face injury,"when rolling a 16"" schedule 80 pipe with a 90 and flange, the pipe rolled out of the rollers in a slow fashion. migrated from legacy cairs incident #33512normal 0 false false false en-us x-none x-none microsoftinternetexplorer4 at approximately 2:45pm on 3-15-17 hoad employee was rolling 16” schedule 80 pipe with a 90 and a flange to make sure there was enough clearance to sub arch. when rolling the 90 the counter weight was thought to be equal to offset the weight of the flange, however it was not. the pipe rolled out of one set of the rollers in a slow fashion. employee added more weight and moved the roller further down. employee was in clear operating distance.no one was injured and no damage to the pipe or the flange. migrated from legacy cairs - see detailed description",ORGP
vehicle incident general,"non preventable, company vehicle, minor damage, no injury. company vehicle was involved in and accident and was rear ended.  no injuries reported. police were contacted, internal reporting initiated.",ORGP
vehicle incident general,nonpreventable vehicle collision. employee driving a short-term company rental was struck by another vehicle.  driver of other vehicle attempted to do a u-turn directly infront of our driver.  no injuries. highway patrol was called to the scene.  our driver also was drug tested.  ,ORGP
vehicle incident general,floorboard window of excavator pp134 had cracked when impacted floorboard window of excavator pp134 had cracked when impacted by a small branch that had caught in the track grouser during operation.  machine to be inspected for safe operation,ORGP
