category,text,dset
*** Not Classified,"non compliance with engineering standard during lifting operations migrated from legacy cairs incident #29064non compliance with engineering standard during lifting operations.offshore review of incident has taken place. see attached slide pack and oim statement.onshore wgpsn investigation to be conducted, see attached interview notes with slfp involved migrated from legacy cairs - see detailed description",ORGP
general illness or health issue,"14.11.16 ykk subcontractor felt himself unwell, and spent two days at home with a high temperature. company then sought medical aid at the hospital and was diagnosed with pneumonia of the lung. migrated from legacy cairs incident #31748ykk subcontractor felt himself unwell, and spent two days at home with a high temperature.then he was sent to hospital formedical aid at the hospital, doctorsdiagnosedhim aspneumonia of the lung. now his condition much better.sick person lives in uk and company arranged/booked flight for him for 20.11.16 to get further treatment in his city in uk but because of weather conditions it was canceled to the nearest flight. migrated from legacy cairs - see detailed description",ORGP
head or face injury,"wood electrical tech suffered minor bruising to bridge of his nose after impacting with horizontal scaffold tube. migrated from legacy cairs incident #37723a wood electrical tech was walking from his worksite via the west side of north- south pipe rack at stab 1. he was at grade level when he encountered a horizontal scaffold tube protruding out at head height which was obscured by the peak of his hard hat. the bridge of the operatives nose impacted with the tube causing some bruising in the area. the site medic was unavailable.a ice pack was issued to the ip by a first aider and a visit was carried out to the medic the following morning, where he was checked over and advised that he was fit to work. migrated from legacy cairs - see detailed description",ORGP
covid,eight members of contractor project team tested positive for covid-19 eight workers were onsite for rotation on mar 1 & 2 and tested positive. isolation initiated.,ORGP
"slips & trips, general injury","a contractor's employee tripped over the pallet causing pain in his left shoulder approximately at 4.30 pm at level 3 area eb u 41, the contractor's employee while trying to move a podium ladder accidentally tripped over a wooden pallet and fell at ground causing pain in his left shoulder. the worker receive first aid treatment at site and he was subsequently taken to hospital for checks.amecfw hsse and discipline supervision start conducting interview to the involved people to understand the causes of this event.",ORGP
covid,"a wood employee tested positive for covid-19  a wood employee was reported to wood supervision that they began to experience cov19 s/s on 1/16/2022.  the wood employee scheduled a covid 19 test on 1/17/2022, and was informed on 1/17/2022 the employee is positive for cov19. the employee was last on site on 1/14/2022. contact tracing has been completed, no direct contacts identified.  employee has self quarantined and has notified management.  wood on site management has conducted contact tracing and notification to client.  ",ORGP
"hand or arm injury, foot or leg injury","ip received minor cut to finger whilst cleaning compartment on hms kent migrated from legacy cairs incident #36564ip was cleaning compartment on hms kent and noticed a pile of rags and general rubbish. as he began to clear the rubbish; he picked up with his hands but didn’t notice a razor blade within the rubbish. ip was wearing gloves but not cut resistant, resulting in minor cut to finger, ip was seen by onsite medic, plaster applied but no further action required and returned back to work.awaiting update from on-site advisor – late report due to cairs error in last week. migrated from legacy cairs - see detailed description",ORGP
eye injury or irritation,"foreign body entry to left eye when grinding paint on cellar deck ip was grinding paint on the north side of the cellar deck interconnecting beams when he felt something enter his left eye. he was wearing an airfed 3m mask at the time which was brand new. he removed the mask, rubbed his eye and felt no further irritation and so did not report to the medic at the time. none, felt no further irritation - reported to medic at later date ",ORGP
*** Not Classified,"landlord roof works caused rainwater leak into server room. landlord is having building works undertaken on the roof. when it rained, rainwater entered the server room and ups room. sheeting placed above to protect servers and ups with work to be completed in 5-10 days. sheeting placed over servers to protect. meeting held with it team to ensure business continuity. building company put additional measures to prevent reoccurrence",ORGP
*** Not Classified,"mechanic performing excavator maintenance/servicing work at site but that activity was not included in the wood permit-to-work document.  on 15-sep-2020 at 15.30 hrs,  one of the em staff visited the site and checked permit-to-work document. during the time inspection, it was observed that the contractor mechanic was performing excavator maintenance/servicing work at site but that activity was not included in the wood permit-to-work document. the standard practice is that our permit applicant always include the equipment maintenance/servicing activity in the wood permit-to-work (ptw) and few days ago permit applicant removed the equipment maintenance/servicing activity from the list of ptw. by over sight and under the assumption that the equipment maintenance/servicing activity is already captured as usual in the permit, the site supervisor allowed the mechanic to carry out the equipment maintenance/servicing activity at site. stopped work;initiated investigation process",ORGP
