category,text,dset
vehicle incident general,"low speed vehicle collision between a client (bp) employee and wg employee in the cp car park. migrated from legacy cairs incident #33700a wg alcs employee (richard haworth)reported that he wasdriving towards the compass point car park exit barrier when a car pulled out of a parking space onhis left hand side and collided with the side of his car, causingdamage to the side doors of his car and thefront bumper of the other car. theotherindividual (stephen bradshaw- client employee - bp) provided hisversion of events, statingthat the conditions were sunny andhe had sun inhis eyes. hechecked andit appeared clear butpulled out of the space and collided with the other vehicle. he believe that whilsthe exited without the path forward being clear, the accident was preventable if the other vehicle had exited at appropriate speed.the speed limit within the car park is 10mph. it was a low speed incident and no injuries occurred. the incident was reported to the wg hssea team by the wg employee. it is unknown if the client employee reported the incident to the client's hssea team/ management. incident investigation notes:individuals to provide their version of events, cctv footage to be reviewed and incident site to be assessed, all by20/04/2017.wg employee stated he was travelling at 5-6mph (within 10mph speed limit) when the client employee pulled out of aparking space on the left hand side and collided with his vehicle. the client employee’s response following the incidentwas “i did not see you”. wg employee assumes the client employee was looking left instead of right when he was pullingout, as he was turning left at the time, and his impression was that the client employee drove straight into the side of hiscar without breaking. it is reported that the client employee was wearing very dark glasses – possibility photochromic –when he got out of his car, as the wg employee could not see his eyes through them.client employee states that theconditions were sunny and he had sun in his eyes. he checked the way forward which appeared clear but he collided withthe other vehicle. he believes that whilst he exited without the path forward being clear, the accident was preventable ifthe other vehicle had exited at appropriate speed. however, in subsequent correspondence he stated that the collisionimpact was less than 5 mph. he confirms he was wearing his prescription sunglasses and stated that glare was definitelya contributing factor as he had direct sunlight in his eyes. he advised that he had a head cold at the time of the incidentbut does not believe this was a contributing factor and, although it was not something he considered at the time, due to itbeing the end of the working day his mind could possibly have been occupied with other things. finally, the clientemployee advised that there is an internal pillar in the windscreen of his vehicle which gives a 2-3cm blind spot to the righthad side, which added to the sun position obscuring his vision. cctv footage has been viewed. although it is not overlyclear due to restricted view, the wg employee does not appear to be travelling at excessive speed. however, the clientemployee does appear to have driven straight out of the space, without consideration that a vehicle may approach fromhis right hand corner. in addition, following assessment of the incident location at the same time the next day, it wasidentified that the clients vehicle was parked facing north and the suns position at 16:40 is south west. this evidentiallyputs the suns position at the time of the incident behind the clients vehicle, not in front of him or in his direct line of vision.the car park surface, lighting, safety control measures etc. are inspected on a regular basis and maintained accordingly;neither party advised of any car park aspects as a contributing factor. all facts considered, it has been concluded that thecollision was a result of incorrect judgment and poor co-ordination / reaction time of the client employee.this report will beprovided to the client and any action taken will be recorded accordingly. migrated from legacy cairs - see detailed description",ORGP
eye injury or irritation,ie reported with eye irritation ie reported with irritation to left eye eye was flushed,ORGP
*** Not Classified,"ie reported soreness and weakness in arms on 3/19/2016, possibly due to manual lifting on 3/16/2016 on 3/19/2016, ie reported to the safety office of generalized soreness and weakness in both arms, possibly due to an incident that had happened on 3/16/2016.  on 3/16/2016, a dozer had rolled a large clump of dirt into an a/c trench on top of the previously installed cable.  the ie entered the trench and manually removed the clump of dirt himself.  the ie stated following lifting the dirt he has experienced soreness, weakness, and minor tingling sensations.on 3/21/2016, ie reported that he continued to experience pain upon movement in both biceps and requested evaluation by a physician.  upon evaluation, physician found a minor strain in the ie's right bicep and recommended heat therapy and prescription strength otc medication. no treatment given at time of report.  on 3/21/2016, ie taken to physician for evaluation and diagnosed with mild bicep strain.",ORGP
"lifting or moving loads, vehicle incident general","while the manitou was passing through the nhf, assisted by the spotter, the trailer hit the existing scaffold on the right side.  at approx. 13.30u on wednesday the 6th of april, a manitou driver drove with his trailer into the nhf. the manitou driver was assisted by one spotter. in the morning the scaffold company build a bridge on request of vanhout, to pour the concrete in the afternoon. because of this scaffolding bridge and an existing scaffold on the other side of the road the road became very narrow. while the manitou was passing through the nhf, assisted by the spotter, the trailer hit the existing scaffold on the right side. the ladder of this scaffold was hit and two supporting tubes were bended there was no one on top of the scaffold and nobody was in direct danger. fact; the manitou and his trailer had no problems in the morning while driving through the nhf. because the bridge was added to the area, the same road became narrower (lack of risk assessment). this change was made during the morning, but was not managed properly (moc).the weather conditions: was clear and dry. workspace condition: because of the scaffolds there was a limited workspace for machinery to pass through.   activity immediately stopped by vanhout and the incident is reported to afw and altrad the scaffolding company. in corporation with em and afw an alcohol test is done (for the driver and spotter as well). the tests were negative.investigation regarding the incident is done by afw and vanhout.  ",ORGP
eye injury or irritation,"s/c fire guard got a particle in his right eye which caused scratches on his cornea and required treatment at fa clinic s/c fire guard got a particle in his right eye which caused scratches on his cornea and required treatment at fa clinicon the 9th of september are the ip felt something in his right eye while standing in the laydown area executing fire guard duties to cover the activities performed by the e&i contractor. at first the ip contacted his supervisor to seek advice but being his supervisor not immediately available ip decided to self-treat the eye issue by using a bottle containing eye washing solution to remove the particle from his eye. ip repeated eye washing operation 3 times from 11:00 to 14:00 as this was reliving the itchy feeling from his eye. at 14:00 ip contacted again his supervisor which at this time went to collect ip from site and guided him to site fa clinic where ip received treatment including eye inspection, no particles or objet were found but cornea was found to be scratched, and a nonprescription eye ointment.on the 10th of september at around 20:00 the ip felt an increasing discomfort to his injured eye and after trying to contact the clinic ip decided to visit and external doctor to seek advice.external doctor prescribed a different medication to treat his eye containing antibiotic.ip was wearing all required ppe at the time of the event which included safety glasses. fa clinic intervention",ORGP
*** Not Classified,"report only due to ic contractor reporting to client woodside.a package of one litre tin of sika primer was found to contain corroded and leaking tin. migrated from legacy cairs incident #32420report only due to ic contractor reporting to client woodside.a package of one litre tin of sika primer was found to contain corroded and leaking tin. immediate action: determined correct disposal routes for contents and tins and disposed of them.hazard report only.brownfields contractor crew were unpacking a materials container on the gwa pipe deck. while unpacking the container an unusual smell was noticed.the crew found a box marked ""sika primer 210t"" which was wrapped in a waterproof membrane. the box was opened found to contain 8 tins of sika primer.all cans had varying degrees of corrosion and one can was leaking. the leak was contained within the packaging.all cans in the box were removed and disposed of.other boxes of sika primer were checked and found to be in good condition and removed to the appropriate chemical store. note from gwa storeman: the cans were suitable packaging for the contents other than looking quite old &amp; rusty.the purchase order that these items were purchased on was delivered in november 2016 and have been stored at pdc since then. the packaging looks like the carton has been re-wrapped with non-clear plastic overpacking thus rendering any visual inspection impossible unless unpacked.there are several unknown variables in this event which cannot be determined e.g. cause of corrosion for this one package given that all others were unmarked. migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"employee pinched finger staging torque tubes for forklift pickup on tuesday, october 20th, 2020 at approximately 3:45pm est, two employees were assisting in loading torque tubes on a forklift. the employee was counting the tubes and positioning toprque tubes to be picked up by a forklift. during the positioning of the tubes, another employee on the opposite end moved a torque tube into the pile to be picked up by the forklift. this action caused the tube end to pinch the right middle finger of the ip. an actual rating of b1 was given due to the first aid treatment (ice pack) applied to the ip's finger. a potential of b2 was given for the potential of the injury being more severe and require medical treatment had the ip's hand been positioned differently. employee notified the foreman who brought the ip to the on-site medic for evaluation. investigation procedues were initiated by hsse.",ORGP
vehicle incident general,"light vehicle has made contact with the lifting point of a concrete block while giving way to another light vehicle has made contact with the lifting point of a concrete block while giving way to another vehicle. vehicle parked up, supervisor notified, scene preserved, investigation commenced. ",ORGP
hand or arm injury,cut to finger from metal paper fastener ip was handling a pack of paperwork which was held together using a metal re-useable paper fastener. as they picked up the pack their finger moved along the metal fastener resulting in a cut. incident was reported to a first aider who cleaned the cut and applied a plaster. metal re-useable paper fastener was replaced with a plastic version.,ORGP
covid," a wood contractor resulted positive from rt pcr test  reference to the recent bcp activated in shallow water platform, a contractor resulted positive from rt-pcr test.  the case has been communicated to their respective oh teams and contract holders. wood oh team is closely monitoring for their recovery.  the case was referred to the local government health team for coordination and recording. ip is now monitored by the contractor's oh team and personnel identified as close contacts were recommended to do a home quarantine for 14 days.",ORGP
covid,"individual tested tested positive for covid-19  ip tested positive on12th may 2020 now already tested negative , however he  didn’t inform us as it occurred outside of work.  ip tested positive for covid on 12th may and has now recovered.he is currently under self-isolation and was tested negative yesterday, he will be having his second test administered tomorrow",ORGP
covid,"a psns subcontractor tested positive for covid-19. it has been reported today a psns office based subcontractor was admitted to hospital with covid-19 symptoms and after pcr test received positive result. this is an office based subcontractor however employee was on remote work. 25/05/2021 ip was hospitalized and now is under doctor's supervision receiving medical treatment, general health condition is stable. date of the next pcr test to be advised. employee hospitalized and receiving medical treatment.",ORGP
*** Not Classified,"during cutting of concrete slab, a rainwater sewer pipe was damaged vsh started the concrete works as per drawing. the prescribed depth was not matching the drawings. this resulted in cutting the rainwater sewer pipe. the drawings did not indicate the pipe. stopped the work. informed em console to install a rubber plug.",ORGP
*** Not Classified,"employee suspected of being under the influence of uncontrolled substance   at approximately 5:45pm during a walk of the site parking lot the project manager noticed employee appearing to be sleeping in his vehicle. pm checked on employee and when the employee woke up he stepped out of vehicle dropping an unknown substance onto the ground. the employee demonstrated signs of  influence of uncontrolled substance.  local law enforcement was contacted and responded, removing the employee from site",ORGP
covid,employee pcr positive for covid-19 employee tested positive for covid-19.  ip currently recovering at home.  ip was currently working from and have not been in the office. no identified close contact as ip is currently working from home.,ORGP
foot or leg injury,"a wood employee strained his knee while standing up.   on 4-19-2021 at approximately 9:00 am, the ip was tasked with draining water from a line at the pod 18-45-77 location which required him to kneel to complete.  after completing the task, he closed the valve and when he stood up, he felt a strain in his right leg below the knee cap.  actual severity is b1 because the injury required first aid measures.  the potential severity is a b1 because it is unlikely that the injury that resulted from standing up could have required more than first aid measures. the ip reported the injury the hssea advisor.  axiom was contacted.",ORGP
covid,"wood employee tested positive for covid 19, no symptoms. ip tested positive for covid 19. ip went for a test as his flatmate was positive. ip is not exhibiting any symptoms. ip was advised to do self quarantine at home by haad.",ORGP
covid,workers was tested positive for covid-19 (c+) wood engineer visited the doctor due to ill health during the annual leave(21 oct 2021) and was examined by a doctor who confirmed that he had covid positive. his last working day was 20 october 2021. as per the moh guidelines he was isolated at home.  engaged disinfection company to do disinfection on the affected area(wood office level 1 ). covid positive (c+) cases reported to statutory body on 22th oct 2021.(bca),ORGP
"vehicle incident general, slips & trips",wood subcontracted taxi was involved in a road traffic accident. there were no injuries as a result of the incident and minor damage. whilst travelling from the employees home in abu dhabi to the wood office in dubai (arenco tower) a taxi carrying a wood employee was involved in a road traffic accident on sheikh zayed road next to the al shahama petrol station slip road at approximately 07:10. it was a clear sunny day and there were no obstructions. a third party vehicle exited the petrol station slip road to rejoin the main carriage way and the 2 vehicles collided. there were no injuries as a result of the accident and only minor damage to both vehicles. following the incident both vehicles pulled to the side of the report and completed an accident report on the abu dhabi police application. the vehicles then continued their journey onwards to dubai. following the collision the vehicles stopped at the road side to assess the damage and reported the incident via the police mobile app. the employee then reported the incident on arrival at the work location and an investigation was initiated. the subcontracting company suspended the driver ,ORGP
eye injury or irritation,"foreign body in eye when ip was walking towards his daily morining tool box talk as the ip was walking through the ammonia 4 plant (pump alley), where his morning tool box talk was being held, he felt discomfort in his left eye. the ip was wearing his full site ppe at the time (prescription glasses along with over glasses supplied by the amec fw stores). the ip's immediate reaction was to rub his eye, however he still felt discomfort.  the ip reported to the projects hsse advisor.  the hsse advisor could not see or locate any particles in the ip's eye,  the hsse advisor administered eye wash to try  eye wash was administered, this did not ease the discomfort.  the ip was sent to the onsite medical team (falck).  the medical team washed the ip's eye, but could not find any debris within.  the medical team brought the ip back to the safety centre, where it was suggested that he attend north tees hospital for a professional examination.  the medical staff at north tees used a swab and removed a tiny particle of metal from the ip's eye, they ip was also given chloramphericol to administer.  the medical staff advised the ip to attend the eye clinic at james cook hospital.  the ip has been taken by an amec foster wheeler employee to james cook university hospital, where we are currently waiting for an update.",ORGP
lifting or moving loads,"mewp impacted rear end of escort vehicle (van) resulting in damage to tailgate. migrated from legacy cairs incident #31416lngp: at 0910, mewp was being escorted by van back to maintenance via the road. mewp distance between escort vehicle approximately 3m. escort slowed down to warn other traffic of mewp. mewp operator was checking vehicle traffic behind at the same time. mewp operator on realizing too close to escort vehicle went to stop however did not stop in time. knuckle part of the boom contacted the tailgate of the escort vehicle. tailgate of escort vehicle damaged. no injuries sustained. stand down for safety held withbetween all wg site management and wg construction workforceafter the incidentinvestigation underway migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"the employee received a small laceration to the left ring finger from removing a spiral wound gasket.  he was seen at the medical clinic and was released with first aid treatment. migrated from legacy cairs incident #36224on friday, january 5, 2018 at 9:15 am at dow lhc8 oc-6 a mechanical employee was removing a 42"" gasket from a pancake line in a flange. as the employee was removing the gasket from the flange the spiral wound gasket came unwound. another employee picked up the damaged gasket to remove it from the work area when a piece of damaged spiral wound gasket contacted the employee's left ring finger causing a minor laceration. he was wearing the permit required ppe including hard hat, face shield, monogoogles, slicker suit, rubber boots and nitrile gloves. the employee was taken to the clinic for evaluation and was released with first aid treatment. migrated from legacy cairs - see detailed description",ORGP
covid,a wood employee was embarked  on pce1. the ip performed the covid-19 test with a positive result. a wood employee was embarked  on pce1. the ip performed the covid-19 test with a positive result. the ip is asymptomatic the ip is asymptomatic. he received guidance from the nursing technician regarding the necessary care and will be sent home for quarantine period.,ORGP
"general injury, slips & trips","mtc; amcs (cc2210); left shoulder dislocation; ks-2016-0055 worker was in the process of repositioning a chain fall.  while changing their position on the beam, the ip’s foot slipped causing the ip to fall approx. 20 inches. the ip caught himself with his elbows resulting in a separation of the left shoulder. worker was in the process of repositioning a chain fall, while changing their position on the beam, the ip’s foot slipped causing the ip to fall 20 inches. the ip caught himself with his elbows resulting in a separation of the left shoulder.",ORGP
