category,text,dset
"back injury, head or face injury",saw kicked back and struck employee while cutting pipe.  a team member was attempting to cut a previously installed 8” ductile iron pipe with a husqvarna k760 quick cut saw. as the employee was completing the cut the saw blade became bound and the saw kicked back striking the employee in the center facial area.  the employee received 12 stitches and was released back to workthe employee was wearing a face shield and safety glasses.  administered pressure to the wound with first aid kit and took employee directly to the hospital right across the street from the job-site. treated and released with return to work with fracture to nose and 12 stitches. client and management notifications were completed.incident investigation team was assignedhsse safety alert generated,ORGP
*** Not Classified,pain in stomach post lifting a water pump the previous day. a trades assistant reported on the 14/10 at 11:30am that he was experiencing pain in his stomach. he noted he lifted a water pump onto the back of the work utility the previous day at approximately 2:00pm. employee was taken to local medical provider for precautionary review after the incident was reported to his supervisor. ,ORGP
*** Not Classified,"employee was lifting an oxygen cylinder into the bed of their truck.  as the employee was lifting the bottle into the bed of their truck, they felt discomfort in their back.  work was stopped and the employee contacted the safety department. migrated from legacy cairs incident #30903the emoplyee was loading up the oxygen and acetylene bottlesin the back of their pickup truckthe employee leaned the full oxygen bottle against thetailgate of their truck and attempted to lift it up and slide it into the bed ofhis truckthe employee stated to use proper lifting techniques (liftingwith their legs)as the employee lifted the bottle, when it was near the top, they felt a pain shooting across their backthe employee got the bottle to level in the bed of the truckand pushed it in to ensure it did not fall offnotes:full oxygen bottles have an estimated weight of 139poundsit is estimated that the employee lifted 90 pounds of theoxygen bottlethe employee called the safety department to report the incidentthe employee called axiom to report the incident and getadvice for first aidthe employee was advised to ice his back (no heat) and to notlift anything else until further noticeaxiom will follow up with the employee on 7-22-16 between 8:00am and 10:00 am migrated from legacy cairs - see detailed description",ORGP
"slips & trips, foot or leg injury",ip slipped on the top floor of sovereign house resulting in a twisted ankle while walking round a corner on the top floor of sovereign house the ip slipped and fell to the floor. on getting up nothing appeared injured but as the day progressed the ip's ankle became more painful to the point that they could not put any weight on it. ip thought they were ok so did not immediately report the incident but as the day progressed they sought the help of a first aider who supported there ankle with strapping and a cold compress. the ip reported later that they could not put any weight on the injured ankle so they were taken to a&e for further assessment.,ORGP
"hand or arm injury, bites (animals or insects)","ip stung by a wasp at the glass cleaning station whilst commencing the wiping process the ip was at a safety glass cleaning station at campaign village. the ip sprayed glasses and pulled out a tissue of glass cleaning station to commence the wiping process. while wiping, the ip felt a stinging sensation on his finger and discovered that they have been stung by a wasp.  no swelling was observed and ip did not receive medical attention as it was not needed.",ORGP
covid,an employee tested positive for covid-19. an employee tested positive for covid-19 whilst working from home. employee self-isolated at home.,ORGP
covid,employee tested  for covid 19 and result is positive employee was tested with covid'19 positive and is under home isolation as per medical advice. employee was tested with covid'19 positive and under home isolation as per medical advice.,ORGP
vehicle incident general,"non preventable, company vehicle, minor damage, no injuries. while on project site, a residential area where we had an access agreement in place, employee was parked in driveway and was accessing project tools in the bed of the pick up truck, owner of property backed into pickup truck.  local police were called and insurance information exchanged.  all reporting mechanisms were started. ",ORGP
covid,the wood employee was under monitoring at home and was tested as positive for covid. he is asymptomatic. the wood employee was under monitoring at home and was tested as positive for covid. he is asymptomatic. isolation and medical recommendation,ORGP
covid,"3rd party contractor tested positive for covid-19 a third party contractor on site to distribute new laptops tested positive for covid-19 via an lft. the individual had completed an lft prior to arriving at site which was believed to be negative; however, a subsequent review of the lft a number of hours later showed a faint positive result. a second lft was completed which returned an obvious positive result. the contractor left site immediately and a deep clean of the areas visited was completed. seven close contacts have been identified and it has been requested that they complete lfts for the next 7 days prior to attending site.  a deep clean of the areas visited by the individuals was completed. seven close contacts have been identified and it has been requested that they complete lfts for the next 7 days prior to attending site. ",ORGP
hand or arm injury,ee was installing grating clips and came into contact with exposed wiring ee was installing grating clips overhead when left forearm made contact with some exposed wiring from a light post that had been recently  removed by plant maintenance.  wires were placed back into housing after properly being protected. maintenance re-surveyed recently maintenance areas to ensure that no other areas were left with wiring exposed.,ORGP
covid,ip tested positive for covid at home on lft ip has tested positive on an lfd at home this morning and is now isolating at home. he was in the office on monday and tuesday of this week. notified res and siwh hsse team.  area cleaned down and close contacts identified and contacted.,ORGP
hand or arm injury,"supervisor felt itch to right arm and noticed slight reddenning. it is not known what caused the reddenning anf the supervisor used the neut supervisor felt itch on right arm, between glove cuff and coverall sleeve area. he noticed slight reddening of the arm and applied diphoterine which is used to neutralise chemical splashes to the skin. the supervisor was not in the vicinity of a designated acid ppe zone at the time. he applied the neutraliser at approx. 17:00 and reported to the hsse cabin at approx. 17:50, there was slight reddening and the operative was advised to attend the local site medical centre located at the site fire station. he was assessed by the falck fire services team and no treatment was given. it is recognised through past incidents that acid burns will display a yellowing of the arm, no such discolouration was evident. the falck patient report form states chemical involved not known. the supervisor was released by falck with no restrictions and no treatment applied.the supervisor has stated that the reddening was gone shortly after leaving site, approx. 18:15. although the supervisor applied the chemical neutraliser it cannot be ascertained what caused the reddening.   supervisor applied neutraliser, he later reported to wood hsse advisor and was advised to attend site local medical facility  ",ORGP
"hand or arm injury, head or face injury","a urban concrete worker smashed his finger with a sledge hammer a urban concrete worker was using a sledge hammer to drive in a wood stake into the ground to barricade an excavated area.  the worker's left hand was placed on the wooden handle,  just below the head of the hammer as he went to hit the wooden stake.  the face of the head of the hammer missed the wooden stake resulting in the ips left index finger to be pinched between the head of the wooden stake and the handle of the sledge hammer. this resulted in a laceration to the left index finger, to the front and back of the finger with a contusion after smashing it against the sledge hammer handle.  first aid treatment was provided.   incident was reported to management.   individual was sent to occucare for medical evaluation.  scene was frozen and incident investigation protocols were initiated.",ORGP
"slips & trips, foot or leg injury","employee did not see the uneven soil surface they stepped in with their left foot.   the employee was spotting for the skid steer operators as they were staging panels in mechanical block 31. at about 12:30pm the spotter took a few steps backwards as they were guiding the skid steer through the array. in do so, the employee did not see the uneven soil surface they stepped in with their left foot. employee was evaluated by the onsite medic. onsite medic ice the ankle then placed bio-freeze and ace wrap. employee was then released to work.",ORGP
"slips & trips, foot or leg injury","ip tripped whilst serving a customer and fell over, causing bruising to her leg ip was changing direction after picking something up to serve a customer, tripped over team member, caught her back/leg on the bread stand, lost balance and fell over. ip went home a short while after. ip's manager advised her not to come into work the next day (friday) and to take the day off. consult with oh nurse arranged for monday to confirm fitness for work friday",ORGP
dropped object or material,"when the employee removed a stud from the wall (per the job scope) the top plate buckled causing the heater box to shift.  the weight of the box caused the screws to pull free and the box fell to the floor.  there were no injuries. migrated from legacy cairs incident #31797on tuesday, november 22, 2016 at 2:30 pm at the coker building at phillips in sweeny an infinity construction employee removed a stud from the wall (per the job scope) and the top plate buckled causing the heater box to shift. the weight of the box caused the screws to pull free and the box fell to the floor. there were no injuries. migrated from legacy cairs - see detailed description",ORGP
