category,text,dset
covid,a wood employee tested positive for covid-19  a wood employee began to show signs and symptoms of cov19 on 12/31/2021.  the wood employee was experiencing symptoms and scheduled a covid 19 test which was a positive result.  contact tracing has been completed. employee has self quarantined and has notified management.  wood on site management has conducted contact tracing and notification to client,ORGP
*** Not Classified,"gpa activated due to repeating fault on sd:143 smoke detector in bop void. migrated from legacy cairs incident #35805on the 21st of october at approx. 12:03 the gpa was activated due to a repeating fault on sd:142 smoke detector in the bop void. no personnel were working on the bravo at the time of the alarm. all personnel advised to not cross the bridge until the alarm was investigated. at 12:10 the pic, an electrical and an instrument tech crossed over to bravo to investigate. on arrival at the control room it was noticed that the smoke detector was in alarm in the bop void area. the area was checked and was all clear.ensco 80 oim was then informed and the bridge walkway was reopened. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"employee was contacted on the left side of the nose from a small piece of coke from the structure. a wood employee was cleaning on the ground level of the coke structure when a small piece of coke fell from above contacting him on the left side of his nose causing a minor scrape. no one was in the structure, vibration from the equipment dislodged a marble size piece of coke. height of small piece of coke could not be determined, the small piece broke apart after contact, weight could not be determined either.  employee reported to his supervisor, the supervisor reported to operations, company safety contact, and client safety. the employee was taken to on site medical for evaluation and released back to work.",ORGP
vehicle incident general,"mva, non preventable, company vehicle, major damage, no injuries while traveling to a meeting in savannah, ga a deer ran in front of truck #1935, causing front end damage and deploying both driver's air bag and passenger curtain air bag reporting procedures followed.",ORGP
*** Not Classified,"possible pulled back muscle from lifting/movomng library content see description in original incident report within 'supporting information'. none, apart from reporting after discomfort/pain became manifest over the weekend of 14th/15th march",ORGP
covid,employee working at home diagnosed with covid-19 employee working at home was not feeling well and went for testing. his result was confirmed as positive covid-19. his condition is stable and was advised to put himself in self isolation. follow up with employee to ensure his condition was stable and did not require any assistance. he did not require any additional general or medical assistance. he was advised to self isolate.,ORGP
head or face injury,"ip suffered a minor graze to head the task was to complete routine f&g testing. the ip was kneeling to test a low level gas detector, and on completion he was rising to a standing position when his head came in contact with an open cabinet drawer used to house a keyboard. this resulted in a minor graze to the head. the location was the bih (britannia instrument house) across at sage terminal extension (ste). conversation held with ip to discuss spatial awareness and hazard recognition. awaiting further information regards to ppe requirements or otherwise. ",ORGP
vehicle incident general,"wood group employee was driving on a muddy service road when his truck slid over contacting a gate and post causing damage to the truck and a metal gate.  no injuries. migrated from legacy cairs incident #30287the wood group employee was driving from the coal gulch compressor site to the bear draw compressor site. he was driving 15-20mphwith his truck engaged in 4-wheel drive, because the roads were slick with mud. as he was approaching a cattle guard, he applied the brakes to slow down andthe truck slid toward the right side of the road, coming to a stop, contacting the right corner of the front bumper on an openedmetal gate. as the employee was attempting to back away from the gate, the back of the truck slid over contacting a post causing damage to the right rear panel between the cab and rear tire. the front bumper, right rear paneland themetal gate weredamaged. migrated from legacy cairs - see detailed description",ORGP
vehicle incident general,"the ip was washing the helideck and closed the hose nozzle and shortly after while helping a co-worker was impacted by the nozzle the ip was washing the helideck as part of the painting services wood personnel are doing offshore. ip  was not working alone and was wearing all the required ppe. ip was helping co-worker and closed the water hose nozzle without turning off the pressure, putting the hose aside. ip was working when the hose nozzle detached from the hose and impacted on his left ankle, causing a luxation the ip was attended at the fpso hospital, but the offshore doctor decided to send him onshore in a medevac because of fracture suspicious. the ip was sent to rio de janeiro (barra d'or hospital) and was checked by the doctors. the result was not a fracture, but a luxation. considering it was late at night yesterday when he received this diagnostic, wood team decided to keep him onshore in a hotel and he was sent to macaé in a car with driver today. he went to wood labor doctor, who confirmed the injury would not allow him to perform restricted work case. so, this was classified as a lost time injury and the ip will need a 7 day recovery period.",ORGP
covid,"wood employee has been tested positive to covid-19 the employee underwent the covid-19 swab on 28/04. the result of the swab arrived the next day (29 april) and was positive.the wood employee was hospitalised on 3 may 2021. no more action required, the covid-19 protocol has been respected.",ORGP
*** Not Classified,"flange disturbed and not returned to service - identified during service test. during the installation of a 2” spool, it was observed that previously installed 1” instrument air pipework would foul the installation.  the amec foster wheeler work party proceeded to disturb flange 5281 on the 1” instrument air system.  the work party failed to reinstate the disturbed flange or provide any information in the shift handover.the disturbed flange was identified during a service test of the new system in the days following the event.no injuries or loss of material occurred as a result of disturbing the flange.no injuries or equipment damage occurred prior to identifying the disturbed flange during the service test. statements taken from personnel involved to establish facts to issue an investigation terms of reference.  ",ORGP
covid,individual tested positive for covid during offshore test individual tested positive as part of planned covid tests offshore. individual was placed in isolation and down manned on 21st april.,ORGP
general illness or health issue,"individual diagnosed with a hernia. individual arrived at site and informed that he had visited a local doctor who had diagnosed a hernia in the groin area. the individual presented a written diagnosis and was requested to visit his doctor to obtain a fitness for work confirmation. the individual advised he was not in any pain and advised he had first become aware of a lump in the groin area whilst riding his motorcycle. for the remainder of the day, the individual was not engaged in any strenuous activities. the individual arrived at the site office on 23rd december and verbally advised that he had visited another doctor the previous evening who had confirmed the diagnosis.  individual requested to revisit his treating doctor to obtain fitness for work confirmationindividual engaged in non strenuous activities for the rest of the day.suitable duties plan developed with individual and his immediate supervisor. the plan is reviewed by individual, supervisor and hsse on a regular basis and amended if necessary.",ORGP
hand or arm injury,"the ip was disassembling a metal guard, when he choose to hammer some bolts while holding, it broke loose, fell and crushed his finger the ip was working with a welder removing two guardrails which were fixed by screws. to loosen it, they cut the screw but it did not loosen, so the ip held the guardrail with one hand and hit it with the hammer, using the other hand. that part of the guardrail which was hit by the hammer came loose, fell and dropped down, crushing his finger and causing a laceration. the metal object weighs approximately 50kg and fell down from approx. 20cm. (energy calculated - minor). the potential has been based on the possibility of a fracture on his finger. the supervisor took ip to the infirmary and monitored all the care with the doctor from fpso fluminense. after verifying that the best possible service was provided (doctor decided to apply stitches) and that the employee was in good condition, he went to the office and made contact with the project coordinator to report what happened. the project coordinator took some time to clarify details and to double check with the employee and his supervision to ensure facts and conditions were clear and just then, informed qhse manager (around 15h).",ORGP
covid,one wood employee tested positive for covid 19. one wood employee tested positive for covid 19 after developing mild symptoms on 2/24/22. ee will home quarantine and monitor the condition. contact tracing is complete.  ee instructed to remain home and quarantine. ,ORGP
"covid, general illness or health issue","ip tested positive for covid-19 - symptomatic. ip is fully vaccinated ip reported to cocr medical point with the sore throat and body pain. after that he subjected for pcr testing. today, the results came positive  for covid-19. all identified 3 close contacts are fully vaccinated. ip will be isolated. woodkss senior management has been notified.",ORGP
lifting or moving loads,"cable pull wire reel trailer pulled into trench pulling dc wire with buggie. while un-reeling black dc wire from trailer, wire hung up with reel jacks and knocked off red dc cable reel from jacks which cause the red reel to roll off trailer and into adjacent trench with trailer. equipment removed w/o damage. operations stopped and reported. equipment removed from trench with cables. ",ORGP
"lifting or moving loads, vehicle incident general","employee entering contractor parking lot around 5 mph almost striking 2 employees   driver of vehicle entered into parking lot at around 5 mph and upon entering the parking there were two other employees who were walking across the parking lot to the turnstiles to enter to site. the driver of the vehicle almost struck the two employees who yelled at the driver of the vehicle, who then stopped and exchanged words with the pedestrians. the driver of the vehicle then proceeded to drive around the parking lot at a high rate of speed to in front of the turnstiles and continued to exchange heated words with the pedestrians. the incident was observed by several witnesses and reported to site supervision employees were counseled on slowing down on entering site parking lot and to avoiding confrontations. incident will be covered in next daily safety meeting ",ORGP
eye injury or irritation,"sudden wind carried particles of sulfur dust from the storage shed across the work front and the group a group of workers were carrying out manual excavation close to the sulfur storage area. as a weather front came in a strong and sudden wind carried particles of sulfur dust from the storage shed across the work front and the group, consisting of six workers and one supervisor, experienced eye irritation. a exxonmobil employee attached to crisp project was in the area and also experienced eye irritation. all involved were taken to site medical clinic, were examined and had their eyes irrigated.  all were release from medical and assessed in the morning. all were found ok and resumed their work. stopped work;initiated care management",ORGP
foot or leg injury,ip struck shin on pulling post ip was heading to the hvac plant room on the cellar deck to inspect a fire detection vesda unit. as the ip came of the northwest staircase his trailing leg (right) caught the top edge of a yellow pulling post which is located next to the walkway. ip secured scaff pad back on top edge of post and reported to the floatel medic.,ORGP
hand or arm injury,fac - finger injury whilst moving bunkering hose member or work party injured finger whilst moving bunkering hose into position on landing area. hose uncoiled with stored energy and injured finger against nearby container. work party treated as fac by medic.hose moved to location and left with no stored energy in coils.,ORGP
covid,employee has been tested covid-19 positive employee has been tested covid-19 positive the employee has been working from home since march 2020. employee had symptoms of covid-19 and went for testing. the employee was found to be positive. employee has been tested covid-19 positive the employee has been working from home since march 2020. employee had symptoms of covid-19 and went for testing. the employee was found to be positive. the employee has been on home quarantine as per medical advise.,ORGP
covid,employee pcr positive for covid 19 employee was pcr tested for covid-19 on aug 20th and returned a positive result. he is isolated at home. he has been on annual leave and thinks he caught it at a wedding he went to? employee told to isolate accordingly.,ORGP
