category,text,dset
hand or arm injury,"security guard whilst operating security barrier trapped their finger and sustained small cut & bruising to finger. at approximately 12.30 on thursday 23rd june 2016 security guard employed by amec foster wheeler security contractor top class security went to open the security gate/bar at moray yard compound to allow vehicle to enter.when the guard pushed down on the counterweight they for some unknown reason put their finger in the hole where the bolts goes in once the gate/ bar is upright.as the counterweight came downwards the guards finger became trapped between the counterweight and the main body of the pillar. the guard managed to remove finger before it became fully trapped.the left index finger sustained two small cuts to finger. guard cleaned finger and apply elastoplast dressings to the 2 small cuts, next day there was minor bruising the finger and the guard reported the incident to dominic canning (afw construction manager).in turn reported to micky arkley (afw hsse advisor), guard was spoken to and micky arkley visually checked the finger, small bruising and cuts were clean. guard informed to change elastoplast's and keep clean.all guards have been informed not to put fingers near the bolt hole and warning sign erected.",ORGP
back injury,"ip received a small abrasion to his lower back as he stood up within a scaffold. ip was performing concrete patching work from a scaffold. as ip stood-up from a kneeling position, his lower back came into contact with a nearby scaffold rosette resulting in a minor abrasion. ip stopped work and reported the event to supervisor and hse team.employee was escorted to the site paramedic for assessment. the area was cleaned and bandage applied.client notified of the event.",ORGP
covid,subcontract employee tested positive for covid-19. zadok (tier 2 subcontractor) employee tested positive for covid19 on saturday 7/26/2020.  nine co-workers have been quarantined for close contact. employee and all close contacts triaged by occucare clinic and quarantined away from project per project protocol.,ORGP
"lifting or moving loads, vehicle incident general","ee backed into parked vehicle while driving rental car ee was backing out of parking space and did not see vehicle parked behind.  ee backed into parked vehicle, causing minor damage to front grille/bumper of parked vehicle verified no injuries and took pictures/exchanged information",ORGP
hand or arm injury,wire wheel abrasion on arm employee was using a wire wheel on a 4 inch grinder to clean up an area for a future weld. the grinder kicked back and grazed the employee’s right bicep. the employee was wearing the proper ppe and the grinder did have the proper guard and handle attached.  employee was brought to wood safety where permission was given for the employee to evaluated and basic first aid given. the employee admitted to not being in the best body position and it was reiterated how important proper body position is. the employee will be checked in on again at the end of the day to make sure the abrasion has not gotten any worse.,ORGP
line strike,"unmarked line discovery.  no injuries or equipment damage of any kind were incurred. migrated from legacy cairs incident #36528on 02/27/18 we were notified by project supervisor, that equipment operator (eo) and swamper discovered a private farmer’s unmarked underground conduit connecting to a land owner’s irrigation “center pivot” sprinkler. eo and swamper were tasked to excavate a bellhole and expose a 20” gas line and 8” oil line for hot tapping; both lines were parallel to each other in an east/west direction. eo completed exposing both lines, digging a walk-out ramp on the west side of the bellhole, then proceeded to dig the walk-out on the east side of the bellhole. as he was completing the ramp on the east side he discovered the un-marked, privately owned conduit heading north to south at approximately 6-8” in depth. operations were shutdown immediately and the crew made the proper notifications. no injuries or equipment damage of any kind were incurred.one-calls are up-to-date (a804501234) and the row was pre-swept by our line locator on 02/07/18. it is important to note here that the state run 811 one-call program only locates utilities that are state owned or owned by a corporation; 811 will not locate privately owned lines, such is the case here. the only way to locate privately owned lines is to pre-sweep the area with your own locator, such as we did here. after having conversations with our locator, regarding the pre-sweep, he stated that the power lines were likely not picked up due the fact that there was interference from the 20” poly water line, 20” gas, and an 8” oil line all within a 15’ area of our dig site. migrated from legacy cairs - see detailed description",ORGP
"alcohol or drugs, lifting or moving loads, hand or arm injury, foot or leg injury","latent report suggesting ip jumped from a pe coil trailer causing light bruising to ankle  team member had stated that he was attempting to free a 180mm cap that had become lodged against the rear gate of a coil trailer with a shovel. as the cap end became free, the ip jumped backwards and landed upright on both feet and struck the back of his right hand against the trailer cross bar. the ip sustained minor bruising to both ankles and right hand. the ip failed to report the incident but had only came to light when he bumped into his operations controller whilst out within the town area 4 days after the event. no immediate action was taken. ip in work the following day (friday) but had only mentioned it to the operations controller whilst under the influence of alcohol on the sunday whilst out and about in local town. ip decided to go to a&e the following monday (29th) to assess his ankle swelling where he was diagnosed as having soft tissue damage to is right ankle (no treatment was provided at a&e). note: this was not reported immediately hence delay in uploading information to oneaim.",ORGP
*** Not Classified,"2 amsc employees tested positive for covid19.  2 amsc employees tested positive for covid19. they are both asymptomatic and is now being monitored by our company oh team. the case was referred to the local government health team for coordination, recording. the ips was sent home for isolation is now monitored by wood oh team. ",ORGP
hand or arm injury,"ee felt pain in the palm of right hand while using a 3 pound mallet employee was placing post caps on posts. this requires the use of a 3 pound mallet to tap the cap on, over the top of the post. the employee experienced pain in the palm of the right hand, just under the thumb  cold therapy and anti-inflammatory.",ORGP
covid,ip tested +ve for covid ip tested +ve for covid ip isolated. no ccs,ORGP
