category,text,dset
covid,"wood team member tested positive for covid-19 while working from home a wood team member experienced mild signs and symptoms associated with covid 19 and was seen and tested by a primary health care provider. the employee received a positive test result.  team member, reported to hssesome recommendations were sent to the employee by hsse",ORGP
foot or leg injury,"wood employee was stepping off a dump separator skid when he sprained his ankle. axiom was contacted and employee was taken to a medical facility for further evaluation. ie was diagnosed with a mid-grade sprain and first aid measures taken. migrated from legacy cairs incident #40179on november 29, 2018 at approximately 12:13 am on lease j bowen a6 (close to yorktown, texas), wood employee wasstepping off a dump separator skid when he sprained his ankle. axiom was contacted and employee was taken to a medical facility for further evaluation. iedid not suffer any fractures and was diagnosed with a mid-grade sprain. x-rays were conducted on the ie's ankle as well as a post incident drug/alcohol screening. medical professionalreleased ie back to work with no restrictions.first aid measures taken; which included over the counter medicine, ice and ace bandage. medical professional encouraged ie to begin using his foot and placing weight on it as soon as possible. area and account manager are overseeing the ie to make sure he is following allmedical advice. migrated from legacy cairs - see detailed description",ORGP
"fall from or working at height issue, slips & trips","while exiting a crane, the operator lost contact with the ladder system and fell approximately five feet to grade.	 a team member (crane operator) was attempting to egress from the cab of a link-belt 130t rtc 80130 telescopic boom crane. the crane operator turned to face the crane and started to descend using the designed ladder system. when the injured person (ip) slipped/lost contact with the ladder system and fell to grade elevation.  the ip fell approximately 5’ landing in a sitting position.  nearby co-workers immediately responded to render aid and initiated the site emergency response protocols. the actual severity rating for the incident is classified as a b3 lost time injury to the ip.  the potential severity rating is a b4 currently due to the potential for serious injury/long term disability.  			 the ip was immediately evaluated, and local emergency responders activated. the ip was transported to via ambulance to the local hospital in wichita, ks. ip was  later admitted to hospital with diagnosed fracture. immediate notifications made. investigation team formed.		",ORGP
hand or arm injury,"finger pinched between the pipe chamfer and the structure that was just below. on 15-02-2016, time 14:55 area 29, an helper was trying to put in position one pipe (8 inch). during this activity the pipe slightly slid and pinched his finger between the pipe chamfer and the structure that was just below him. the worker informed the supervisor on duty in order to go to the tra medical center (total first aid) which suggested to bring the worker to the nearest kaai 142 medical center for further examination, where he received appropriate care for his wounded finger. the following day the worker was back onsite to the normal working activity. the worker immediately informed the supervisor on duty, they went to the medical center in order to receive appropriate care for his wounded finger. ",ORGP
covid,1 employee tested positive for covid 1 wood employee tested positive for covid19 while in quarantine for offshore assignment. personnel currently in quarantine station under ministry of health supervision,ORGP
*** Not Classified,"controlled venting of co2 improper filling required controlled venting of co2 by contractor. venting done at 5:30pm the same day when only two workers were onsight and with the north wind direction into a non-populated area (berkley pit), resulted in a safer operation.  co2 monitoring via personal air monitoring to confirm no risk to staff at the time of venting.  ",ORGP
foot or leg injury,"ponticelli-sices office worker twisted his right ankle  a ponticelli-sices office worker stepped over a small scaffold platform at the contractor village, mistepped and twisted his right ankle.  worker went to contractor clinic for checkup",ORGP
vehicle incident general,"proceeded to turn right across 2 way traffic system when a vehicle impacted my drivers off side door and wing at approx. 07:35 i proceeded along b7006 bathgate road to enter a&j grahams farm. this is the correct access to the ili dig site entrance. when suddenly a vauxhall astra travelling at speed impacted my right side of the  amecfw 4x4 commercial vehicle causing extensive damage to the drivers door, right wing and multiple damage to the third parties vehicle. no injuries where sustained.  vehicles made safe and removed from road side. all parties checked for injuries ( non located ) amecfw driver drugs and alcohol tested with in 2 hours of impact. test proof ( negative ). witness statements taken and await photo evidence. both vehicles recovered by 14:00hrs. police informed but did not attend incident due to no injuries or impact to public. ( reference number is  0566 )",ORGP
covid,"a wood employee was in monitoring pre-embark to ppm1, performed the covid-19 test and the result was positive. a wood employee was in monitoring pre-embark to ppm1, performed the covid-19 test and the result was positive. the ip is asymptomatic. the employee is asymptomatic. the ip received guidance from the nursing technician regarding the necessary care and will be sent home for quarantine period.",ORGP
foot or leg injury,"team member stepped incorrectly while walking resulting in ankle discomfort. team member was walking to their work area in the unit's sub-basement when they stepped incorrectly with their right foot, resulting in ankle discomfort. incident potential rated an b-2 due to the potential of restrictionof work or requiring additional medical treatment for soft tissue injury. injured employee immediately reported to their supervisor and hssea department. soft tissue protocol administered. ie returned to work with (no restrictions) instructions to follow up at the end of shift, followingshift, and if the condition worsens.",ORGP
