category,text,dset
"eye injury or irritation, head or face injury","whilst team of scaffold where dismantling scaffold , a scaffold sleeve dropped striking ip, receiving a minor cut. migrated from legacy cairs incident #39642incident occurred on site at lynemouth power station on 26th august 2018 at 18:30on august 26th 2018 wgis scaffold team were requested by the client to dismantle an existing access scaffold platform on the north side of the unit 1 wind box. 3 man scaffold team went to complete the task with 2 of the scaffolders up on the scaffold and the ip staying below to handle the materials as they were dismantled. during the dismantle as a scaffold tube has been lifted out of the supporting sleeve fitting / the sleeve has come with the scaffold tube and he moved the tube the sleeve has come off the end of the tube falling 4mtrs striking the forehead of the ip above the right eye . this resulted in a cut above the right eyebrow. the ip made his way to welfare facilities and was attended to by site supervisor and lynemouths first aid team before further assessment and treatment at a local hospital where he received 4 stitches. the ip then returned to site to assist with the subsequent investigation and was placed on restricted work duties. migrated from legacy cairs - see detailed description",ORGP
"lifting or moving loads, head or face injury","third party operative breached an exclusion barrier, and got struck by a scaffold component. migrated from legacy cairs incident #35892system scaffold erection was being carried out in tank 8 on boardrfa fort victoria. the works had been controlled by a ptw system.due to the position and the tank configuration, it meant that third party personnel had to transfer through the work area to reach their work site. the control's put in place was to have a marshall at either end of the work area, and when personnel needed to travel through they would instruct the scaffolders to make safe and stop, the exclusion zone would then be lifted so that they could traverse through to their work site. this control had been agreed at plan of the day and was instructed through the permit office. this control had been working well, how ever on this occasion a foreign national welder required access through, he was instructed to wait by the marshall whilst he got the scaffolders to make safe, how ever the operative ignored the instruction and entered the work area, as he did so a 2m ledger that had been stored on the lift,became dislodged and struck the third party in the face, causing a slight laceration to his mouth.investigation is ongoing. migrated from legacy cairs - see detailed description",ORGP
"foot or leg injury, hand or arm injury","person noticed a rash with slight inflammation on his lh wrist/fore arm area when removing his chemical suit after working in the fluoride area. migrated from legacy cairs incident #34342personnoticed a rash with slight inflammation on his lh wrist/fore arm area when removing his chemical suit after working in the fluoride area. calcium gluconate gel was applied as a precaution. person was taken to medical center as a precaution, it was determined no exposure occurred and person was cleared to resume normal duties immediately by the doctor the minor inflammation and rash was from the elastic band in the sleeve of the chemical suitthe doctors explained that at no exposure to fluoride had actually occuredthe individual did not see the need to visit the doctor, we insisted at a site level for the wellbeing of the individual migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,contractor performed a pnuematic pressure test on the drain and potable water lines in the kichen and bathroom in the conrtol room. contractor performed a #5lb pneumatic pressure test on a drain line on the 7th of june.  contractor performed a #100lb pneumatic test on the potable water line on the 8th of june.  the contractor had not been through afw site orientation and was not signed in with afw safety.  the contractor was working under the direction of azco and was not aware of the site policy requiring approval for pneumatic testing.  afw quality was called out to witness the testing when the pneumatic testing means were discovered and afw quality removed all of the employees from the area while the test was being administered and instructed the pressure to be relieved.  the lines were depressurized.  afw quality informed  afw safety of the violation and afw safety began an investigation.  ,ORGP
"lifting or moving loads, vehicle incident general","while stopped, ee vehicle struck by another vehicle from behind ee was on 401 eastbound.  while stopped, ee was hit from behind by another vehicle. ee obtained information from other driver, informed supervisor",ORGP
"lifting or moving loads, vehicle incident general","material trailer truck hit the mobile crane left back mudguard while reversing on 09/03/18 at 0910hrs, yhl supervisor nagarajan instructed banksmans ullah shafa yet and thyagarajan rajasekaran to guide material trailer truck (jqt2355) to me structure area – road h/road 7 driven by gopal krishnan. as the trailer reached me structure area, it requires minor adjustment to park the trailer truck for unloading of materials and nearby where hiap seng mobile crane is also parked. banksman (thiyarajan rajasekaran) from behind guiding the trailer and instructed the truck driver to reverse slowly and he did it too. banksman on signaling the driver to stop revering by blowing the whistle, the trailer truck driver cannot hear it and driver fail to stop in time, which resulted in trailer hitting the mobile crane back mudguard. no worker was injured due to this incident, except minor damages to sub-contractor mobile crane mudguard.    1. stop the moving trailer truck immediately and intervene with banksman and trailer truck operator. 2. identify the immediate cause for this incident along the yhl and hiap seng team. 3. assess the damages and interview the workers, banksman and driver. 4. conduct ptt and address the hazard associated with vehicles movement and associated risk control measures. 5. stand down with yhl team to reinforce the banksman competency and site traffic control measures.    6. detail investigation initiated.     ",ORGP
*** Not Classified,"pbu monitoring point not removed when job had been completed during routine site checks it was found that a 2 point isolation point was still in place around p09 mov cavity drains following the accumulator installation. the icc was 2 labelled points for pbu monitoring using integrity gear for the mov cavities which had been used as part of the accumulator recertification workscope. the ends of the integrity gear were not capped leaving them open to atmosphere and potential for an environmental incident should the valves pass or be opened in error.  on receipt of the information from the technician the osm was immediately contacted, it was agreed that this required to be made safe and the integrity gear for pbu monitoring was removed and full face blanks installed",ORGP
general injury,"contact with static object - ip turned 180 degrees when moving location and struck the peak of his hard hat on a low beam the ip and his colleague were working on the fuel gas compressor psv platform in d3 mezz. due to the location of the pressure gauges at the east side of the access platform the ip adopted a crouched position. when he had completed the task he stood up and turned 180 degrees to move location.   as he did so he struck the peak of his hard hat on a low beam (estimated 5ft 6 inches in height). approximately 5 minutes later when vacating the work area the ip again struck the same beam (opposite side), his hard impacting the beam with some force , which the ip states resulted in him experiencing acute discomfort to his neck.  the pain subsided and he continued working until the end of his shift but as the night progressed he was aware of increasing discomfort and stiffness in his neck and following the end of shift 06:30 visited the medic for assessment and review. note the beam in question is fitted with protective padding. ip visited centrica offshore medic for assessment and review he was administered non-prescription painkillers on advice from topside.the ip was reminded of the fact there is 24 hour health provision on the platform, and the medic can be contacted via the control room out of hours in the event of any accidents or ill-health.",ORGP
near miss,"radar measurement equipment left operational. essar had left radar equipment on whilst some of our personnel were completing a package of work inside the tank. the radar equipment is used for measuring product levels within the tank and emits an electro magnetic field (emf) which is classed as a non-ionising radiation. the radar is located on a stilling well, some 23m above grade and the tank roof is on its legs and acts as a secondary shield to our personnel working inside. essar have began an investigation into the near miss. the manufacturer of the equipment have been contacted today and they are assisting essar with the investigation. early conversations with the manufacturer look to confirm personnel working underneath the floating roof have not come into contact with any emf waves due to the shielding from the stilling well and the roof itself. if our personnel had come into contact with the emf high frequency waves they could potentially have thermal burns to the surface of exposed skin. nothing has been reported by our personnel to this effect.",ORGP
*** Not Classified,"wgpacs employee was driving down hwy 83 when the front right tire blew out. there were no injuries. migrated from legacy cairs incident #30832wgpacs employee was driving speed limit down hwy 83 near carrizo springs, tx when the front right tire blew out. there were no injuries but the vehicle sustained damage to the front passenger side panel. migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"right  pinky finger pinched between two metal surfaces a team of workers were cleaning out a area.  two of the workers picked up a piece of pipe to transfer it to a scrap bin.  the process was picking up the pipe, lifting it over the edge of the bin and releasing it.  it appears at this point that the ""release"" part of the task was not well coordinated resultin g in one of the worker getting a pinky finger between the pipe and the top edge of the scrap bin. the incident produced and first-aid level injury and is rated at an actual of b1.  based on the present understanding of circumstances, the potential outcome would not likely have produced and injury greater than a b2. the piece of pipe had roled in to the bin so it no longer presented a hazard.  the coworker immediately assisted the injured worker, contacted their supervisor and then contacted hssea.  the injury was evaluated and the worker offered a cold compress and ibuprofin.  the hssea crew then started collecting information for the investigation. ",ORGP
"theft, vehicle incident general",theft of company truck a company truck was stolen from employee's residence and reported to police on friday morning.  the police located the vehicle later that same day.  the perpetrators ditched the vehicle and ran from the police.  the company logos on the vehicle were painted over and other minor damage was sustained. police were notified.  vehicle was checked out by a mechanic prior to returning it to work use.,ORGP
"foot or leg injury, hand or arm injury",employee fell when the trench grating he stepped failed.  employee was coming down the stairs as he reached the floor he turned to his left and stepped on the trench grating which gave way causing the employee to fall.  employee and his supervisor reported incident to amecfw safety manager. he was ask if he would like to go to the hospital to get checked out . employee then said he thought he was ok and only had a small bruise on his left hand and ankle.,ORGP
covid,a 2nd wood worker received a positive test result for covid-19 while on pre-embarking preparation to fpso peregrino. the ip is asymptomatic. a 2nd wood worker received a positive test result for covid-19 while on pre-embarking preparation to fpso peregrino. the ip is asymptomatic. the worker was kept in the hotel and will be sent home for a quarantine period.,ORGP
covid,employee tested  for covid 19 and result is positive employee was tested positive with covid-19: employee had symptoms of covid-19. test results showed positive. employee is on self-isolation at home as per medical practitioner’s advice.  employee is on self-isolation at home as per medical practitioner’s advice. ,ORGP
hand or arm injury,zip hot water boiler maintainer failed to follow coorect isolation procedures during lunchtime in the 601 breakout area the zip boiler technician visited to repair the left hand boiler.  there was an intervention as the technician was considered to be working unsafely and the work was stopped. the unsafe acts were. 1. removal of boiler outer cover with the power still on.  when questioned zip technician stated that they did not always isolate equipment when working on it. ?using a two step step ladder that was not tall enough to access the top of the boiler. which required the technician to kneel with one leg on the worktop whilst only having one foot on the ladder and emptying the boiler of its contents (potentially boiling water) into a plastic bucket in the sink whilst wood employees were in room. dropping the boiler control panel which disconnected its electrical cable (probably a low voltage cable connected via a plug and socket) adjacent to the bucket of water. at the beginning of the work the zip technician was being accompanied by a facility team member  boiler isolated and defused - work stopped.  heart 202004721 raised.  ec&i advice sought on shock risk and deemed to be low as electrical work not being carried out and live conductors are protected within commectors.,ORGP
"general injury, hand or arm injury","chest muscle strain while pulling a hand auger out of the ground, employee felt pain in the chest.  employee sustained a rib / chest wall strain. employee initially consulted workcare and they coordinated a clinic visit.  clinic visit resulted in a release with over-the-counter pain relief and temporary lifting restrictions.  restrictions did not interfere with employee's normal duties.  therefore, this remains a first-aid only incident.",ORGP
"foot or leg injury, slips & trips",ip has injured his ankle due to slip on same level. ip had descended access ladder onto lower scaffold platform within a-leg of co 7 jacket. as the ip stepped away from the bottom of the ladder he has went over on his ankle as it slipped from overlapping boards. more information to follow investigation.  ip left the work location with supervisor to report the incident. ,ORGP
"foot or leg injury, fire, slips & trips","employee turned to free water hose and tripped on concrete pedestal. employee fell to the deck (from standing position), landing on her knee/elbow. employee was taken to onsite clinic and released back to work with first aid treatment. migrated from legacy cairs incident #39933a wood employee was fire watching on the second level of the celanese vam unit. the water hose she had strung out for her duties got hung up on something as she worked to position it. when she turned to free the water hose, she caught her left toe on a small concrete pedestal and tripped. she fell to the deck from a standing position and landed on her left knee and right elbow. the incident was reported and the employee was taken to the celanese onsite infirmary for evaluation. the employee was provided first aid treatment and was released back to work. migrated from legacy cairs - see detailed description",ORGP
covid,"two (2) wood had tested positive for covid-19 both of them, felt mild symptoms of covid-19 after which they self administered a test on themselves which resulted in a positive result.  personnel will self isolate at home and ministry of health will guide further. disinfection will be carried out to the affected area. covid-19 case reported to statutory board.",ORGP
*** Not Classified,"whilst releasing pressure after hydro test, residual water splashed face. water added to small bore pipe work for hydro test. upon completion pressure released, splashing face of one operative. as residual water was discoloured & system duty was acid, activated eyewash station to irrigate. face. operative activated eyewash station to irrigate face & summon on site emergency services. taken to site medical room for further irrigation & standard use of neutralising agent before returning to work.",ORGP
"hand or arm injury, slips & trips","ip was opening a sliding door and jammed his hand between the door handle and wall. migrated from legacy cairs incident #30957summaryip works as a maintenance rigger on bp magnus and has for several years. the position is embedded to bp and removed from any wg project work that may take place on the platform. at the time of incident though, there were a few contract 'labour supply' persons on board, but no direct wg offshore supervision. all personnel on the bp upstream contract offshoreare currently under consultation.at the date and time stated, ip along with one other, weretransporting a 2t valve on a pallet truck on bp magnus.the item being moved was large and awkward. on arriving at the module 6 south door (which slides right to left from the external side),the teamstoppedto open it and manoeuvre the pallet to fit the door entrance.prior to opening, persons are required to contact the control room to request access, given it enters into the tr. the dooris alarge blast door which takes considerable effort from one person to open. it slides into the blast wall nearby from the internal side, and noticeably, has nomeans of door stop, instead stopping when the handle clashes with the wall frame. this being obvious by the lack of paint on the frame.at this juncture, the party were joined by a third person (sparrows rigger). this person offered assistance with the task being carried out and was subsequently taken through the permit, tbt, drr processand signed having been made aware of the task and associated hazards/risks.asip attempted toslide the door open himself, he got to the half way point before reaching his right hand inside thus straddling the door in order to grab the internal handle. at this point, ip wasassisted by the mentionedthird party. with added excursion of 2 people, this meant the door slid open with more ease and quicker. it therefore resultedin ip's right thumb striking the internal wall frame when trapped between that and the handle (see site pictures to appreciate door set up).on feeling pain to his hand, ip immediately visited the medic where he was assessed and it was noted that his right hand had swollen. he received adressing and paracetamol as treatment and was stood down for the remainder of his shift. .on realising the swelling hadn't gone down, ip was medevac'd on the next available flight on monday 1st august. he was met by the contract team and conveyed to a&amp;e where it was conformed that his thumb was fractured.he had a cast put on his thumb and due to the type of fracture was advised the injury would be reviewed in 6 weeks at ari. ip was conveyed home and his welfare reviewed periodically. there is no restricted duties suitable for ip on the contract at this time.points highlighted from bp investigationdoor design – ‘door is an original unmodified design with no stop’ reporting behaviour – ‘the entire work party and members of the management team, when questioned about the door handle, were aware of the potential for hand trap injuries with said handle, but this door had not been modified to eliminate the hazard’.human factors – the investigation team highlighted the timing around ip being given his notice period whilst offshore 4 days into his trip. see action associated with conversation between janette fullerton-draper, wg hse manager and suzanne turnbull, bp hse contracts advisor and attached timeline document.findings – 1). toleration of known defect (no stop) through poor reporting behaviour.2). door requires a physical stop to eliminate hazard. 3). door is stiff and requires to be oiled. 4). door signage requires re-stencil (exterior). migrated from legacy cairs - see detailed description",ORGP
covid,employee was tested positive with covid-19. employee was tested positive with covid-19: employee had symptoms of covid-19. test results showed positive. employee is on self-isolation at home as per medical practitioner’s advice. the individual is working from home since 24th march 2020 and has not visited the chennai home office since then. employee was on self-isolation at home as per medical practitioner’s advice. from 1st may 2021 onwards employee recovered from covid symptoms.,ORGP
"mechanical or equipment issue, line strike","line strike to traffic signal cable occurred at 3am on site. cable was not identified on 811 locates and was in wrong position according to drawings provide by prime contractor, skanska. migrated from legacy cairs incident #38439operator was using hoe ram in rock and while moving debris with tip of ram made contact and damaged an unmarked cable powering stop light to 5th and broadway. drawing provided by prime contractor, skanska indicated cable was located in different location. tn 811 did not pick during on site locate. migrated from legacy cairs - see detailed description",ORGP
dropped object or material,"ip was stung by a scorpion on his right middle finger.  on may 6, 2019 at a site near vanderbilt, tx an ee was in the process of loading up a pipe on a trailer when he put his finger at the end of the pipe and felt a burning sensation on the tip of his right middle finger. he immediately dropped the pipe to the ground and noticed a scorpion crawl out of the tube. axiom was contacted and advised ip to apply first aid measures to the injured area.   ip contacted axiom and notified management as soon as the incident occurred. ",ORGP
head or face injury,"the employee had an epileptic attack which resulted face injury (bruise, abrasion).  the employee had an epileptic attack. he lay down on the floor before the attack came. surface in this particular place is covered by the lattice which resulted face injury (bruise, abrasion). an ambulance was called which took the ip on er in local hospital for medical evaluation. only first aid was given. about 2 hours later ip was released and has returned to work at the same shift and performed restricted activities. first aid at site.",ORGP
electric shock or issue,"cow infringement during commissioning of vru compressor control of work infringement during dynamic commissioning of the vru compressor. a wcc was issued for dynamic commissioning under sanction to test, including the lube oil system. it was discovered that a gearbox cover has been removed while the lube oil pump was energised, which was not part of the work scope and not mentioned on the permit.      all dynamic commissioning work on the vru compressor stopped. the stt has been removed and equipment re-isolated.",ORGP
mechanical or equipment issue,burnt out cable for dvd drive within the pc used for rig control and monitoring the pc was off and would not turn on. power was on to the rig and pc and all of the cables were plugged in; everything looked ok. on inspection in the workshop a very charred and melted connecter cable that plugs into the power supply socket of the integral dvd drive unit was found.  pc not damaged and risk of fire was minimal a new power cable has been installed which bypasses power to the dvd drive and the pc is now back up and running; heart raised to report incident,ORGP
"lifting or moving loads, line strike","contact was made to 4 inch hdpe potable water line   while back-filling  an existing trench for 24 inch hdpe leachate line, excavator made contact with 4 inch potable water hdpe line causing damage. task was immediately stopped, wood safety was notified and client isolated line, repairs completed 09/13/2019. investigation is ongoing. task was immediately stopped. wood safety dept. was notified. line was isolated and loto initiated to make repair. post-incident screening was completed. investigation is still ongoing.",ORGP
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was clearing jammed plastic cups and lids in a sauce packaging machine. the employee's middle fingertip was amputated.",OSHA
"dropped object or material, foot or leg injury, lifting or moving loads, vehicle incident general","struck by object falling from vehicle or machinery-other than vehicle part on 1/30/2021, at 6:00 am, an employee was operating an overhead crane to move steel plate material in the horizontal position. the crane was equipped with lifting devices including a spreader bar, chains, and plate clamps. the rigging failed and the steel plate fell on the employee's right ankle resulting in lower leg fractures.",OSHA
"hand or arm injury, slips & trips","fall on same level, n.e.c.  a truck driver backed up to a door at a front dock. he alighted from the truck and proceeded to the dock area. he then engaged the dock plate lever, but the transition plate did not flip up. the driver then went into his truck, secured a strap, attached it to the lip of the dock plate and pulled back. he lost balance, slipped and fell back, using his right hand to break his fall. he sustained a fractured right wrist.",OSHA
foot or leg injury,caught in running equipment or machinery during regular operation an employee was standing on the rear left platform of a refuse truck. his right leg was on the truck's tailgate while the sweep blade was operating. the sweep blade then struck and lacerated his upper right leg.,OSHA
foot or leg injury,struck or run over by rolling powered vehicle an employee was standing next to a tractor when it rolled backwards and the right front tire rolled onto the employee's right foot. the employee sustained torn tendons and a fractured right foot.,OSHA
"dropped object or material, foot or leg injury","struck by falling object or equipment, unspecified an employee was helping to set the pick on the anchors. the approximately 15-foot rail fell and hit the employee. the employee sustained an injury to the legs or spine, and a fractured foot. the employee was hospitalized and required surgery.",OSHA
