category,text,dset
"line of fire, vehicle incident general","a driver was reversing his mini bus as close to the shelter made contact with scaffold pole. a driver was positioning his mini bus, pa 7954g, close to the tankage rest shelter near ss t28. there was heavy rain at the time, and he wanted to position his vehicle as close to the shelter as possible so personnel he was picking up would not get wet when entering the mini bus. as he was reversing parallel to the shelter exit the rear of his vehicle made contact with scaffold pole that was part of a structure for the lighting protection system. the scaffold pole is not part of the main shelter structure and the only damage that was noted was a small indentation on the rear bodywork of the mini bus. there were no passengers in the bus at the time and no persons in line of fire as he was maneuvering close to the shelter. the driver was taken to crisp village for interview by em and wood safety managers. after interview it was decided there was no requirement to carry out a&d screening. scaffold supervisor reinspect the scaffold pole and there is no damage; only damage to the end cap.  initiated investigation process",ORGP
covid,individual heard that a member of his bubble had covid-19 symptoms and immediately left the workplace.  a family member had symptoms and subsequently tested positive for covid-19. the employee also had a covid-19 test and tested positive.  individual left the workplace to home to isolate until a test was taken. the individual will now self isolate for 10 days. his indoor workplace was cleaned. ,ORGP
"fall from or working at height issue, slips & trips","during vessel b301-unit 100 cleaning operation while ip descending ladder , ip slipped on wet rung and fell on his side. migrated from legacy cairs incident #31485normal 0 21 false false false fr x-none x-none microsoftinternetexplorer4 incident circumstances :relating to hse representative version during vessel b301-unit 100 cleaning operation while ip descending ladder ,this later fall down on his back from 1.5 m height.ip was evacuated to sonatrach medical center and after was evacuated to skikda hospital for medical exams in presence of hse representative.ip x-ray did not mention fractures or something serious and ip returned onsite.it appears that the cause of the incident was the ladder steps which were slippery and wet with the cleaning water of the cleaning operation.incident investigation ongoing .*****************************************************************************************************************************************detailed discreptions updated:normal 0 21 false false false fr x-none x-none microsoftinternetexplorer4 during investigation we spoke with ip to have more details about incident , we asked him about circumstances and if height was 1.5 m , ip replied that when he came down in the vessel by the ladder arrived at 1 m height (and not 1.5 m) he slipped because ladder steps were wet because of the cleaning task and after slipped he held the ladder and at 80 cm height then letting go the ladder to choosing to fell on his side, thinking this was the safest thing to do. migrated from legacy cairs - see detailed description",ORGP
eye injury or irritation,"ee felt an irritation in his left eye.  while climbing up the interior scaffold of the cyclone, ee's hand brushed a shelf as he was climbing up, causing debris to fall into his face.   ee then felt irritation in his left eye  ee attempted to perform self irrigation of left eye, reported irritation to supervision, supervisor performed eye irrigation, ee returned to work. after lunch, ee's left eye was showing signs of irritation, supervisor sent ee to off site medical clinic for further evaluation.clinic performed evaluation, diagnosis of corneal abrasion without foreign body, antibiotic eye drops were prescribed, and ee was given a full medical release without restrictions.",ORGP
hydraulic fluid or oil leak,moxy travelling from wpa to area 700 suffered a hydraulic failure resulting in a loss of approximately 1l of hydraulic fluid to soil.  moxy travelling from wpa to area 700 suffered a hydraulic failure resulting in a loss of approximately 1l of hydraulic fluid to soil. contaminated soil removed for disposal. mechanics to inspect the machine and repair.  contaminated soil removed for disposal. mechanics to inspect the machine and repair. ,ORGP
mechanical or equipment issue,"while conducting boring operations to install conduit for an electrical line, drill came in contact with a buried electrical line, while conducting boring operations to install conduit for an electrical line the tip of the pilot drill came in contact with a buried electrical line. az811 had been called but the line w ultraas unmarked. the existing buried electrical line was damaged to an as yet unknown extent and power was lost to residents in the area for a period of minutes.  reporting initiated.",ORGP
covid,"wood employee tested positive for covid-19 wood employee tested positive for covid-19, via pcr test. this is understood to be a community transmission.  individual entered self isolation period, as per government requirements",ORGP
covid,employee received positive covid-19 test results employee was tested for covid as part of a medical exam related to other issues.  employee received confirmation of positive test results. contact tracing is underway.,ORGP
*** Not Classified,"gpa activated - flame detection on ap cellar deck migrated from legacy cairs incident #33774gpa activated at 1433 on 02/05/17 – flame indication on ap platform cellar deck.the ftl plus 1 investigated and reported that the cellar deck was clear. he was then assisted by an instrument tech at the ap ccr where they identified uv 4602 (wemco’s) was activated. initial investigation revealed that the under-deck welding party had activated the uv. the following overrides were in place on ssic 000158:-wellhead area 1801 and 1802ppd hut 1001/1002em gen module 0801/0802diesel area 0901/0902general area 0101 and 0102on investigation no direct line of sight path from the welding area to the activated uv was found as the ap cellar deck is solid deck area. it is therefore highly likely that the activation was triggered indirectly from the welding arc by means of reflection from some source, possibly the sea or some reflective metallic object. migrated from legacy cairs - see detailed description",ORGP
covid,wood worker was in monitoring pre-embark to ppm-1 at the hotel. he performed the covid-19 test on december 8th and the result was positive. wood worker was in monitoring pre-embark to ppm-1 at the hotel. he performed the covid-19 test on december 8th and the result was positive. the ip is asymptomatic.  the ip is asymptomatic. he received guidance from the nursing technician regarding the necessary care and will be sent to home for quarantine period.,ORGP
*** Not Classified,it contractor allowed on site without approval. security noticed reception letting someone into the building via side glass door. security queried this with reception and was told that it was an it contractor who had been 'given approval' by a colleague. security checked with hsse and local it who both confirmed that they were unaware of the visit. local it related that the ip had been booked to replace a battery on a laptop but did not inform anyone. hsse arranged completion of the necessary information to ensure the ip was formally allowed into the office.,ORGP
*** Not Classified,"ip’s groin was groped causing him pain. two workers undertaking cable pulling activities, one worker spoke to another to state he was leaving the area for another workplace, during some horseplay the ip’s groin was groped causing him pain. this resulted in medical treatment - injection. worker was assessed by afw medic and blng medics.worker was taken to sungai liang clinic by blng ambulance and transferred over to kb hospital as a precaution.",ORGP
foot or leg injury,"an employee was changing into rubber boots and when he put his right foot in the boot he felt pain on the side of his foot.  a staple was found in the boot which caused an abrasion. migrated from legacy cairs incident #30844on wednesday, july 13, 2016 at 10:30 am at the oc-600 block of dow freeport an infinity construction employee was changing into rubber boots. when he put his right foot in the boot he felt pain on the side of his foot. a staple was found in the boot which caused an abrasion. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"third-party bore contractor made contact with underground utility causing coating damage during reaming process. no release of product. migrated from legacy cairs incident #38352we were notified today by third-party contractor that contact was made with the coating of a 6” underground pipeline during boring operations. no release of product. wood. third-party bore subcontractor completed the first two stages of drilling and pulling their reamer on 07/10/18 at approx. 5:55pm. they were tasked to bore north/south under highway 56 near berthoud, co. bore subcontractor set up their rig on the southwest intersection of hwy. 56 and cr 7. they sent their pilot drill north under hwy 56 and pulled back with their 20” reamer. the following day, 07/11/18, at approx. 09:00am ebc pulled 12"" tke future pipeline south through their bore under hwy. 7 with wood.'s assistance. as bore subcontractor began to bore southeast of highway 56 and cr 7, when damaged utility owner line locator stopped at the location and mentioned that bore subcontractor was crossing underneath their line. operations were immediately stopped as third-party hydrovac mobilized to location to verify depth and separations of the two lines. both lines were exposed southeast of hwy. 56 and cr 7 revealing that there was approx. 12-15” of separation between the newly bored 12” tke line and the pre-existing underground utility line. hydrovac mobilized northwest of hwy. 56 and cr 7 to verify the line separation between pre-existing line and tke line. hydrovac revealed that there was approx. 3” of separation between the two lines. at approx. 4:00pm further investigation revealed that coating contact was made when bore subcontractor reamed their initial pilot hole the day before. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,employee hit a pile with his bucket while digging ee was digging next to a pile when he swung his bucket and made contact with the pile.  operator stopped work and alerted his supervisor. company policy will be followed.,ORGP
"bites (animals or insects), general injury, general illness or health issue","mechanical worker sustained a bee sting to the back of neck. on tuesday, july 20,2021 at approximately 2:00 pm, a mechanical worker was working in block-4 when they felt a sting to the back of his neck. the insect was observed and verified as a bee. the actual severity rating is a1 as the mechanical worker received a medical evaluation only, no first aid was provided. the potential severity rating is a b2 as the situation could have required medical treatment had there been an allergic reaction to the sting. the mechanical worker informed their supervisor, who escorted them to the on-site medic for evaluation. medical evaluation only was provided as no further treatment was needed. a call with work care stated that an evaluation was adequate due to no allergic reaction and minimal swelling. a follow-up will be held tomorrow with the team member.",ORGP
covid,"wood team member tested positive for covid-19 while working from home a wood team member experienced mild signs and symptoms associated with covid 19 and was seen and tested by a primary health care provider. the employee received a positive test result.  team member, reported to hssesome recommendations were sent to the employee by hsse",ORGP
foot or leg injury,"no injury recorded, minor vehicle damage only. mechanical tradesperson hit the swipe access box upon entering site at ewan maddock dam in work vehicle. migrated from legacy cairs incident #34656no injury recorded, minor vehicle damage only. mechanical tradesperson hit the swipe access box upon entering site at ewan maddock dam in work vehicle.relevant information:1. the staff members front right bumper was slightly damaged. 2. the vehicle was an izuzu dmax - registration 336wsu. migrated from legacy cairs - see detailed description",ORGP
"foot or leg injury, slips & trips","ip tripped and fell while collecting daily readings from the mound, resulting in swollen ankle. ee was walking down a mound of dirt. ee slipped on the tarp lining rolling the ankle one way while the body went the other. ee reports they slid down a hill that was 15 feet before the end of the slide and also landed on the r hip. workcare contacted, internal reporting initiated.",ORGP
