category,text,dset
"foot or leg injury, general injury, hand or arm injury, slips & trips","ip tripped whilst walking to kitchen. migrated from legacy cairs incident #34439whilst walking to kitchen, ip lost balance and fell, landing on the floor.ip was also carrying cup at time however this was empty. ip sustained no visible injuries and did not seek assessment from first aider as felt was not required. ip later stated that she had sore arm/shoulder and leg as a result of the fall. migrated from legacy cairs - see detailed description",ORGP
"head or face injury, lifting or moving loads, general injury, general illness or health issue","while connecting torque tubes as part of a team, tube fell and bounced, making contact with worker's hard hat/head a subcontractor employee was working as part of a three man team, (himself, another laborer,forklift operator) connecting torque tubes together. the process is completed by loading the forks with single stack of 10torque tubes onto the forks of a rough terrain forklift. this leaves approximately 4"" of fork left between the 10th torquetube, and fork tip. the tubes are held level at a height that allows for one worker to maneuver the tube into place at eachend of the tube. the employee in front pulls by setting the tube in his shoulder, (supported by the forks) and pulls thetube, guides and pulls the tube, while a second pushes. in this case, as the employees began to move the tube, sliding it ina horizontal direction, the tube slid toward and off the edge of the forks falling to the ground. once the back half fell fromthe rear employee's grip, it hit the ground, and the portion of the tube on the employee's shoulder bounced and contactedthe employee on the hard hat/head.the worker was taken offsite to a clinic where he was diagnosed with a mild concussion and directed to treat the symptoms with otc medication.  at follow-up on 7/20/16, the worker was diagnosed with a neck strain and prescribed prescription strength anti-inflammatory medication and work restrictions until next follow-up.  worker taken to offsite clinic and diagnosed with a mild concussion.  at follow-up, worker was diagnosed with a neck strain",ORGP
covid,confirmed positive for covid-19 employee received positive test results for covid-19. contact tracing underway.  employee working from home during quarantine period.,ORGP
*** Not Classified,attended meeting where client rep was found to be case+ ip confirmed case+ today. attended meeting where client rep was found to be case+ ip confirmed case+ today. ip isolated. all personnel currently being tested.,ORGP
mechanical or equipment issue,"during pre-use inspection of a high pressure hose it was identified fitting had detached. migrated from legacy cairs incident #33877note following investigation findingsthere is evidence to support that the hose has potentially been on the nrc since hook up (approx. 4 years),considering other hoses from the same location in the cer meeting to discuss with wg &amp; wel as action notes.incident report:upon pre-inspection of a high pressure hose (as part of a hired pump and guage kit) it was identified that a fitting had detached.investigation ongoinga high pressure hose as part of a pump &amp; gauge kit was found to have a fitting detached. this issue was identified as part of a pre-use inspection by a wood group commissioning team member the kit is 'temporary equipment' and has undergone t4 inspectionit is evident that the fitting ferrule has not been crimped as the connection at the alternate end is bulbous (refer to photo attachments labelled ""fittings"").equipment details:- high pressure hose (prochem 316 braid) as part of pump &amp; gauge kit (crystal 10000psi pressure calibrator)- pump &amp; gauge id no: eq002251; s/n: 067699- delivery no: 70562227t4 inspection details:- sap notification no. t4: 94010296- date inspected: 10/02/17- supplier: precise facilities- inspector: angel kovokesti (name tbc - ineligible on t4 tag)investigation findings-k christie wg hse - 20th may 2017wg were initially advised of a reported incident involving a prochem 316 high pressure hose found to have a fitting detached. initially wg were made aware that although the hose had not been used it had possibly been on the platform since 18th february 2017 as part of a hired pressure calibrator kit which had been t4 inspected (certificate of conformity) as attached to kit -sap noti - 94010296. due to difficulties contacting the supply chain / project management team from offshore , wg hse onshore (perth) were in the process of contacting the team and liaising with precise facilities (supplier of crystal 100000psi pressure calibrator kit -id no: eq002251, s/n 067699. (prochem 316 braid) to provide the information , quality checks on the equipment accordingly.k christie wg hse - 22nd may 2017 -attachment a1(e-mail)wg hse received details of the t4 - sap no 94010296 equipment and collection from precise facilities report from february 16th 2017, attached is a copy of the shipping details for the order supplied to be sent for inspection. copy of the t4 temporary equipment request (t4) and certificate of conformity supplied and attached to report .k christie wg hse - 23rd may 2017 -attachment a2(e-mail)wg hse contacted jenna haerewa logistics lead (precise facilities) - to supply the appropriate quality checks / certification for the high pressure hose that was identified as being supplied by precise facilities as part of the sap no 94010296 kit in february 2017.jenna haerewa sent a reply back identifying that the damaged high pressure hose in question was not part of the kit supplied in february 2017, jenna also sent through the completed t4 inspection report which was signed off by the inspector angel kovaceski on the 13th february 2017. attached along with the t4 report was a copy of the calibration certificate (certificate no:2105004166) - that covered the certification of the pressure calibrator 10000psi kit, eq002251, s/n:067699.signed off and calibrated by james prindiville (09.02.17).k christie wg hse - 24th may 2017 -attachment a3(e-mail)wg hse contacted prasanna sakthisekaran wg snr contracts specialist to contact pressure dynamics and confirm if the high pressure hose was supplied by them to the project. confirmation received from gerry fratel snr engineer and technical advisor on the 25th may 2017, that the hose was not supplied by pressure dynamics and advised to contact prochem direct to assist in tracing the supplier.k christie wg hse - 25th may 2017 -attachment a4(e-mail)wg hse contacted ian mullin wg snr purchasing officer to contact prochem diect to identify the origin /supplier of the subject hose, recognising that although it is tagged ""prochecm 316 braid"", it may have been sourced from prochem by others. prochem were asked to advise if they could identify who these were supplied to and when?alex follington sales manager of prochem replied on the 25th may 2017 to identify that although the hose certainly looked like one of their hoses, it was noted that the tagging system had not been used for years and certainly not consistent with sully to woodside projects. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,high level alarm activated at the entrance to the ammonia building. migrated from legacy cairs incident #32314high level alarm was activated at the entrance of the ammonia building indicating high levels of ammonia gas within the air space. migrated from legacy cairs - see detailed description,ORGP
*** Not Classified,"during scs deployment a roblon rope broke during deployment of the scs a roblon rope, which forms part of the protection system got caught in a block and failed, resulting in a section of rope coming to ground works ceased",ORGP
"fall from or working at height issue, slips & trips","scaffold tube (transom) fell from a scaffold during the dismantle process. migrated from legacy cairs incident #33994during the dismantle of a scaffold located under the catwalks on port side hms queen elizabeth, a transom has fallen onto the barge/pontoon below. the transom was not dropped.no injured parties. investigation has begun and ongoing, more details added when established.hanging scaffold erected by cape, location under the catwalks/ port side 13/02/17 dismantle of the port side hanging scaffold proceeded approx. 19/05/17 dismantle was on an ad-hoc basis, only when the titan mewp became available on the pontoon.a verbal request was made from the client to wgis scaffold supervisor barry wrighton theevening of 06/06/17 from ship manager (alan adamson bae) to proceed with the dismantle of a few droppers and transoms that were left fixed to the underside of the catwalk..on the morning of 07/06/17 barry wrightcontacted scaffolder neil toogood by telephone and asked him to meet alan adamson to discuss the dismantle process. barry wright (supervisor) started his annual leave on the morning of 07/06/17, with supervisor kevin dobson taking charge of barry's squad.started shift at 7.30 am, request from supervisor to meet on the dockside09.00, to await the transfer boat out to the pontoon to commence with the dismantle of the remaining droppers and transoms left fixed to the underside of the catwalk. 2 scaffolders requested were paul dodkins and neil toogood. pd and nt met supervisor kevin dobson on the dockside. powsa was completed on the dockside and signed by the supervisor before the 2 scaffs were transferred over to begin work from the pontoon. no wgis supervision was present on the pontoon. report of a dropped tube to the hse dept 12.00a verbal request was made to wgis supervision to commence with the dismantle of the few remaining droppers and transoms from underside of the catwalk hms queen elizabeth. as previously stated, this scaffold dismantle was being carried out on an ad-hoc basis, dependant on the mewp availability.the work activity on the day was verbally requested by the client to wgis scaffold and had not been scheduled or programmed using the sssl works control system.two wgis scaffolders pd and nt (cisrs registered, none advanced) were transferred over to the pontoon b y boat to begin with the dismantle, the duration was to be 2/3 hours. the pontoon was under the control of babcock harbour master john pate and the mewp was also provided by babcock. also on the pontoon were operatives from star international who were using the mewp to carry out checks on the emergency evacuation systems. star international also provided the mewp operator. normal procedure when the mewp is in use, would be any ops located on the pontoon to be vacated to the steel welfare cabin until the mewp became available for the specific trades. john pate has confirmed that at the time of the incident, there were approx. 10 operatives located on the pontoon. the dismantle process began when the mewp boomwas manoeuvred into position by the operator just outside of a dropper. a ledger was removed, which left one transom between front and rear dropper, one end of the transom was loosened and the end of the transom was rested (approx. 6 inches) on the edge of the mewp basket. the other end was considered as secure in its double right angled coupler. as the scaffolder proceeded to remove the top fitting from the dropper, it was at this moment that the transom slipped out of its coupler at the far end and fell to the pontoon below. (approx. 20 mtrs) both scaffolders looked below and saw the transom lying on the deck. both scaffs state that they never touched the far end coupler and that it must have been loose. they also claim to haveidentified a few loose fittings during the dismantle process. due to the size of the pontoon (20mtrs by 10 mtrs approx.)when the titan is in operation, the whole of the pontoon is deemed as a safe zone, with all ops with the exception of the banksman (who on this occasion was the barge master jp) returning to the steel container (welfare facilities). however on this occasion jp states that there were 5 ops on the pontoon out of the welfare unit at the time of the dropped tube. it is to be noted that the 5 ops were not in the area where the tube landed, however jp (banksman) states that the tube landed a few feet (approx. 5ft) away from where he was standing. jp stated that the tube deflected off the mewp (leaving a dent) before falling to the deck. jp was the only individual in the close proximity of the scaffold migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"ip reported to 1st aider that he had got a splinter in finger on left hand middle finger whilst placing hand on door frame. ip was displaying a ""caution, wet floor"" safety notice when he placed his hand on the door frame and a splinter (appx 10mm in length) entered his middle finger on the left hand at about the upper joint. wound cleaned with wipe.  advised ip by first aider they could not attempt to remove the splinter as initially no tweezers available.  ip attempted to remove splinter himself but was unable to do so.called ip's doctor - advised that they did not deal with this but to go to minor injuries unit.advised ip to attend minor injuries unit.  ip did not do so.  reiterated the gps advice to go to minor injuries unit.  suggested that even if ip did get splinter out himself later that he kept a look out for infection. gave plaster to ip.  ip returned to work.",ORGP
vehicle incident general,"an employee was driving his personal vehicle when he contacted the back of another vehicle at a stop sign because the heel of his boot hit the accelerator rather than the brake. migrated from legacy cairs incident #34603on monday, september 18, 2017 at 5:00pm at hunstman an infinity construction employee was driving his personal vehicle when he contacted the back of another vehicle at a stop sign because the heel of his boot hit the accelerator rather than the brake. migrated from legacy cairs - see detailed description",ORGP
