category,text,dset
back injury,"employee feels strain in upper back while moving a valve. migrated from legacy cairs incident #38297material handling, while re-locating a 4in 300 series ball valve from one pallet to another the employee stated that he felt a back strain. axiom medical was contacted advising the employee of first aid measures. migrated from legacy cairs - see detailed description",ORGP
"slips & trips, dropped object or material","employee was descending  a stairwell from the mezzanine deck to the production deck.  when he was on the fourth step , the employee slip, fell  and slid down the remaining stairwell (approx. 10 steps). migrated from legacy cairs incident #40131on wednesday 21st november at approximately 8:30am a crew of three (3) was scheduled to perform a site visit at bptt cashima’s offshore facility in preparation for an upcoming outage. the team led by the construction supervisor was the first to descend the stairwell from the mezzanine deck to the production deck when the supervisor stepped on the fourth tread, slipped on an unknown oily substance, fell backwards and slid on his back to the bottom of the stairwell (approximately 10 treads down). the injured person (ip) was subsequently medi-moved of the cashima facility and taken to a third-party medical facility for evaluation and treatment. the incident was reported to the client and massy wood management team. migrated from legacy cairs - see detailed description",ORGP
"vehicle incident general, foot or leg injury",wg employee’s vehicle was parked and struck by another vehicle. wg vehicle received damage to the driver and cab door. there were no injuries as a result of this incident. migrated from legacy cairs incident #34631wg employee’s vehicle was parked and struck by another vehicle. wg vehicle received damage to the driver and cab door. there were no injuries as a result of this incident. migrated from legacy cairs - see detailed description,ORGP
*** Not Classified,"utv containing 4 employees tipped over when right front tire contacted unseen culvert in high grassy area as they were attempting to make a u-turn. all 4 employees taken to clinic for evaluation and released back to work with first aid treatment. migrated from legacy cairs incident #39969a wood employee was driving a utv with 3 other passengers west bound on a dirt road. the driver was attempting to make a u-turn in the road (the utv's turn radius did not allow for a complete u-turn on the roadway), so the driver drove slowly onto the shoulder and through waist high grass with low visibility. unbeknownst to the driver, there was a culvert that crossed the road that had approximately 16"" drop off next to the culvert. when the right front tire of the utv contacted the drop off, it caused the weight to shift in the utv which allowed the utv to slowly tip over onto its side. all four employees were wearing their seatbelts at the time of the event. the driver and three passengers where taken to offsite clinic for evaluation where all four were released back to work with first aid treatment. migrated from legacy cairs - see detailed description",ORGP
"lifting or moving loads, vehicle incident general","sea container door was caught by the wind and struck the driver’s side mirror of a parked light vehicle sea container door was caught by the wind and struck the driver’s side mirror of a parked light vehicle incident reported, investigation commenced.",ORGP
*** Not Classified,"ip was on location when a piece of tubing came loose and caused some water and condensate to get into his eyes.  on september 3, 2021 at 9:30 am, ip was on location in kenedy, tx isolating a sight glass opened bleed valve that had 3/8 tubing tied in, which ran to the sump. the tubing came loose at a union and caused some condensate and water to get behind the ip’s safety glasses and into his eyes. ip was taken to the nearest medical clinic, in which they recommended first aid measures. actual (b1): ip was instructed by the clinic to  apply first aid measures to his injury. potential (b2): this could have turned into a medical treatment case with further damage to the ip's eyes.  ip was taken to the nearest clinic for evaluation and first aid. ",ORGP
*** Not Classified,gpa due to indication of sprinkler release in 200 and 300 level accommodation migrated from legacy cairs incident #33967at 03:40 on the 4th of june 2017 the gpa activated due to indication of a sprinkler release in the 200 and 300 levels of the accommodation. all platform personnel were fully mustered in 8 minutes.the ert team lead was instructed to conduct a sweep of these levels to confirm the status.both the 200 and 300 levels were confirmed to be clear with no signs of water discharge.all personnel were then stood down.the instrument department currently have an on-going work scope regarding the accommodation sprinkler system and this is believed to be thecause. migrated from legacy cairs - see detailed description,ORGP
covid,"employee tested positive for covid 19. employee began running a low grade fever on 7/10/20 while on board ei-314. employee was sent in on 7/11/20  with low grade fever and cough for covid testing and received positive results. employee continued with mild symptoms and was sent home for quarantine. client notifications were made and contact tracing performed on facility.  employee was sent in for medical evaluation and upon confirmation of covid, results were communicated with the client and facility for sanitation and contact tracing.",ORGP
"back injury, head or face injury","ip while removing a hatch cover in the compressor room in the aft machinery space with a winch, the winch handle came free of the winching mechanism and struck his safety glasses forcing the glasses back into his face migrated from legacy cairs incident #30851ip while removing a hatch cover in the compressor room in the aft machinery space with a winch, the winch handle came free of the winching mechanism and struck his safety glasses forcing the glasses back into his face and causing a 1.5 cm laceration to the l eyebrow from the glasses hinge.ip reported to the health center and the laceration was treated with first aid measures including steri-strips in consultation with the on call physician. ip returned to work on regular duties at this time migrated from legacy cairs - see detailed description",ORGP
vehicle incident general,employee was operating a forklift when he brushed against a parked car. migrated from legacy cairs incident #28715employee was operating a shore base forklift. employee attempted to pass slowly on side of a parked vehicle to exit the gate when he brushed against the vehicle causing minor damage to the right rear fender. no injuries to report. migrated from legacy cairs - see detailed description,ORGP
covid,"wood team member tested positive for covid-19 while working from home a wood team member experienced mild signs and symptoms associated with covid 19 and was seen and tested by a primary health care provider. the employee received a positive test result.  employee, reported to hssesome recommendations were sent to the employee by hsse",ORGP
lifting or moving loads,"skid steer was traveling with load and tipped forward with the final resting position on the tip of the forks and front of the tracks. on tuesday, september 15, 2021 at approximately 4:40pm, a mechanical worker/operator was in block 4 at pcs 33 traveling west with a secured load of 8 torque tubes with assembly brackets attached. the operator had a spotter on a utv leading the skid steer by approximately 30 feet.  the skid steer tipped forward after a shallow rut in the field implanting the forks which elevated the rear of the equipment.  the operator was wearing their seatbelt and equipment does have rollover protection. the actual severity rating is a1 as the employee received no medical attention. the potential severity rating is b2 as there could have been medical treatment to operator and asset damage to the equipment and material. a forklift was brought to assist with the shifting of the skid steer to a upright/level position to assure the safety of the operator. the employee informed their foreman and general foreman. the scene was frozen. investigation protocols were initiated. the operator was escorted to the safety office, along with spotter, foreman and witnesses for statements.  ua's were performed on operator and spotter. ",ORGP
back injury,lower back pain employee experienced back pain while carrying concrete samples via 8 gallon bucket. employee sought treatment at the onsite first-aid station and contacted workcare.  employee received first-aid treatment and did not require anything additional.,ORGP
"slips & trips, foot or leg injury","employee fell while attempting to remove t-post, no treatment employee was removing “t” post by hand along the west common trench with no issues. he came across one a little deeper than normal and began to push and pull to remove post. the t post broke at the base causing employee to fall forward to hands and knees onto the dirt. employee informed foreman and gf escorted to occucare. employee was assessed, and no treatment required. investigation ongoing.",ORGP
"back injury, foot or leg injury",i.p. climbed a ladder onto scaffold platform when he stood up he felt a twinge in his back migrated from legacy cairs incident #38470i.p. climbed a ladder onto scaffold platform when he stood up he felt a twinge in his back. he reported immediately to the medic where he received first aid i.e. pain killers he rested for 2 hours and returned to work and carried on with his role without effect. migrated from legacy cairs - see detailed description,ORGP
"general illness or health issue, covid",wood employee reported +ve pcr test for covid19 wood engineer reported he had taken a pcr test after feeling unwell which reported as +ve.  close contacts identified and sent for testing from last exposure.,ORGP
*** Not Classified,"crew removed duct from above a platform exposing an existing hole in the grating of the platform approx 10' off the ground. crew did not cover hole in platform or have an attendant in place violating client policy. no fall potential existed. migrated from legacy cairs incident #39897crew was demoing duct from a platform approx. 10' off the ground. removing the 42 inch duct exposed an existing hole (approx 4ft x 2ft) in the grating of the platform that the crew was working on. a spotter was placed to ensure personnel would not enter the area, per client policy. after duct was removed, the site went into lightening alert and the crew left the area. all clear was given, crew progressed to the top level platform to resume demo. as shift change approached, crew left area without covering the hole in the platform or barricading/guarding the hole. no personnel were within 6' of the open hole at any time, no fall potential existed for personnel. situation was corrected by removing the only access to the area to ensure no personnel could access the platform. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,admin control breach to permit system migrated from legacy cairs incident #40127subcontractor added hot work scope to existing critical work permit without speaking to wood permit issuing officer. wood made aware of this post completion of works. migrated from legacy cairs - see detailed description,ORGP
covid,"wood employee tested positive for covid -19 tested positive lft on the 28th feb 2022,  will monitor over the next week in accommodation isolation at accommodation will test on 6th and 7th day with lft testing ",ORGP
foot or leg injury,"two mechanics working on confined space equipment felt discomfort due to the smell of ammonia. migrated from legacy cairs incident #40001twomechanics working on confined space equipement felt discomfort due to the smellof ammonia.ipwere evacuated to fertial medical clinic , received first aid (intake oxygen)and after were evacuyated to annaba hospital for more medical exam : bloodanalysis .afterconfirmation of their state out of danger ip's were allowed to go home withrest of three days migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"potential acm detected below grade migrated from legacy cairs incident #36315during excavation within juhi greenfields site, potential acm detected below grade at a depth of 300 mmsize of 300 mm x 300 mm, client notified, area scanned for further exposuressample sent for analysistreated as positive until confirmed migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"wcc non compliance during routine cold work control certificate 020259 (spray applications of coatings to various platform locations) was subject to a routine issow audit. during the audit it was discovered that the required 'air purity tests' for the air fed breathing apparatus in use had not been completed as per the requirement of the wcc.  work activity was suspended until an air purity test was conducted, at which time it was discovered that the draegar test equipment required to perform the test was not available and had not been available for a period of time leading up to this event. ",ORGP
"general illness or health issue, back injury",worker suffered chest pain while coming back to rest area a worker felt some pain on his chest and difficulty in breathing while walking back to rest area from site. he was then brought to the site clinic by his supervisor. site medic assessed the ip and notified wood management . a decision was made to call for an ambulance for the ip to be assessed further. the personnel was immediately taken to the site medic by his supervisor. site paramedic examined him and called for an ambulance for further evaluation of his condition. paramedics from ambulance performed an ecg test. ip was conveyed to the nearest hospital for further assessment.,ORGP
*** Not Classified,tote of top seal was leaking from a closed valve. rough draft:  after weekend off bay foreman pulled up to job location and noticed a tote of top seal white leaking from bottom valve that was in the closed position. final to follow. bay foreman notified supervisor and safety. wood environmental was notified scene was frozen. investigation ongoing.,ORGP
foot or leg injury,"whislt moving 3 drawer cabinet, drawers opened hitting on of the office support workers foot our office support staff (3 people) were trying to put the 3-drawer mobile onto the cart. when the first try was not successful, one of our support staff forcefully pushed the 3-drawer mobile onto the cart while tilting it. however, since the drawers were not locked, all the drawers suddenly opened hitting the foot of one of our guys. advised work team to put tape on the drawers to prevent them from opening again.",ORGP
foot or leg injury,"sub-contractor found unknown material while carrying out maintenance activities. work was stopped, area cordoned off and material sent for testing.(no injury) migrated from legacy cairs incident #28871· on 23/02/2016, asbestos was identified within two hv cubicles in the winneke main substation, as part of lrc project p6068 hv upgrade site works. specialist asbestos subcontractors were engaged to remove and provide clearance for the two cubicles.· during the asbestos remediation works on the cubicles, the subcontractor identified further fibrous asbestos within the confined space cable tunnel beneath the main substation.· the main substation and cable tunnel were isolated and asbestos testing undertaken.· the main substation was cleaned by asbestos specialists. · pre-clean and post-clean testing in the main substation confirmed no asbestos present. · testing confirmed the material within the cable tunnel was fibrous brown asbestos (amosite).· the cable tunnel and hv cubicles were kept isolated and tagged out until additional remedial works could be arranged.· spirometry testing was arranged for wgpsn project personnel whom had entered the cable tunnel. updates were provided to all subcontractors whom had been involved with the project works.· remedial works were completed to achieve clearance for the hv cubicles. · remedial works were completed to achieve clearance for most of the cable tunnel to allow completion of the p6068 project works.one end of the cable tunnel remains isolated, with the remedial works required to gain clearance scheduled during the next 22kv shutdown (during may2016). migrated from legacy cairs - see detailed description",ORGP
"slips & trips, foot or leg injury","ip tripped, fell and suffered a sore knee. migrated from legacy cairs incident #39644ip was walking along a passageway (5fc0) on board hms prince of wales, when his foot caught on some loose deck protection (twinwall), causing him to trip, stumble and fall on to his right knee. as an outcome the ip suffered a small graze to his right knee.as an immediate corrective action , the twinwall was re-taped to the deck and the incident reported. migrated from legacy cairs - see detailed description",ORGP
lifting or moving loads,middle and index third knucles struck by shifting modules.			 employee was taking controler modules out of the box. he had took three modules out and went to remove another one when the stack shifted over striking his right hand on the index and middle third knuckle area. 			 employee evaluated by site medic and will return tomorrow morning for a follow up evaluation.  investigation team will coach employees in the use of the kick stand so that panels do not shift during the removal process.  			,ORGP
hand or arm injury,"a wood member felt a numb on his right hand. he called his friends who took him to the hospital and medical investigations were carried out. a wood member felt a numbness on his right hand while he was in his accommodation in bahrain during the weekend. he called his friends living in the area who arrived immediately and helped him to go to hospital. medical investigations were carried out however no specific issue was identified. medicines were provided and the ip was discharged. while in the ip was in the hospital, a wood member living nearby was informed, he visited the ip and reported the incident to wood hse and operations directors. the ip was taken to hospital, medical investigation was carried out, medicine was provided and the ip discharged. each of wood operations director, project director and hsse director contacted the ip and advised him to consult with the doctor prior to do any activity such as driving or travel and to contact if he needs any further assistance. the operations director and project director are living in bahrain and are keeping contact with the ip to provide assistance as needed. ",ORGP
lifting or moving loads,"struck by swinging or slipping object, other than handheld, n.e.c. an employee was installing 2x4 light fixtures into a ceiling grid. he measured how much tie wire he would need to secure the fixtures' catty corner onto the ceiling grid. he realized he would need a taller ladder so he started coming down and decided to cut the wire he had measured out. the wire spool was sitting on top of the ladder he was using. when he cut the wire, the end sprang upwards and went between the bottom of his safety glasses and his face, puncturing his right eye.",OSHA
"fall from or working at height issue, hand or arm injury, foot or leg injury","other fall to lower level, unspecified an employee was working with a crew on a roof to remove the existing concrete tile and underlayment. he walked down to the eave of the roof with his rope to install the new underlayment. while installing the underlayment, he slipped off of the roof onto the concrete porch below, fracturing his arm and leg.",OSHA
hand or arm injury,"compressed or pinched by shifting objects or equipment on march 20, 2020, an employee was hooking a coil of metal to put in a dip tank when his finger was pinched between the coil and the hook, resulting in a left middle fingertip amputation.",OSHA
slips & trips,"struck against moving part of machinery or equipment an employee tripped while climbing back into a work station. the employee's hand entered the gap in a saw blade's guarding, and the blade severed the top of the employee's ring finger.",OSHA
slips & trips,"fall on same level due to slipping  an employee was performing janitorial services in a bathroom when she slipped and fell, breaking her clavicle.",OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was performing maintenance on a plastic grinding machine. as he was attempting to dislodge a plastic piece in the machine, his left ring finger was caught between a belt and pulley, amputating the fingertip.",OSHA
hand or arm injury,caught in running equipment or machinery during regular operation an employee was using a coping grinder to grind a piece of flat bar. the flat bar gave way and the employee's hand was caught in the machine amputating the left little finger to the second knuckle.,OSHA
"slips & trips, foot or leg injury",other fall to lower level less than 6 feet an employee was on a stool retrieving a book. the employee lost balance and fell to the floor fracturing a femur.,OSHA
"hand or arm injury, bites (animals or insects)",stings and venomous bites an employee was hospitalized after suffering a bee/wasp sting while conducting a maintenance walk around. the sting on the left arm developed into acute compartment syndrome.,OSHA
"slips & trips, fall from or working at height issue, general injury, hand or arm injury, foot or leg injury","other fall to lower level 21 to 25 feet  an employee was on the roof of a building installing his anchor point to hook up his personal fall protection when he slipped on an ice patch and fell 21 feet to the ground below. he broke both wrists, both arms, his left leg, and his left hip, requiring hospitalization.",OSHA
*** Not Classified,"exposure to traumatic or stressful event, n.e.c.  an employee had just finished her shift and clocked out. as she was leaving the hospital, a women approached her with a baby that was not breathing. the employee began cpr and then carried the baby to the er department. after the incident, the employee reported being short of breath and was later hospitalized, suffering from an aggravation of a neuromuscular disease.",OSHA
hand or arm injury,compressed or pinched by shifting objects or equipment a temporary employee was writing on a large roll of paper when a forklift driver pushed another roll against the roll she was writing on and her left forearm became lodged and fractured between the rolls.,OSHA
hand or arm injury,"caught in running equipment or machinery during regular operation an employee was operating a grooving machine when his glove was caught in the machine and his right hand was pulled in, amputating his little finger. the machine was unguarded at the time.",OSHA
general illness or health issue,"multiple types of overexertion involving outside sources an employee was shoveling snow, went on a break and collapsed from a possible heart attack after returning from the break.",OSHA
"slips & trips, fall from or working at height issue, general injury","other fall to lower level, unspecified an employee was walking down stairs when he lost balance, fell, and broke his collarbone.",OSHA
*** Not Classified,"exposure through intact skin, eyes, or other exposed tissue an employee was using an acidic solution to clean an indoor car wash when he received chemical burns to his right hand, requiring hospitalization.",OSHA
"fall from or working at height issue, hand or arm injury",other fall to lower level 6 to 10 feet an employee was working from a ladder replacing a tank liner when the ladder slid out from underneath causing the employee to fall 10 feet. the employee sustained a broken wrist and thumb.,OSHA
hand or arm injury,caught in running equipment or machinery during regular operation an employee was feeding boards into a door jamb machine when his left hand was caught and crushed in the machine's chain and sprocket. he was hospitalized.,OSHA
"slips & trips, dropped object or material, back injury","struck by falling object or equipment, unspecified an employee was sweeping the floor when a bale of cotton fell on him, injuring his lower back.",OSHA
"fall from or working at height issue, general injury, hand or arm injury",other fall to lower level less than 6 feet an employee was descending a ladder when it slid. it and the employee fell about 4 feet to the ground; the employee suffered a broken elbow.,OSHA
"slips & trips, lifting or moving loads, dropped object or material, vehicle incident general","struck by object falling from vehicle or machinery-other than vehicle part an employee was guiding a 1500-pound weight that was being carried by a forklift to the wheel on a tractor. the weight slipped off and fell on the employee's left lower leg, requiring hospitalization.",OSHA
"slips & trips, general injury","fall on same level due to tripping, unspecified an employee was walking between golf carts in the cart barn when he tripped and fell fracturing his left hip.",OSHA
"slips & trips, dropped object or material, lifting or moving loads","struck by falling object or equipment, n.e.c. an employee was offloading sliding glass doors. after removing a strap, the employee was walking away and the doors fell on him. the employee was hospitalized with a cervical fracture.",OSHA
"slips & trips, foot or leg injury",fall on same level due to slipping  an employee walking down a plywood ramp that was slick from the rain slipped and fell breaking his leg.,OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was cleaning a conveyor belt with a dust rag when the conveyor caught the rag and pulled her finger into the belt, amputating her fingertip.",OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  a maintenance employee was inspecting equipment with an equipment consultant. the employee was pointing at a tray wrapper when the machine started, trapping and amputating the employee's right index finger.",OSHA
hand or arm injury,"compressed or pinched by shifting objects or equipment an employee was helping to load a reel of cable into the rear of a bucket truck. his left middle finger was caught between the cable and the truck bed, and the tip was amputated.",OSHA
"general injury, hand or arm injury, head or face injury","caught in running equipment or machinery during maintenance, cleaning  an employee was clearing debris from a conveyor belt using a 2 x 4. the 2 x 4 was sucked into the machine along with the employee's body, injuring his left arm and shoulder, his head, and causing part of his left ring finger to be amputated.",OSHA
"slips & trips, burns, hand or arm injury, general injury","fall on same level due to tripping, unspecified an employee was checking the coolant level in a radiator for one of the rig's generators. when he twisted the radiator cap, the cap came off and he was sprayed with hot coolant resulting in burns to his right arm, shoulder, chest and scapula. immediately afterward he ran towards the rig manager's trailer and while doing so tripped and fell resulting in a broken right clavicle and cracked scapula.",OSHA
"hand or arm injury, lifting or moving loads, vehicle incident general","part of occupantís body caught between vehicle and other object in nonroadway transport incident a temporary employee was using a stand-up reach truck to put away product in a storage rack area. the truck struck the upright supports on a rack, and the first three fingers on the employee's left hand were crushed between the two.",OSHA
"fall from or working at height issue, general injury, foot or leg injury","other fall to lower level, unspecified while dismantling a scaffold, an employee fell from the scaffold to the ground. the employee suffered a broken hip and femur.",OSHA
"fall from or working at height issue, general injury, hand or arm injury","other fall to lower level, unspecified an employee was putting boxes away on a shelf using a ladder. on her way down the ladder, she missed a rung and fell to the floor. she broke her left elbow and a left finger, and she injured her left hip.",OSHA
"slips & trips, hand or arm injury","fall on same level due to tripping, unspecified on january 23, 2018, at 4 p.m., an employee was switching railcars and walking beside a train when he tripped and fell. his right arm was then amputated by the train wheel.",OSHA
slips & trips,"struck by dislodged flying object, particle a frac pump was running at a well location. an employee heard a rattling sound and walked over to investigate. a maintenance packing bar was laying on top of the pump. when the employee got even with pump, the packing bar slipped into the pump, which kicked the packing bar back out. the packing bar struck the employee in the right eye, causing right eye orbital socket fractures.",OSHA
"hand or arm injury, fall from or working at height issue, back injury, head or face injury","other fall to lower level 26 to 30 feet an employee was going across a working platform when he fell to the ground 30 feet below. he suffered multiple fractures to his head, sternum, and pelvis; a broken left arm; and a broken back with three disc fractures.",OSHA
"dropped object or material, lifting or moving loads, foot or leg injury","struck by falling object or equipment, n.e.c. while hooking up a crane, the crane rigger signaled the crane operator to slack off. the operator slacked off and one chain was removed. when the rigger went to remove the second chain, the counter balance fell to the ground. the counter balance hit the rigger's left foot and severed their boot, resulting in injuries to the big toe and the toes next to it.",OSHA
"lifting or moving loads, vehicle incident general","collision between a moving and standing vehicle, nonroadway on february 26, 2017, an employee was driving a forklift and was turning around in a small area. there was another forklift that was non-operable in the same area. the employee backed up the forklift and struck the forks of the non-operable forklift. the forks penetrated the employee's right heel and tore tissue from the bone.",OSHA
"hand or arm injury, lifting or moving loads, back injury, head or face injury",compressed or pinched by shifting objects or equipment an employee was lifting the back door of a trailer filled with cranberries. he was inserting an s hook so the door would not come down before filling the trailer with water to float the cranberries out when the rear door came down and broke his thumb.,OSHA
*** Not Classified,"struck by dislodged flying object, particle an employee was cutting a cardboard core on a core cutting machine when the core spun out of the machine, striking the employee in the face and mouth. the employee suffered nose, sinus, and palate fractures.",OSHA
*** Not Classified,"exposure through intact skin, eyes, or other exposed tissue an employee was collecting household garbage and was walking behind a waste collection truck when an unknown chemical splashed on him as the hopper was being cycled. the chemical burned his ear, jaw, arm, and leg.",OSHA
hand or arm injury,"caught in running equipment or machinery during regular operation an employee was smoothing the edge of a 1/4-inch thick steel plate with a disc sander when the employee's left thumb was pulled between the disc and the work rest, resulting in an amputation of the left thumb tip.",OSHA
"slips & trips, head or face injury","fall, slip, trip, unspecified  an employee was dumping cardboard boxes into a recycling container using a forklift. when he tilted the forks to allow the boxes to slide off into the container, the pallet also slid into the container.  while attempting to remove the pallet, the employee slipped and fell, hitting his face on the ledge of the container.  he continued to fall to the floor, hitting his face again on the pavement. he broke two eye sockets, his nose, and a bone behind his upper lip.",OSHA
"slips & trips, head or face injury",fall while sitting an employee went to sit down on a computer chair when it rolled away from the employee. the employee fell to the ground and hit her head.,OSHA
"slips & trips, foot or leg injury",fall on same level due to slipping  a worker slipped on ice and fractured his ankle. the injury required surgery and admission to the hospital.,OSHA
"slips & trips, head or face injury","fall on same level due to tripping over an object  a temporary employee tripped over a bundle of metal studs and fell onto the concrete floor, fracturing the femoral head bone.",OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was performing preventative maintenance on a drive motor that operates a conveyor belt when his right hand was caught by the belt. he broke his hand and lost several fingertips. the belt was unguarded at the time of the incident.",OSHA
"slips & trips, general injury","fall or jump from vehicle in normal operation, nonroadway an employee was operating a tugger when he went around a corner and fell off the tugger, landing on and fracturing his hip. he was hospitalized.",OSHA
"slips & trips, foot or leg injury","fall on same level due to tripping over an object  while clearing leaves in the back parking lot, an employee tripped on a telephone line that was close to the ground, breaking her right ankle. she was hospitalized for surgery.",OSHA
hand or arm injury,compressed or pinched by shifting objects or equipment an employee was reaching to operate a lever on a hopper that had been raised by a forklift. the hopper shifted and pinched the employee's left ring finger against the forklift fork. the end of the finger was amputated.,OSHA
weather related issue,"exposure to environmental heat on august 15, 2018, an employee experienced a heat related illness while working as a cart collector.",OSHA
"fall from or working at height issue, general injury, hand or arm injury","other fall to lower level, unspecified an employee was offloading bags from an aircraft when a bag became lodged at the top of the belt loader. the employee stood on a step and tried to dislodge the bag with one hand while holding a rail with the other hand. as the bag became dislodged, there was some spring action that caused the employee to lose footing and fall from the step to the concrete below. the employee fractured the left elbow.",OSHA
"fall from or working at height issue, foot or leg injury","other fall to lower level, unspecified an employee was on a ladder repairing an overhead vacuum hose when the employee fell from the ladder and fractured the left ankle.",OSHA
"lifting or moving loads, foot or leg injury",pedestrian struck by vehicle backing up in nonroadway area a concrete truck backed over an employee's right ankle.,OSHA
"slips & trips, foot or leg injury","fall on same level, n.e.c.  on december 15, 2020, at 5:00 pm, an employee was delivering packages when they twisted their ankle, lost their balance, and fell on the pavement, resulting in a broken knee.",OSHA
hand or arm injury,caught in running equipment or machinery during regular operation an employee was operating a hydraulic compactor during product packaging. the compactor amputated the employee's left hand.,OSHA
"slips & trips, hand or arm injury",caught in running equipment or machinery during regular operation an employee was pulling hose to connect to a pump when his hand slipped and his left middle finger struck the moving impeller of the pump. his finger went down the intake pipe and his left middle fingertip was amputated.,OSHA
hand or arm injury,compressed or pinched by shifting objects or equipment an employee was setting a die on press #745 and his right pinky finger got caught between the filler ring and the filler die vent groove. the pinched finger was surgically amputated.,OSHA
"slips & trips, fall from or working at height issue, foot or leg injury","other fall to lower level, unspecified an employee was picking up a load for transport and trying to place a tarp over a trailer when the tarp started to have issues. he climbed the trailer and then fell to the ground below, breaking his right tibia.",OSHA
"slips & trips, fall from or working at height issue, general injury, foot or leg injury","other fall to lower level, unspecified an employee was exiting the belt loader. his foot slipped and he fell, suffering broken ribs and a possible lacerated lung.",OSHA
"fall from or working at height issue, foot or leg injury",other fall to lower level less than 6 feet an employee fractured a femur when he lost his balance while climbing over a chain-link fence and fell 2.5 feet.,OSHA
"lifting or moving loads, dropped object or material, hand or arm injury","struck by falling object or equipment, n.e.c. an employee was removing the flywheel from a paver when it came off and came down on his right pinky finger, amputating the tip.",OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  a employee was cleaning the sensing eye on the baler when the baler cycled and caught the employee's right middle fingertip resulting a partial fingertip amputation.",OSHA
"slips & trips, general injury, hand or arm injury, foot or leg injury","fall on same level due to tripping over an object  an employee tripped when her foot got entangled in a computer cable, fracturing her right elbow.",OSHA
"slips & trips, general injury","fall on same level while climbing stairs, steps, or curbs while performing a final inspection of a bus, an employee fell on the bus steps, fracturing ribs.",OSHA
lifting or moving loads,compressed or pinched by shifting objects or equipment an employee was moving a steel coil when he was struck by the moving coil and became momentarily pinned against a stationary coil. the employee was hospitalized with a crushing injury.,OSHA
