category,text,dset
near miss,"2 bundles of piles fell to the back side to the trailer onto the exclusion zone.   at about 8:30am a trailer of piles was to be unloaded at the laydown yard located near the main entrance with a 15k rough terrain forklift. before offloading the began the team set up their exclusion zone. after the operator unloaded the top row of the last section of piles, the operator then proceeded to off load the remaining bundles. in doing so while lifting the bundles stacked 2 high and 3 wide, the back bundles top and bottom fell towards the backside of the trailer onto the exclusion zone as the operator telescoped in. the near miss is still under investigation, but team set their exclusion zone as required.",ORGP
security or general safety concern,"two youths were found trespassing with push scooters in the main car park. security guard escorted them off the premises. migrated from legacy cairs incident #32345at 18:15 two youths (about 10 - 13 years old) came up the west side slipway to the front door with push scooters. thesecurity guard (johan van jaarsveld)met them at the front door and told them it is private property and they need to leave. they pretended to leave then turned around and raced down the front east side stairs.the guardfollowed them in the car park area and told them trespassingis an arrest able offence andhe will call the police.they kept on messing about untilthe guard pretended to call the police, then they left. migrated from legacy cairs - see detailed description",ORGP
vehicle incident general,"the rear fender on a wood service truck was damaged while the tire was being changed. on 7-25-2019 at 9:00, the wood electrician was at the duck creek state 21-22-37-73h location and was inspecting his tires to determine why the tire monitor was giving him an alert.  he inspected the tires and found that the rear driver’s side tire had a screw in it causing it to leak slowly.  he parked the truck on a level surface on the location.  he completed a jsa for the task and began taking out the tools to change the tire.  a wood apprentice electrician arrived at the location and they reviewed the jsa together.  he set the parking brake on the truck  the electrician cleared the ground where the jack was placed from rocks, placed the jack under the rear axle on a piece of double strut to give it a wider base to sit on and extended the jack to snug it up to the axle.  the electrician and apprentice removed the spare tire before jacking the truck up.  the electrician jacked up the truck and removed the lug nuts.  the electrician had the apprentice jack the truck up higher so he could more easily remove the damaged tire.  while removing the tire, the apprentice alerted the electrician that the truck was beginning to move.  the electrician move away from the truck.  the truck came down and wedged the damaged tire between the wheel hub and fender causing damage to the back of the fender and the jack.   the electrician and apprentice stopped work and reported the incident to the hse specialist.  they reevaluated the job.  a client employee who drove up on site and let them use the jack out of his truck to complete replacing the tire.   ",ORGP
foot or leg injury,"cp-2022-0010 fa allied security; sprain to right ankle via stepping off cement block ip was standing on a cement block changing the blasting notice board, but as ip stepped down ip felt pain in right ankle. ip contacted supervisor and was taken to onsite pa who gave ip a tensor bandage, otc’s, and ice. ip returned to work. incident investigation initiated.",ORGP
hazardous materials or work,"exposure to farming chemical spray wood employees saw the farmer/land owner standing outside of his residence and he saw the wood employees walking out to the site. wood staff walked out to the site, which was located in the orchard to see where they could safely park the truck and unload equipment. as they walked around the site they could smell a very strong sweet chemical. it was very strong and it irratated one employee's throat and lungs within seconds.   wood employee told the crew to leave the site and walk quickly back to the parking area. this was located about 125m away from the site along britannia road. from this location wood employee called the pm.",ORGP
*** Not Classified,"ip was bitten by a mouse on the foot; at the time the ip was sitting at their desk imputing data into their computer. migrated from legacy cairs incident #34215ip was bitten by a mouse on the foot; at the time the ip was sitting at their desk imputing data into their computer. the wood group psn office in tengiz has had a problem with an infestation of mice for over two months; the ip was wearing open shoes at the time of the bite. the ip felt the bite and reported it to the project manager who arranged a visit to the tco medical clinic, further medical treatment is ongoing. migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"contractor foreman attacked a wood hsse supervisor  saturday 6 march approx. 9:00 am: a contractor foreman was found to be incoherent at a work location in the pulp warehouse building. the foreman returned to his contractor office where he was told he would be subject to disciplinary measures but decided to resign. the foreman returned to site and attacked a wood hsse supervisor, (ip) from behind with a 1.2 metre long piece of wood and broke the ip's right arm. the ip ran and the foreman tried to follow him, but another worker intervened and the foreman fled. the ip was treated at the site medical centre and transferred to the local hospital accident and emergency department where his broken arm was re-set and he was admitted to hospital for overnight stay. the site was locked down, but the foreman threatened a security guard at one of the entrances and fled site. the foreman was subsequently found and arrested. the foreman was processed at the local police station and released. the ip was released from hospital on sunday 7 march and returned to work on monday 8 march undertaking light duties. the ip attended the local police station on monday 8 march to make a report. the wood hsse supervisor was initially treated at the site medical facilities and then transported to hospital.attempts were made to retain the attacker, but he threatened a security guard and escaped on a motorbike.incident reported to police.stand down of contractor held and alcohol testing of all personnel conducted.",ORGP
vehicle incident general,"cmv driver had a blow out on trailer tire and drives over 20 miles without knowing. migrated from legacy cairs incident #33626cmv driver was tasked with returning a trailer from a job site to the bloomfield, nm yard about a distance of 130 miles. at some time between the yard and about 25 miles out a tire on the trailer blew and the driver didn’t notice it. the blow out caused damage to the trailer fender and will need a new wheel and tire. migrated from legacy cairs - see detailed description",ORGP
head or face injury,"perrsonnel injured when performing cdft on well bza-2b.  at 10:00am on 4th june 2020, reliability operator (ro) and a scaffolder were injured whilst conducting cdft (critical device function test) on well bza-2b at zetung remote wellhead platform (ztg-wha).  when bleeding off gas from well to bleed-off skid; level indicator on the drum gave way injuring the 2 personnel.during the incident, ztg-wha is under siprod mode where the portable blowdown skid is connected to the process.  at 10:37am, the two ips walked to the clinic in the drill rig (naga-8) to seek medical attention.  after consultation with onshore medical doctor, the ro was sent to shore seeking further medical check up via the crew change helicopter.  taproot investigation initiated. client hse manager leading the investigation and client oim is the incident owner. wood is also actively participating in the investigation. conduct a standown for all personnel. develop a tor for incident investigation. tor to be reviewed and approved by incident owner. ",ORGP
"vehicle incident general, foot or leg injury","laceration to tm”s left knee. team member was in the process of widening the gap between an 8” carbon steel pipe, when the 4” grinder he was using kicked back and struck his left knee causing a laceration. team member was sitting on an “i” beam that ran parallel with the pipe he was opening the gap in order to make a fit. tm’s left knee was in between the pipe and the beam approximately 4” away from the grinder when it kicked back.  team member was brought to the nurse’s station where the laceration was cleaned and bandaged and otc medication was provided. ",ORGP
"slips & trips, hand or arm injury, foot or leg injury","ip stepped off the billy pugh onto the uneven surface on the deck of the supply vessel, twisting his ankle and causing him to fall to the deck of the vessel. migrated from legacy cairs incident #3480418 october 2017personnel transfer from fpso to supply vessel via billy pugh had been completed.transfer from supply vessel to export tanker was about to commence.ip went to the billy pugh to check and ensure his bags had been stowed securely in the cargo area of the billy pugh.as the ip stepped from the billy pugh back to the deck of the supply vessel, his left foot landed on the edge of the skid deck (in between the wooden section and metal section of the deck) which is approx. 2'' recess.ip placed his left hand on the deck to break his fall causing injury to his left hand.when ip arrived onto the export tanker, he informed the master what had happened, an ice packs were given and applied to injured areas. ip was given anti-inflammatorys.due to restricted communications on the vessels ip was unable to contact onshore management. a satellite phone is available, however this is only used for emergency situations. 20 october 2017ip returned onshore and was transported to neeg malabo dos compound. upon arrival, ipvisited the mdos clinic to inform the medic.the decision was made to transfer the ip to la paz hospital for x-rays.the results from these x-rays confirmed there were no fractures to any bones in ip's hand, arm or ankle.ip has been instructed to continue taking anti-inflammatorys for 2 more days and to visit the mdos clinic early next week for a follow up assessment. 21 october 2017ip returned to work under his complete work requirements. migrated from legacy cairs - see detailed description",ORGP
vehicle incident general,slight damage caused to vehicle side mirror due to vehicle coming into contact with branches protruding from vegetation. migrated from legacy cairs incident #35993on friday 17th november a wood employee was delivering a pipe spool from wood stores at forthwright offices bo'ness to the pipex yard in hamilton. before leaving the individual ensured that the load was secure and completed his pre-use checks.after making his way along the m80 and m73 he turned onto the a721 and was approaching his destination. the a721 is a narrow county road without pavements. as the individual drove over a small bridge and turned round a sweeping left corner he saw another vehicle heading towards him on the opposite side of the road. due to the narrow road the individual was concerned that the driver side mirror on the vehicle may come into contact with the oncoming vehicle so he tucked in towards the edge of the road.on doing this the side mirror came into contact with small branches protruding from the vegetation.the individual stopped in a suitable location and retrieved the mirror glass from the roadand then continued with his journey.on returning to site he reported the incident to thewood operations manager. migrated from legacy cairs - see detailed description,ORGP
covid,"positive covid-19, home acquired employee received postive covid-19 test result, home acquired. employee has not been in the office since well before christmas, no contact with other staff.",ORGP
