category,text,dset
*** Not Classified,"sheen discovered from platform, source coming from overboard water discharge. appr. 18 gallons determined based on dimensions. migrated from legacy cairs incident #36641a sheen on water was discovered originating from overboard water discharge. platform shut in immediately upon recognition. approximately 18 gallons determined based on dimensions of spill. wood pic on platform at time of incident.follow up actions: came back online with a couple of water wells to recirculate through the system to clean up everything, left wemco dumps closed to float over treater. once we noticed that our system was clean &amp; getting good water off our discharge line we brought platform back online fully. we then started opening more wells slowly &amp; opened up discharge line of wemco to discharge clean water. migrated from legacy cairs - see detailed description",ORGP
foot or leg injury,"a wood office employee accidentally hit his mug filled with hot coffee placed on the table which caused some to spill onto his legs causing first degree burns. migrated from legacy cairs incident #36452a wood office employee accidentally hit his mug filled with hot coffee placed on the table which caused it to spill onto his legs causing first degree burns. he was immediately sent to the hospital for first aid treatment.ip suffered first degree burns, was given cream and injection for pain. migrated from legacy cairs - see detailed description",ORGP
"fall from or working at height issue, dropped object or material, weather related issue","roof panel (3.4'x7.5') fell from roof of process building (approx. 40')  benchmark was in the process of performing housekeeping in the north end of the building and collecting scrap pieces of roofing material when a gust of wind took a piece out of one of their employee’s hand, causing it to fall. the material fell to the ground inside the hard barricaded (orange fencing) potential drop zone area. the piece of material was 3.4’ x 7.5’ x 23lbs, the drop was from the second floor area of the building, which is approximately 40’ above grade. the subcontractor is engaged in the dropped object audit program and the jsa covered working from heights. the wind was out of the south and the building is a wind block for a southerly wind. the hard barricade was far enough away from the building to account for the wind and any deflection. the only person remotely in the area on the ground was a delivery driver that pulled up on the driveway and was awaiting clearance to proceed forward for unloading but had no potential to enter the barricaded area.  the work plan included mitigation plans if something was to drop, orange fencing barricade installed, coordination between the different subcontractors of the work task being performed above grade.  all loose material was secured and an additional ee was assigned to assist in removing drop pieces from the roof top.",ORGP
*** Not Classified,"a small piece of metal shaped like wire (about 8mm long) found in the food  we were consuming the meals provided by thomson catering (through loh and loh) during the weekly safety meeting, when one of the exxonmobil employees noticed something strange in his mouth, he spat the food out and noticed a small piece of metal shaped like wire (about 8mm long) informed catering company to look into.",ORGP
foot or leg injury,"i/e was using inadequate fab table when the top shifted and slid on the i/e foot. 		at 2:10 pm the i/e was grinding on an 8"" sch 40 pipe while in a sitting position. the pipe was placed on top of an inadequate fabrication table comprised of a section of 4x8'x1/4"" plate steel on top of two sections of pipe standing vertically at 2 1/2 ft tall. the table shifted, causing the plate to slide and make contact with the i/e's foot causing a minor contusion. 				 task was immediately ceased and employee was taken to on site medical for evaluation. a cold compress was applied and the employee was instructed to follow-up with the safety department on the following morning. team member and crew were instructed on using appropriate methods of securing parts for cleaning, etc.			",ORGP
*** Not Classified,unsecured item rolled from forks on telehandler  the id fan motor that came off the plant  it appears to have rolled off the telehandler transporting it to the temporary holding area .it rolled to the ground . not immediately made aware of the incident. it was reported by mark finney post incident photos and tbt sent site wide ,ORGP
*** Not Classified,skid-steer while carrying piles ran over stub-up. on 6/01 sacramento drilling operator suzin sequoia was involed running over a riser (plastic conduit with cables) with a the font right tire of a forklift  drug & alcohol test competed (negative). retraining on sop conducted.,ORGP
vehicle incident general,"the driver of the 14ft lorry reversed his vehicle through the opening, made contact with the scaffold barrier.  a 14ft lorry, #yn2571k, was sent from aps 2 to b3 sulfur storage area to collect a portable water pump. the sulfur storage area is surrounded by an a frame scaffold barrier. two workers were passengers in the lorry. when the lorry arrived at the location a worker exited the lorry and opened the access point to the storage area. this is a 6mtr opening that has a plastic chain stretch across the opening. the worker proceeded into the storage area to identify the location of the water pump. the driver of the lorry proceeded to reverse his vehicle through the opening, he was not being guided, the second worker remained in the cab of the vehicle.  the near side rear of the lorry made contact with the scaffold barrier. there was no injury and no damage to the barrier or lorry. a wood supervisor was approximately 20mtr away from the lorry and called out to the driver to stop however the driver did not respond. there were no other personnel in the area at the time. the wood supervisor reported the incident and the driver was sent to crisp village medical centre for post incident a&d test, result negative. stopped workinitiated investigation process",ORGP
*** Not Classified,a small piece of ply (250mmx500mm) dislodged from trolley and fell to water below whilst transporting scaffold materials along the flare bridge using the designated trolley a small piece of ply (250mmx500mm) dislodged from the trolley and fell through the handrails to the water below. op’s were advised immediately and material was recovered by the sbv. op’s were advised immediately and material was recovered by the sbv.,ORGP
covid,ip tested positive for covid-19 ip was due to return to eg and is required to take pcr test to travel. had test done but discovered it was the wrong test (antigen test) which was negative. took second test at different location; which was a pcr test. results came back positive for covid-19; hospital instructed ip to quarantine for 14 days and retest.   contacted ip for update of condition; ip stated feeling good and has no immediate symptoms. we follow-up in one week ,ORGP
