category,text,dset
*** Not Classified,"the passenger side door and club cab door on a wood truck were damaged.  no injuries. on may 16, 2019 at approximately 14:00 hours, the wood lease operator arrived at the wu 12-12-4676 well site.  he was tasked with removing water out of the gas meter on the well.  while performing the task, he walked around his truck and identified a drip with a tire around it that was 10 feet from the truck as an obstacle he needed to avoid.  after he completed the task, he got into his truck to leave.  while driving out of the location, he forgot about the drip and contacted the passenger side of the truck on the drip valve.  the contact damaged the driver’s door and the club cab door.  there was no damage to the well infrastructure.  there were no injuries. the lease operator reported the incident to his supervisor and the hse specialist.",ORGP
lifting or moving loads,an 80 foot jlg aerial lift contacted an energized natural gas line.  a team member was attempting to park a jlg 800s (80 ft) aerial lift on the east side of heavy haul road when he contacted an energized 16-inch natural gas line with the rear boom section of the aerial lift. the contact resulted in the 16-inch line shifting 1 ½ inches on the pipe support and bending a u-bolt support located approximately 15 feet up the the line from the point of contact. a spotter was being utilized at the time of the incident. the operator stated that the boom controls malfunctioned while he was backing near the energized gas line which prevented him from stopping the lift before it contacted the line. there were no injuries associated with this incident. an investigation is underway.close out notation - incident was reclassified based upon elt/hsse review. internal irp was conducted and is attached as part of the investigation. incident was reported. incident scene was secured. operator and spotter received post incident screening. investigation initiated.,ORGP
*** Not Classified,"wood supervisor bumped his hard hat, resulting in a minor scratch. a wood employee was descending from the scaffold at the top of the super heater (north side). when he reached the lower scaffolding platform he ducked down to go under a pipeline, but he did not realize there was another pipe immediately after the initial pipe and his hard hat made contact with the second pipe. resulting in a minor scratch. the employee reported this event immediately and went to the contractor clinic where he received first aid treatment. the employee was released back to work without restrictions.  #name?",ORGP
covid,employee communicated a positive confirmation for covid-19  an employee reported a confirmed positive test for covid-19 to site management. the employee has been in isolation. wood is identifying those who may have worked in proximity.  appropriate notifications have been completed. ,ORGP
eye injury or irritation,"debris in right eye of wh -appropriate ppe utilized migrated from legacy cairs incident #35958on 11/16/17 wh was assisting his welder on cleaning the weld on a 20"" section of pipe using a wire wheel attachment. ip (injured employee) stated that he felt debris bounce off of his shirt and up under his spoggles. he stated to have immediate irritation in his right eye but went away. later on that night he continued to feel discomfort, so notified his immediate supervisor and welder of the incident at approximately 7:30 am on 11/17/17 the following day. safety arrived to location and was able to rinse out debris in his right eye. ip stated to have immediate relief and no further discomfort. as a precaution the ip was taken to see the optometrist, who found no further debris and recommended that he use over-the-counter lubrication drops. unsafe behavior: safety inspected the spoggles used and found that there was a gap on the bottom of the frame, allowing the potential for debris to float in. also the ip did not report the incident the day it occurred. corrective actions: different frames of spoggles will be purchased and available to fit different facial structures. ip was coached by his supervisor and safety of the importance of immediate notification, so that first aid measures could be administered, and reporting can begin in a timely matter. migrated from legacy cairs - see detailed description",ORGP
"hand or arm injury, foot or leg injury",subcontractor employee came in contact with grinder blade and cut his finger. migrated from legacy cairs incident #30214a fabricator; after conducting grinding activities on a 1 “ beam ; the fabricator placed the grinder on the said beam and took off his gloves to wipe the sweat from his forehead; at that very moment the ip saw the grinder falling and attempted to catch the grinder. he caught the grinder by the blade and suffered a minor laceration on his right index finger .immediate corrective action taken: the job was stopped. the injured party was immediately treated and given a band aid and returned to work within 20 minutes follow up actions: stand down to be given with the team ;engaging the team on 1. proper use and placement of hand tools 2. proper house keeping 3. safe work practice when conducting cutting and grinding operation migrated from legacy cairs - see detailed description,ORGP
*** Not Classified,"ee was cutting tubing to a chemical pump when residual pressure released, splashing a minor amount of scale inhibitor on ee on april 30, 2020 at 11:00 am, a wood employee was changing out tubing to a chemical pump at the tinsley eor facility in bentonia, ms. as ee began to cut into the tubing, a small amount of residual pressure caused scale inhibitor to spray onto the ee causing minor discomfort. ee washed off the scale inhibitor and reported incident to supervision. axiom was engaged and first aid measures were recommended.",ORGP
*** Not Classified,"short circuit in 440v cubicle short circuit in 440v cubicle in electrical switchroom. at the time of cairs submission, no more information available. a/w hse report to be released by client. electrical cubicle made safe. no further information available at time of cairs submission. a/w hse report from client",ORGP
"slips & trips, general injury","mtc; amcs (cc2210); left shoulder dislocation; ks-2016-0055 worker was in the process of repositioning a chain fall.  while changing their position on the beam, the ip’s foot slipped causing the ip to fall approx. 20 inches. the ip caught himself with his elbows resulting in a separation of the left shoulder. worker was in the process of repositioning a chain fall, while changing their position on the beam, the ip’s foot slipped causing the ip to fall 20 inches. the ip caught himself with his elbows resulting in a separation of the left shoulder.",ORGP
"lifting or moving loads, vehicle incident general","minor damage to track hoe. migrated from legacy cairs incident #39919a wood employee got into a track hoe and began to clean out a trench where recent hammering of rock had occurred. while doing so, the employee curled bucket of track hoe back into the bottom of cab and ladder step causing minor damage.employee was tasked with standing near the work to take grade shots while rock hammering was taking place. the foreman receiveda call indicating problems with the hammer and walked back over to the area where the work was taking place noticed damage to the frontof the excavator. the operator of the hammer hoe informed the foremanhe did notice how damage occurred. the foreman then asked the employee who was taking grade shots and was informed that he had wanted to help therefore had jumped into the damaged excavator and began to clean the trench ofrock and debris and that while doing so hadpulled the bucket up to close the cab and curled the bucket into the bottom of the cab causing minor damage. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,pump got damaged and a part of insulation started smoldering. while performing chemical cleaning in the psa the altena pump got damaged (system for seal cooling). due to the damge a part of the insulation on the top of the pump (exhaust) started to smolder as teh pump overheated. altena stopped the pump immediately without further consequences. after the event the pump was replaced for another pump on sunday the 8th of october. #name?,ORGP
*** Not Classified,"coolant cap lose on the hydrovac truck migrated from legacy cairs incident #31429spilled coolant onto matting. lose coolant cap on hydrovac truck.retightened coolant cap, clean up with sorbent pads on matting.discussed incident with crew.sorbent pads were bagged and transported to yard for disposal in hazmat (contaminated materials disposal), migrated from legacy cairs - see detailed description",ORGP
head or face injury,"during building inspection, subcontractor hit head on low crossmember that was directly over walkway. during building inspection, subcontractor was walking/inspecting building attic. attic was dimly lit, subcontractor was using a light, but was not wearing a hard hat at the time and hit head on low crossmember that was directly over walkway. subcontractor had a bump on head and was feeling dizzy so was taken to nearby hospital for evaluation. wood site manager notified pm and hse manager.",ORGP
"hand or arm injury, head or face injury","wg employee was checking an oil tank and felt a sharp discomfort on his inner forearm and on the right side of his head. there was minor swelling/redness reported to the affect areas. axiom was contacted and first aid measures were appropriate. migrated from legacy cairs incident #34202wg employee was checking an oil tank and felt a sharp discomfort on his inner forearm and on the right side of his head, approximately cheek level. he then noticed several wasps surrounding him. there was minor swelling/redness reported to the affected areas. axiom was contacted and first aid measures were appropriate for this injury. migrated from legacy cairs - see detailed description",ORGP
covid,one wood employee tested positive for covid 19 while on days off.  one wood employee tested positive for covid 19 while on days off on 8/13/21. ee's symptoms have subsided and will continue to quarantine and monitor. no contact tracing required.  ee instructed to isolate by his primary care physician. ,ORGP
"lifting or moving loads, vehicle incident general","a sbi driver was rear ended while driving his company vehicle, resulting in rear quarter panel damage to the pickup. no injuries occurred. migrated from legacy cairs incident #31056a sbi driver was pulling off of the highway into a gravel area, when another third party driver that was following the sbi driver, struck the sbi vehicle in the passenger rear of the truck. the collision resulted in body damage to the pickup and significant front end damage to the offending driver. no injuries were sustained by either party as the speeds had been reduced in preparation for pulling into the gravel area. migrated from legacy cairs - see detailed description",ORGP
general illness or health issue,"the wood ip had an allergic reaction to the smoke from the wildfires that was in the air.   after being outside for 40 minutes, the ip’s allergies were irritated by the smoke from the wildfires and he became short of breath, dizzy and developed a headache.  he got back in his truck, closed the windows and turned on the air conditioner.  before driving back to his home to get an inhaler which the ip had forgot to take with him in the morning, he called his cop foreman.  the cop foreman requested that he call axiom.  the ip called axiom and received first aid measures.  the actual severity is a b1 because the ip only required first aid measures and his inhaler.  the potential severity is a b1 because it was unlikely that his allergic reaction would have required more than first aid measures. the ip called his cop foremen to let him know he needed to drive to town and get an inhaler.  the cop foreman told the ip to call axiom even though it was not work related.  ip called axiom.",ORGP
vehicle incident general,"oncoming vehicle crossed to the wrong side of the road and collided into wood vehicle  whilst driving to work a wood vehicle being driven by a technician was hit by an oncoming vehicle that crossed onto the wrong side of the road and into his path of travel. the technician's vehicle sustained major damage and was towed from the scene, emergency services attended the scene. the technician was assessed by ambulance officers and did not require further medical assistance. another wood tech arrived on the scene shortly after impact and assisted ip and cared for him afterwards. another wood technician attended to assist. the technician was alcohol tested by police and returned 0.0%bac. ",ORGP
*** Not Classified,"the oim left all his things in his locker and when he returned to the plataform the key of the locker was not at the same place that he left and his shaving kit with norelco shaver phillips was not inside the locker anymore. migrated from legacy cairs incident #31201the oim left all his things in his locker and when he left the plataform he had all his things locked up on his locker with a key on the right side of a hook hanging in the room the black shaving kit was on the self inside of his locker at the time. when he returned to the polvo a and went to his room he noticed thar the key was put on the left side of set of hooks. it was when he noticed that someone had taken his shaving kit with norelco shaver phillips beard trimmers, all razors and shave cream. so he let the safety officer know that this had been taken from the oim cabin. migrated from legacy cairs - see detailed description",ORGP
