category,text,dset
covid,wood employee tested positive to covid-19 wood employee underwent swab which resulted positive to covid-19 the employee is in quarantine as per local law.negative swab is required before returning in office.no more actions required.,ORGP
"dropped object or material, hand or arm injury, near miss, slips & trips","portion of scaffold dropped to grade as a zampell employee was ascending the stairs at the northwest corner of the baghouse, he stopped to rest for a moment. he placed the 14 pound, 6' long piece of tube lock scaffold material across the handrail to rest his arms and the piece slipped out of his hands, falling down to the hopper level approximately 30' below. no one was injured, but this was a significant near miss. all zampell work was stopped immediately and a safety standdown focusing on the potential consequences of this significant near miss was conducted with the entire crew. they stressed the importance of safe material handling and maintaining positive control at all times, including the proper methods of carrying material, passing material, and the twist pass method of scaffold material hand off. ",ORGP
"theft, vehicle incident general","vandelism and theft - company vehicle company truck was broken into during the overnight hours while parked at employee's residence.  the driver's side window was broken, and a drill and drill bits were stolen.  no injuries. employee notified local police and a report was filed.",ORGP
"covid, slips & trips","wood team member tested positive for covid-19 before traveling to the field, a covid -19 test is carried out to employees who are going to travel as a preventive measure. hsse department received positive test from an employee who had to initiate field trip. the employee is without symptoms and initiates self-isolation at home. team member, reported to hssesome recommendations were sent to the employee by hsse",ORGP
"site compliance or practice issue, ppe non-compliance, fall from or working at height issue","sub-contractor was observed not wearing fall protection while working above 4' from ground level. on january 12, 2021 at approximately 1:10 pm, client safety representative observed a sub-contractor employee standing on the top of the mobile crane deck approximately 68” above ground, without wearing fall protection. shortly thereafter, a mechanic arrived on site and accessed the same crane deck without fall protection, to fix a leak that was reported earlier in the day by the crew. this was a violation per the client’s policy (exhibit g), which states any work above 48'' requires 100% fall protection. at no point were the two individuals exposed to a fall of 6’ or greater.  no injuries were obtained by personnel. the actual severity rating for the incident is classified as an a1 as no personnel were injured. the potential severity rating is a b2 due to the potential of the individual requiring medical treatment from falling of 68’’ and making contacting with the equipment/ground. incident was reported late. contractor was stood down. incident investigation protocols were initiated.",ORGP
hand or arm injury,"personnel sustained 1/4 on 28 july 2018 at approximately 0745 hrs., two individuals were working on opposite sides of a spool.  their task was removal of a lifting bar.  due to the size of the spool, they could not see each other and as one employee pushed the bar the other pulled, causing a slicing motion. the ie had gloves on, however, as the bar moved forward, he sustained a cut on right index finger, through his gloves, of 1/4 inch."" stopped the work. briefed personnel on the importance of continuing to utilize personal protective equipment. in addition, stressed the importance of constant communication between all parties present when performing any task.",ORGP
covid,employee communicated a positive confirmation for covid-19 an employee communicated a positive confirmation for covid-19 as part of on-site voluntary testing. employee has been in self-isolation since date of participation of voluntary testing pending results. appropriate notifications have been completed. ,ORGP
foot or leg injury,"left ankle strain stepping in pot hole employee stepped into a pot hole while walking on project site, rolling left ankle.  this caused a strain/sprain to the ankle.  workcare was consulted and they recommended a clinic visit.  clinic determined that nothing was broken and employee was released to full duty with only over the counter medication required.",ORGP
covid,individual positive for covid-19 on 27nov2020 individual felt generally weak while working in subcontractor office location. directed by his supervisor for home work on the same day. on 30nov2020 individual received first symptoms of fever initial rt-pcr test conduced 01dec2020 with negative result on 02dec2020. follow up test conducted on 03dec2020 with positive result on 04dec2020. wood representative was informed on positive test result and conducted contact trace. 2 individuals considered close contacts asymptomatic as of today. exposure of positive individual in unknown. information from laboratory to polish epidemiological authorities.contact trace.isolation of exposed employees.subcontractor office closed.information to the subcontractor on necessity  information on the symptoms,ORGP
"general injury, hand or arm injury",punchure to finger on left hand caused by barbed wire whilst clossing a gate operative was closing an access gate at tower 384 and caught the 4th finger of his left hand on a piece of barbed wire wrapped around the post by the granter some time ago.  barbed wire had become dislodged during the opening of the gate and was not noticed by the operative as he closed it.  the operative was wearing gloves at the time and the barbed wire punctured the skin on the side of his finger.  operative covered the puncture mark with a dressing. went to the local a&e for a check up.  the puncture area although small was cleaned and closed using medical super glue.  the operative returned to work immediately afterwards.,ORGP
