category,text,dset
*** Not Classified,"cyclist came off their bike in the underground car park. migrated from legacy cairs incident #34428at approx. 7:40am on friday 18th august a cyclist came off their bike in the underground car park. first aiders were called, and after initial care an ambulance was called as the individual was unable to get up and was suffering from pain and nausea. paramedics were able to bring the ip to their feet, they then provided paracetamol and ibuprofen and recommended rest. initial feedback is that the wet weather conditions and slippery surface in the car park caused the cyclist to slip and come off their bike. further information to follow. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"breeding birds nest ground stripping was undertaken at d83 prior to a breeding bird survey by an ecologist / ornithologist. an ecologist arrived on site at around 0800 (08/06/2017) however mobilization and stripping had commenced the previous day (07/06/2017). works have been stopped at this location until further notice as a burst utility pipe needs to be diverted around the pad. breeding bird surveys will be undertaken on the route of the scottish water water pipe diversion, and around the tower pad prior to further works commencing.",ORGP
*** Not Classified,"ip felt a metal particle enter their eye while they were carrying out grinding work on a grating panel they were fabricating migrated from legacy cairs incident #40175ip was fabricating new grating panels in the fab shop on the north cormorantwhilst grinding, the ip nudged their rpe which in turn slightly moved their goggles and allowed a particle to reach their eyeip stopped work immediately and visited the medicthe medic successfully removed the particle and the ip returned to work with no restrictions or further issuesdue to migration issues (inability to create actions in cairs), the following actions have created;1) supervisor to ensure ip triesadifferent combination of goggles and masks available to find a fit that will not move the goggles while working. ensure that the ip is face fitted for the type of mask if required. complete; work party instructed to wear an air fed mask during this activity 2) carry out worksite visits where goggles and masks are used in conjunction with a task over a 3 week period to ensure personnel rpe and goggles fit. complete; work site monitoring completed and no issues identified migrated from legacy cairs - see detailed description",ORGP
fire,welder was observed performing butt weld on top of a make shift platform ie wooden pallets stored three high. potential for incident was both fire with combustible material being in a hot work area and employee was also working at height. migrated from legacy cairs incident #31424employee was observed tig welding a spool on top of wooden pallets stored three high at approximately 1100am on monday 26/09/2016 within bay 3 of the fabrication services workshop. this unsafe act was not only a potential hazard due to combustible material being in a hot work area but also posed a working at height risk as no edge protection was in place around the makeshift platform.on questioning both the supervisor and welder in question it was evident that there was a lack of hazard awareness on both parties which led to the unsafe act taken place. the job was stopped and the makeshift platform dismantled and aluminium hop ups were used to complete the remainder of the welding migrated from legacy cairs - see detailed description,ORGP
*** Not Classified,"electrical engineer installing pv panels, vomitting and headache electrical engineer(ee)  was installing pv panels needed to get out of sun as per heat illness prevention plan. given cool place to relax, rehydrate with water (""sqwincher"" popsicle) and recovered.  taken to cooling trailer to re-hydrated, electrolytes, orange and kept in air conditioned trailer.   ",ORGP
foot or leg injury,ip reports was out on helideck yesterday with helideck crew loading baggage on helicopter and was walking across helideck with baggage and felt a pop and burn feeling to left knee. migrated from legacy cairs incident #30113ip reports was out on helideck yesterday with helideck crew loading baggage on helicopter and was walking across helideck with baggage and felt a pop and burn feeling to left knee. ip did not feel any further pain and continued work. ip began feeling increasing discomfort to left knee throughout day and today pain worse. ip reports to health center this afternoon for assessment of left knee pain. treatment provided. rtw full duties. rtc in am and as needed any further issues or concerns. supervisor notified. migrated from legacy cairs - see detailed description,ORGP
hand or arm injury,"an electrician got short-term (0.5 sec) power through hand - hand, between phase and ground (130v ac) an electrician got short-term power throughput (<0.5 sec) from hand to hand, between phase and ground (130v ac) during work on the pdss project.the incident occurred in connection with work in a tight distribution cabinet containing a plc, terminal blocks and a circuit breaker. when the fitter had to push the terminal blocks and automatic circuit breaker onto din rail to accommodate new equipment, the circuit breaker was touched on the underside with a hand, while the other hand held onto a din rail of aluminum. (the circuit breaker has two small uninsulated 18 x 6 mm sections on the underside). the work team consisted of two electricians (hired personnel).  the incident notified to the wood installation manager. medic. sought for check. no abnormalities were found. back to work immediately after.conducted conversation with involved personnel where the importance of compliance with fse requirements and understanding of risk was reviewed.completed ""time-out"" with the entire work team where learning from the incident and focus on safety for further work were reviewed.reported to subcontracting company for follow-up of own personnel.reported to dsb and nav.prepared safety alert / lessons learned (one pager)",ORGP
vehicle incident general,"truck e-1298 was hit on driver rear end quarter panel by pepsi semi truck. migrated from legacy cairs incident #28559employee was parked at loewen farm and lumber when a pepsi semi truck was leaving the loading and unloading dock and as he was exiting the business, he made a sharp turn right into highway 62/385 before clearing path resulting in hitting truck e-1298 in driver side rear quarter panel. migrated from legacy cairs - see detailed description",ORGP
security or general safety concern,"an unauthorized visitor entry was reported at the west side of the horseshoe building during lunch time yesterday, the wood campus security team was notified immediately. luckily nobody was hurt and nothing was damaged. migrated from legacy cairs incident #36013an unknown woman approached up behind an employee at her desk. the woman made her somewhat uncomfortable as she wasobviouslylooking at what was on her desk and computerscreen so the employeeminimized the information and asked if shecould help.the woman stated she used to sit there and was looking for another employee. theemployee looked up the person she was wanting to see and that personcurrently resides in another building, so theemployeeoffered to call the person and asked if she checked in with reception. the woman said it wasn't necessaryandstated she ""let herself in"". the employee went ahead and called the person she was looking for and let him knowthe womanwas looking for him but the guy seemed uncertain as he did not recognize the name. the woman then gave a different last name and then he knew who he was but stilled seemed uncertain. the employee askedhim if she could give her his work number and he agreed. the employee told the woman she would escort her out but the woman immediatelyturned and walked off beforethe employee could hang up the phone and escort her. the employee followed behind her to be sure she left and reported the incident as the woman made her uncomfortable and did notenter the building throughreception, but probably followed another employee into the building. she later learned that the employee had worked with the company about 4 years ago. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"oil tanker in the process of positioning to the calm buoy had lost all propulsion and was drifting toward the fpso. esd for complete field shut-in was activated. abandon ship alarm and muster activated. migrated from legacy cairs incident #39627in preparation for a normal product offloading receiving oil tanker in the process of positioning to the calm buoy lost all propulsion and was drifting toward the fpso tankerlocation was approximately 200 mts off the fpso starboard sideesd for complete field shut-inwas activatedabandon ship alarmactivated and muster was underwaybefore abandon ship and life boat launching commenced the tanker drift was brought under control andtanker was repositioned using additional support fromvessel pacific retriever that was in the areaabandon ship alarm cleared commencement to bring the assets back online was activated tanker wasnow positionedapproximately 500mts clear and downwind of the fpso, still without propulsion but under the control of the two support vessels tanker was empty and in the process of positioning to connect to the calm buoy when propulsion was lostall alarms cleared and the process of bringing the field back online was underway no lifeboats were launched, or any personnel had evacuated the asset** update ** draft investigation report sent out for review to relevant personnel for comment. final report to be issued after comments are collected. information provided by gp hse manager kt. td 26/09/18. **update** 6/10/18 - delay in final report being issued from kt regarding incident. close out date extended to allow for time until report issued. **update** 8/11/18 - draft report attached to cairs case. migrated from legacy cairs - see detailed description",ORGP
eye injury or irritation,"during tear down of concrete forms an employee felt foreign particles in his eyes. migrated from legacy cairs incident #30870on monday, july 18, 2016 at 8:15 am at the b 800 block of olin blue cube a brazos m&amp;e employee was tearing down concrete forms and felt foreign particles in his eyes. migrated from legacy cairs - see detailed description",ORGP
"covid, general injury","covid-19 test, positive wood employee undergoes covid-19 test, has symptoms of tiredness, muscle pain and throat, wood employee was working at home, receives covid-19 test results, february 14 with results positive, at this time staff are quarantined at home, staff visited a doctor, and are undergoing treatment. there are no wood personnel in the contact chain. the infected wood staff notifies their discipline leader and hsse leader, according to procedure, the infected staff is treated by a health specialist, he is isolated in quarantine at home, there is no chain of contact, the staff work at home, due pandemic situation.",ORGP
covid,employee communicated a positive confirmation for covid-19 an employee reported a confirmed positive test for covid-19 to site management. the employee has been in isolation. wood is identifying those who may have worked in proximity.  appropriate notifications have been completed. ,ORGP
