category,text,dset
fuel spill or leak,"during the transport of the radiant section from the basteviksholmen berth to the preem lay-down area, power pack 2566 broke down due to a h full report included  upon slowing down the transport. the spmt operator immediately stopped the transport and the entire teamproceeded to contain the leakage with the available spill kits and absorption grains on the spmt's. the spillage was fully contained on the asphalt and no oil could penetrate the soil. the area was completely cleaned up. the soiled absorbents and grit was disposed of in accordance with the hydraulic oil msds and preem segregated waste management protocols movement of the spmt ceased and work suspended. traffic route was co ordinated and  marshalled throughout and the area totally cleaned up.   ",ORGP
"head or face injury, slips & trips","an operator was walking around his machine when he tripped and fell to the ground  at approximately 8:30 am operator dismounted his equipment and proceeded to walk around to the front of his machine. the ground was wet and muddy due to a warming temperatures and thawing snow. the operator was walking across the muddy uneven ground when he stepped on a rock and stumbled to the ground which resulted in an abrasion above the left eyebrow . the operator was administered first aid onsite. employee was evaluated, briefed and returned to work activities ",ORGP
covid,ip tested +ve for covid-19 ip tested +ve for covid-19 line manager in contact,ORGP
"foot or leg injury, hand or arm injury","wood structural welder exiting scaffold during plant evacuation drill onto ground level and felt minor discomfort in left knee as he twisted as the plant wide evacuation alarm sounded (10:30am),  a wood worker/injured person (ip) went to exit his scaffold located on the north side of the gdu unit. as he traveled down the scaffold ladder, he placed his left foot on level ground, but as he turned to walk, he felt some discomfort in his left knee. the ip along with everyone else was evacuating to muster point 19 located approximately 1/3 of a mile from the unit. the ip stated that he didn't feel any discomfort or pain as we walked and stood at the muster point (over30 minutes). as the all clear was given the ip stated that his knee felt a bit heavy with some minor discomfort. after the evacuation all-clear, the ip told his general foreman (gf) that he felt some pain in his left knee. his gf told him to report it to wood hssea. the ip reported to the hssea site office around 12:10pm to report his event. hssea professionals on site reported the event to supervision and the client. the ip was taken to the client onsite medical facility for evaluation. the ip received an ice pack to treat some minor swelling that was present. the ip was release back to work with instructions to ice periodically and received over the counter pain relief/anti-inflammatory tablets.  drove ip to medical and he is to follow up tomorrow. jep and permit were reviewed and pictures of the location where event took place were taken. investigation begun. ",ORGP
covid,"wood employee was in monitoring pre-embark to whpa, performed the covid-19 test on february 22th and the result was positive. wood employee was in monitoring pre-embark to whpa, performed the covid-19 test on february 22th and the result was positive. the ip is asymptomatic. the ip is asymptomatic. he received guidance from the nursing technician regarding the necessary care and will be sent home for quarantine period.",ORGP
eye injury or irritation,"spotter had a foreign body enter their right eye while wearing foam lined properly fitted spoggles.			 on 05/24/26, at approximately 11:15 am, a spotter was providing support to a skid steer operator when a foreign particle entered their right eye. the spotter was wearing properly fitted foam lined spoggles at the time of the event. actual severity rating of b1 was selected as first aid treatment, eye wash, was provided. potential severity rating of b2 was selected as event could have required medical treatment depending on the damage to the ip’s eye from the foreign body. spotter notified supervisor and was escorted to the onsite medic for evaluation and treatment. spotter was offered eye wash and accepted. the spoggles were verified for proper fit. spotter is doing well and has returned to work with no restrictions.  			",ORGP
hand or arm injury,"ip was drilling holes into a cable rack. whilst in operation the drill bit got caught, causing the ip's left arm to twist with the drill. b&w employee was drilling holes into a cable rack, during the drilling process more pressure was applied on the drill. under this pressure whilst in operation the drill bit got caught, causing the drill machine to twist. the ip's left arm twisted with the drill. immediate area secured for investigation purposes. hpjv hse advisor was informed. ip was taken to the isos site clinic and returned back to his duties as normal.",ORGP
vehicle incident general,"trolley cart collided with printer tray whilst being manouvered  at approx. 09:15 on 22nd january a trolley cart, which was being operated by a managed contractor collided with a printer tray subsequently causing damage to the printer.  contractor reported damage to cbre management and print room. wood hsse informed immediately.  ",ORGP
mechanical or equipment issue,"contractor drilled through partition framework and hit electrical cable which blew the lighting circuit fuse-no flashback or energy release during the installation of a partition to form a new office, a contractor was using an insulated battery powered drill to drive a 60mm self tapping screw through a front panel of the aluminium corner unit.  just after penetrating the panel the lights went out, the contractor immediately stopped work.  there was no injury or indication of an electrical problem. on instruction form the mssi project manager, the local electrician checked the lighting circuit and found the 6a fuse had blown. when the panel was removed two unanticipated wires  associated with the lighting circuit were found - the contractor had drilled into one of these wires work was stopped and an investigation commenced.   the contractor was required to attend a safety briefing before re-starting work on site. subsequent checks demonstrated the metal corner post was correctly earthed at 0.27ohms to earth.sought advice from ec&i lead on severity - all systems functioned correctly in that fuse rating was correct and it functioned as designed; the contactor was using an insulated makita drill.  the most probable outcome which could be experienced in this instance was demonstrated with asset damage to the cable and a blown fuse.  all the controls to mitigate this type of event functioned correctly thus protecting the individual from harm.damaged cable has been pulled through and will be wall mounted to the new partition.",ORGP
vehicle incident general,"damage to company car due to icy road conditions employee drove on highway to client, found out that road conditions where in places icy (black ice) and reduced speed. nevertheless he crashed with left car side into crash barrier, no other cars involved, no injuries to employee. police arrived and recorded accident, then left as there were more accidents in this area; employee drove to car repair shop, secretary organized rental car.",ORGP
"lifting or moving loads, line strike","while excavating dirt, an operator struck a buried utility. migrated from legacy cairs incident #34101on june 16th around 3:00 am at the green hills mall project superintendent steven beight was excavating dirt to subgrade. while digging soil out randy swiney noticed that the operator caught the bucket of the excavator with a buried utility. work was immediately stopped. superintendent rodney hocutt was notified. rodney then informed a representative from whiting turner that there was damage to the buried utility. the scene was secured and everyone was instructed to vacate the area until the onsite electrician checked the damaged line. the electrician turned all power from thesource off until the line can be repaired. carlos huerta escorted steven and randy to an urgent care clinic for a post-incident drug/alcohol test. both employees willfully submitted to the tests. breath alcohol results were negative. drug tests are pending. a root cause analysis was conducted. a safety stand down was held with the crew to go over the findings and explain the importance of spotters and digging around utilities. the importance of not putting a bucket into the ground without being 100% sure there are no conflicts will also discussed. randy hocutt will explain to the crew that if an hour or two of production is lost at the beginning of the work shift due to us doing our due diligence i am fully supporting that.  during my investigation i discovered that a jsa and a dig permit had been completed prior starting work. according to rodney steven and randy were instructed to excavate for under drains and remove old electric and sprinkler lines. then steven started to dig with randy as his spotter in the area as instructed. they were not aware of the buried utility. as steven was excavating the area according to both steven and randy, the conduit was struck by the mini-excavator being used. migrated from legacy cairs - see detailed description",ORGP
covid,employee has been tested covid-19 positive employee has been tested covid-19 positive the employee has been working from home since march 2020. employee had symptoms of covid-19 and went for testing. the employee was found to be positive. employee has been tested covid-19 positive the employee has been working from home since march 2020. employee had symptoms of covid-19 and went for testing. the employee was found to be positive. the employee has been on home quarantine as per medical advise.,ORGP
"back injury, lifting or moving loads",ee felt discomfort in his back while moving logos off of a pallet from a forklift to the ground employee was moving logos off of a pallet on a forklift onto the ground. employee felt discomfort to his mid back while doing so and continued to work before contacting his foremen. employee was treated with cold therapy and given ibuprofen,ORGP
hand or arm injury,"minor cut to tip of right index finger in c2 area ip, an electricians mate, was replacing washers on the ladder rack hold down clamps using a battery operated impact driver. the operative attempted to hold the washer in his fingers, which was spinning with the bolt. when he pressed the trigger of the driver the washer spun and impacted the tip of his right index finger causing a minor cut to the side of the nail. the operative was wearing his cut resistant (tornado quantum) gloves at the time. the worker let the finger bleed, before it quickly stopped, and visited the hp&s office. the operative and his supervisor attended the nearest hp&s office where the wound was monitored and cleared of contamination. the worker was taken to the separation area surgery by the hp&s monitor who returned and monitored the work area, which was clear of contamination. a plaster was applied to the wound and the worker returned to work.  ",ORGP
covid,three gemont employees were tested positive to covid-19 three employees tested positive for covid-19 during routine checks. employees and theirs close contacts were immediately sent in quarantine. no other consequences.,ORGP
"bites (animals or insects), hand or arm injury","employee stated he was stung by a bee while performing housekeeping around civil foundation. employee was taken to onsite medical for evaluation. employee was released with first aid treatment. migrated from legacy cairs incident #36456the employee was doing housekeeping work around a civil foundation when he felt discomfort in his arm. he looked at his arm and saw a wasp fly away. he reported the event, and was taken to on site clinic for evaluation. employee was released with first aid treatment. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"loss of communications between alpha platform and onshore migrated from legacy cairs incident #33716on the morning of 20th of april it was discovered that beatrice alpha had lost normal communications with onshore. one of the platforms instrument technicians discovered this when he began his shift shortly after 06:00 in the morning. internet connection was not great during nightshift but there was no real reason for the nightshift cro to think that anything was wrong other than a poor internet connection which is often normal off shore.the instrument technician attempted to restore communications by rebooting the modems, these came back on line and looked to be operating normally but the platform still had no comms.a phone message was left with wg it using the platform sat phone, they contacted the platform shortly afterwards advising that we contact europasat who are our network provider.the instrument technician contacted europasat who informed him that we had used up our monthly allowance. this was reported back to the oim who managed to contact wg onshore support at approx. 08:00 using the sat phone.normal comms were established at 10:31. migrated from legacy cairs - see detailed description",ORGP
burns,"minor burn by hot bath oil on employee right wrist. while calibrating a thermometer, the equipment that stirs the bath oil failed and a splash of hot bath oil landed on employee's right wrist.  first aid administered (burn gel and gauze wrpped around wrist). employee contacted workcare and workcare suggested self care/first aid as well.",ORGP
"foot or leg injury, hand or arm injury",broken glass mug was place in a trash basket in the pantry without cover which could harm people migrated from legacy cairs incident #38545a broken glass mug was place in a trash basket in the pantry without cover it with something to prevent injury to other people who is using thebasket or to the cleaner when clearing the basket. migrated from legacy cairs - see detailed description,ORGP
eye injury or irritation,iron worker was screwing in place overhead liner panel when some metal debris enter his left eye resulting in medical treatment for removal migrated from legacy cairs incident #40008an employee was screwing metal liner  panel above his head when a metal shaving created by a self-tapping screw  went in his left eye. ie was wearing his safety glasses at the time of the  incident. ie was in an aerial man lift basket when this occurred. as soon as  ie felt the discomfort he then safely lowered himself down and reported it to  his supervisor. ie flushed the eye with help of the supervisor. ie and  supervisor believed they had removed all the metal particles out of the eye  and ie continue to work. this occurred on 10/28/2018.    on 10/29/2018 ie was experiencing minor  discomfort to his left eye but did not notified his supervisor.    on 10/30/2018 ie reported to his  supervisor that the irritation to his left eye was increasing. supervisor  immediately contacted his project manager and safety manager. safety manger  advise supervisor to reach out to axiom. axiom recommended for the employee  to be seen at a facility but where not successful finding such place. safety  manager had the supervisor take the ie to a med express located close to  site. med express attempted to remove  the metal shaving via cotton swab and flushing but where not successful and  referred ie to st mary’s medical center. st mary’s were successful removing a  piece of it. st mary’s had to refer ie to a different doctor as their doctor  was not available until thursday. st mary’s did issue a prescription for eye  drops (polymyxin b sulf-trimethoprim) to prevent infection. ie received no  restrictions or time off.     on 10/31/2018 ie was seen by eye care  they were able to remove the piece of metal via medical tools and tweezers.  ie received another prescription to prevent irritation and infection. he was  release without any restrictions or time off. supervisor was with ie at all  the medical visits. migrated from legacy cairs - see detailed description,ORGP
covid,"2 employees have been tested positive to covid-19 2 employees have been tested positive after feeling some symptoms. they have been tested themselves with rapid test,. the pcr test was conducted, also resulted positive. all contacted persons have been tested negative. all contacted persons have been tested negative.",ORGP
"hydraulic fluid or oil leak, fuel spill or leak",water and hydraulic leak to soil from front end loader under long term maintenance cat front end loader (pp135) identified leaking hydraulic fluid to bunding from uncapped hoses under long-term maintenance.  bunding had overflowed to soil due to rain.  spill of water and hydraulic fluid to soil estimated at 5l.  contaminated material removed for disposal.  machine to be inspected and made serviceable.   contaminated material removed for disposal.  machine to be inspected and made serviceable.  ,ORGP
*** Not Classified,"ip experienced severe abdominal pain as was brought to pe clinic migrated from legacy cairs incident #38323ip, offshore operator, 3 weeks into his rotation, suffered severe abdominal pain not related to any work activity. ip was transferred to the clinic, where his was examined and treated for his condition. doctor recommends he travel back to his home to cure his condition. ip was stable and in no pain by the afternoon/ evening. he was given light meal and transferred to ""day room"". he was cleared this morning by doctor to fly home with no special conditions.07-aug ip had a visit with his primary care provider back in the us. medical reports sent to pe clinic for evaluation and follow-up09- aug isos marathon clinic provided clearance for return to work offshore 14-aug onward. ip requested travel returning to work 15-aug.22 -aug ip returned to work on 15th august with no work restrictions. migrated from legacy cairs - see detailed description",ORGP
head or face injury,"the employee had an epileptic attack which resulted face injury (bruise, abrasion).  the employee had an epileptic attack. he lay down on the floor before the attack came. surface in this particular place is covered by the lattice which resulted face injury (bruise, abrasion). an ambulance was called which took the ip on er in local hospital for medical evaluation. only first aid was given. about 2 hours later ip was released and has returned to work at the same shift and performed restricted activities. first aid at site.",ORGP
"foot or leg injury, slips & trips","employee was stepping off a forklift onto an uneven surface when he rolled his ankle. axiom was contacted an first aid measures were appropriate for the injury. migrated from legacy cairs incident #39733after loading a trailer with a forklift, employee stepped off the cab of the forklift onto the uneven ground and rolled (twisted) his right ankle. as a result of the incident, employee received minor swelling on the affected area. weather conditions at the time of the incident: daylight, dry and hot.employee was wearingppe at the time of the incident.axiom was contacted and first aid measures were appropriate for the injury. migrated from legacy cairs - see detailed description",ORGP
covid,wood employee tested positive for covid 19. wood employee tested positive for covid 19. ip is now in isolation. ip is now in isolation. deep cleaning to be done in the office. close contacts will do pcr test immediately.,ORGP
"foot or leg injury, hand or arm injury","wrist discomfort from using hand reaming tool migrated from legacy cairs incident #32179e&amp;i technician reported wrist discomfort from using a hand tool to ream out tapping points in a vessel. thetechnician reported to first aid as a precautionary measure and no treatment was administered. discomfort disappeared after 10 minutes from ceasing activity, technician returned to normal duties. migrated from legacy cairs - see detailed description",ORGP
dropped object or material,"dropped half full water bottle from scaffolding. wood tm notified safety department of a water bottle that had fallen and landed 2’ directly in front of him. wood hsse contacted universal management and safety. team member was brought down to explain the dropped object. team member stated that he was installing sheet metal over the insulation on a pipe that penetrated the scaffold he was working on. the team member was on his knees while installing the sheet metal. behind him on the scaffold were some metal bands and the water bottle. another tm stated that the team member had shifted his legs and shuffled the bands causing the bottle to roll through an opening between the pipe and the scaffolding. tm states that the water bottle was half full. the distance the bottle traveled was approximately 45’. investigation was commenced,  stand down was held with all subcontractor team members to raise awareness, and dopp was discussed. ",ORGP
fire,employee was hooking up cable to commission a water and engine oil heater on a flash gas compressor. he noticed smoke and heat coming from a gua box. no fire witnessed. no injuries. migrated from legacy cairs incident #30925employee was hooking up cable to commission a water and engine oil heater on a flash gas compressor. he noticed smoke and heat coming from a gua box. after isolating the power and locking it out he discovered that the junction points were not made up properly and leading to an arcing condition. no fire witnessed. no injuries. incident under investigation. migrated from legacy cairs - see detailed description,ORGP
"dropped object or material, lifting or moving loads, hand or arm injury","struck by falling object or equipment, n.e.c. an employee was removing a pin on the lift cylinder of a mini excavator when the cylinder fell. he tried to catch the cylinder and his right ring finger was crushed between the cylinder and the blade, causing a dislocation with an open wound.",OSHA
"dropped object or material, back injury","struck by falling object or equipment, n.e.c. on 4/6/2017, an employee was part of a crew that was lowering a conveyor using a come-a-long. during the operation, the conveyor fell from the rigging equipment and struck the employee, fracturing the right side of his pelvis and shattering the left side.",OSHA
slips & trips,"fall, slip, trip, unspecified  an employee slipped and fell, requiring hospitalization.",OSHA
"hand or arm injury, slips & trips","other fall to lower level less than 6 feet an employee was using a three-step stool to count inventory. she fell from the last step as she climbed down, landing on the floor and breaking her right wrist.",OSHA
"foot or leg injury, slips & trips","slip without fall, n.e.c.  an employee slipped on a piece of wire covering. he twisted his knee, fracturing his patella and tearing a tendon. he was hospitalized for surgery.",OSHA
line strike,"direct exposure to electricity, greater than 220 volts while digging a hole for a fence post installation, the employee struck a live 277v electrical line and was shocked.",OSHA
*** Not Classified,"explosion, n.e.c. an employee was cleaning the yard and burning trash. an empty barrel that had held flammable material exploded on the trash pile. the employee suffered second-degree burns to the hands and face, and another employee from a different company also received hand and facial burns. both employees were hospitalized.",OSHA
"dropped object or material, lifting or moving loads","struck by falling object or equipment, unspecified stacked bales of cardboard fell on an employee, injuring him. he was hospitalized overnight.",OSHA
slips & trips,"fall on same level, unspecified an employee was walking to his car in the company parking lot and fell. the employee suffered a possible concussion and loss of teeth.",OSHA
slips & trips,fall on same level due to tripping over an object  an employee was walking in the pharmacy when she tripped on an anti-fatigue mat and fell fracturing the right humerus.,OSHA
"fall from or working at height issue, head or face injury","other fall to lower level less than 6 feet an employee was pulling a pallet of produce out of a truck when he fell 3.5 feet off the truck's lift gate to the ground, suffering a skull fracture.",OSHA
hand or arm injury,"caught in running equipment or machinery, unspecified on september 28, 2019, an employee was centering a print screen on a machine when the employee's right pinky finger was amputated above the first joint at the point of operation.",OSHA
"foot or leg injury, slips & trips","struck by object or equipment dropped by injured worker an employee was moving drywall when the weight shifted and the drywall fell on the employee, resulting in a knee injury.",OSHA
slips & trips,"fall on same level while climbing stairs, steps, or curbs an employee fell while walking up stairs, suffering broken bones.",OSHA
*** Not Classified,struck by discharged object or substance an employee was attempting to remove a pressure washer tip on the pressure washer while it was running. high pressure water was injected into the employee's palm and left middle finger. the employee was hospitalized.,OSHA
*** Not Classified,"stabbing, cutting, slashing, piercing while walking a site, a security officer was stabbed with a knife. the officer was hospitalized.",OSHA
