category,text,dset
hand or arm injury,"mtc; amcs (cc2210); crushed right pinky finger; ks-2016-0148 crew was in the process of maneuvering a 30” valve assembly into a staging area utilizing 3 hand carts. while in transit the valve shifted on one of the carts and in the process of trying to stop the valve from falling onto the floor, the ips right pinky finger was pinched between the valve stem and the dunnage that was placed under the valve on one of the carts. work stopped and scene frozen. ip was taken to onsite medic clinic for assessment but referred to local hospital where ip received sutures to close the wound.  the worker returned to full duties.  further details pending investigation findings. ",ORGP
*** Not Classified,wgpacs employee was operating clients front loader to loadout an order of tubing. employee turned the loader to short between the racks and punctured the left front tire. migrated from legacy cairs incident #30417wgpacs employee was operating clients front loader to loadout an order of tubing. employee turned the loader to short between the racks and punctured the left front tire. migrated from legacy cairs - see detailed description,ORGP
hydraulic fluid or oil leak,oil leak from crane that was on site for planned work. a line of oil was noted on the pebbled area at separation 1 the day after a crane had been in situ for a planned lift. from the trace left on the ground it appears that the leak happened while the crane was manoeuvring out of the area. no further spills noted when checking the route the crane took when leaving site. the area that was contaminated with oil has been cleaned up and the stones and some soil placed into labelled waste drums for disposal. crane company has been contacted to advise that the crane had a leak. further information required.,ORGP
vehicle incident general,a worker was driving his company truck off of a clients property when another contractor on site exited onto the roadway erratically and nearly struck our driver.  sbi driver was able to evasively maneuver and avoided making contact. migrated from legacy cairs incident #28635a manager was leaving for the night off of a clients premises when another trade on site entered the roadway and nearly caused a collision with our driver. the sbi driver was able to maneuver and avoided making a collision with the inattentive driver. migrated from legacy cairs - see detailed description,ORGP
covid,individual tested positive for covid-19 individual tested positive for covid-19 via lft. individual had not been on site for over 4 days prior to positive test result.  none required,ORGP
vehicle incident general,"wood van was transporting seven wood workers when another car hit the van, making the driver to loose direction control and hit a house wall wood subcontracted van was on lagomar neighborhood transporting 7 (seven) wood workers and while was turning on the left in a crossroad (14km/h), another car came from the left and hit the van on the back left side, making the van driver to loose direction control and hit a house wall. wood workers were taken to são lucas hospital for care. in the sequence, they were sent to focus for a new evaluation, being released to return to activities.",ORGP
lifting or moving loads,"sukut employee hit an offset array while backing away from pcs 24, a subcontractor's loader operator backed into an array post. the extent of the damage was such that the post will be replaced. during the investigation the employee reported that he was backing in an area where the posts were off-set and he thought that he hadn't reached the 1st post in the row, and he didn't see the one he'd hit because of the height of the cab. as he backed, he felt the impact of the loader against the post. the employee stated that he did not use a spotter, or any other backing assistance, he did not have a reason. no other damage resulted, and no employees were near the point of danger.  the subcontractor stopped the operation, and sent the employee for drug testing in which the results were negative.  sdi was contacted and informed of the damage to the post. the post was inspected and logged. on monday, 3.7.16, a standown will be held with cei, and sukut operators, and we will be holding an open forum discussion to discuss with the operators, any of their ideas for avoiding further repeat incidents. ",ORGP
covid,"ip tested positive for covid-19 asymptomatic - positive covid-19 case identified at tengiz (cc2 office) during full screening. as part of tco's safeguarding practices for managing/monitoring covid-19, a sample screening took place for all personnel officed at the cc2 building at the client's pmt facility. the result of the test came positive for covid-19 with no symptoms at the time of the test. the site team immediately reported a positive case as per protocol to woodkss senior management and the client.",ORGP
covid,"project director remote working, contracted covid-19 (community transmitted). project director remote working, contracted covid-19 (community transmitted). case+ confirmed, self-isolated and recovered without complications. ip self-isolated and monitored for deterioration.",ORGP
*** Not Classified,"wood operative was removing scaffold tube to a stillage in the 47 foot level of turbine hall at lynemouth power station when his knee gave way migrated from legacy cairs incident #36558incident occurred at lynemouth power station, ashington, northumberland, ne63 9nw on 05/03/2018 at 09:00.wood operative was removing a scaffold tube to stillage on 47 foot level of turbine hall of boiler house building when his knee gave way underneath him.wood operative then made his way back to the cabin and was taken to local a and e department by wood supervisor,after treatment at a and e department ip was informed pre existing arthritis was the cause of the complaint. migrated from legacy cairs - see detailed description",ORGP
foot or leg injury,ip rolled right ankle on limestone rock whilst exiting building 2271. ip rolled ankle on limestone rock whilst exiting building 2271. ip felt a sharp pain in right foot.  supervisor and hse notified. ip taken to medic where over the counter pain relief medication was administered. investigation commenced,ORGP
"slips & trips, general injury, hand or arm injury, foot or leg injury","ip tripped whilst walking to kitchen. migrated from legacy cairs incident #34439whilst walking to kitchen, ip lost balance and fell, landing on the floor.ip was also carrying cup at time however this was empty. ip sustained no visible injuries and did not seek assessment from first aider as felt was not required. ip later stated that she had sore arm/shoulder and leg as a result of the fall. migrated from legacy cairs - see detailed description",ORGP
covid,a wood employee tested positive for covid-19.  a wood employee received a positive covid-19 test result on 08/2/2021.  the wood employee was not experiencing symptoms and scheduled a covid 19 test which was a positive result.  contact tracing has been completed. the employee self quarantined. management and hsse conducted contact tracing for the work site.  there is no other impact to the site or wood employees. ,ORGP
back injury,"back strain employee was lifting copy paper boxes onto a dolly to take back to the copy room.  this caused employee to feel strain in the back. workcare was consulted and they provided self-care, first-aid advice.  no other treatment required.",ORGP
covid,the wood employee was under monitoring at home and was tested for covid with positive result. the wood employee was under monitoring at home and was tested for covid with positive result. he is asymptomatic. isolation and medical recommendation.,ORGP
aggressive behaviour,"supervisor and employee got into physical altercation supervisor and employee got into a physical altercation after an argument.  supervisor grabbed the employee by the throat and proceeded to push him, knocking a section of pipe stand and both landing on the grating. workers in area immediately separated the two",ORGP
covid,massy wood employee tested positive for covid 19 virus. massy wood employee tested positive for covid 19 virus. employee is currently placed in formal quarantine.,ORGP
covid,massy wood employee tested positive for covid 19 massy wood employee tested positive for covid 19. the employee was part of a crew due to mobilize to the client onshore facility as part of pre-shift quarantine at a local hotel. the employee was tested positive during pre-shift quarantine testing requirements. the employee departed the hotel and taken to his home via ambulance. (shell's procedure).,ORGP
covid,three gemont employees were tested positive to covid-19 three employees tested positive for covid-19 during routine checks. employees and theirs close contacts were immediately sent in quarantine. no other consequences.,ORGP
"dropped object or material, general injury","wood employee was unloading a case of water from truck bed and felt pain in upper back during lifting motion.  at approximately 12pm a laborer tasked with refilling drinking water stations had stopped at a roadside work area to unload coolers of ice and a few 24 pack cases of plastic water bottles. this is the employees daily task. upon arriving at the water station a co worker came over to truck to assist the employee in lifting the ice coolers, while the employee unloaded the water cases. the employee dropped the tailgate and pulled the case of water, that was stacked 3 cases high, towards the rear of the truck bed. once it was in front of the employee at approx. chest level the employee lifted the pack of waters and while doing she stated she felt discomfort in her left shoulder blade area to the lower neck. the employee returned to truck and proceeded to the next water station to unload more water. the employee unloaded another pack of water at the station and felt the pain again. at this time the employee contacted the asst. superintendent who alerted hsse rep. of the incident. the employee was taken to the on site medic where the employee was treated with heat pack and ibuprofen and released to an offsite medical facility. the employee was evaluated by a medical doctor and given self care instructions of ice and ibuprofen and released back to work without restriction.  work was stopped and employee was taken to on site and off site medical for evaluation. ",ORGP
covid,"positive covid 19 test result - home acquired.  one employee tested positive positive covid 19 test result, not in contact with any other employees, office space was disinfected. contact tracing initiated - office cleaning completed",ORGP
covid,eg national tested positive for covid-19. ip is asymptomatic. ip is 2/3 personnel to test positive after exposure to another employee.  ip was part of rapid test response completed on all personnel in vistamar offices after another employee tested positive for covid-19 on the 26th of march. ip is currently asymptomatic.  ip is currently at home under quarantine measures. pm will maintain communication with ip to monitor condition. all other personnel in vistamar will be tested again within the next 72 hours. ,ORGP
dropped object or material,"mewp mechanical failure . migrated from legacy cairs incident #32304on sunday 12thfebruary, a wg somias (wgs) employee was lowering a mewp from a height of approx. 3 metres when it suddenly dropped a small distance (operator estimates 0.5 meters estimate) before the safety mechanism kicked in and locked it in place. the operator was then able to re-set the mewp and successfully lowered it to the ground.other mechanical faults were found for example the mewp moved backwards when he tried to move it forwards.according to the operator, this is the third time the mewp has failed in this way but it is the first time it has been reported. our wgs hse technician was not informed of the most recent event until last night.please note:·the mewp is owned by the client (in salah gas).·the mewp was re-certified by an external body in january 2017.·you will see from the pictures that it does not have a sanctuary zone attached.·this mewp was given dispensation from having a sanctuary zone byprevious africa mdas it is only used outside where a risk assessment has demonstrated there is no risk of entrapment.·a scissor lift with a sanctuary zone is available on site to be used where the risk of entrapment has been identified.·there are wg written rescue plans in place at this location and all operators are trained and competent to use the mewps. migrated from legacy cairs - see detailed description",ORGP
site compliance or practice issue,non compliance with contract quarantine requirements it was observed that the up-manning crew team and the core crew team from the subcontractors were car pooled together on their way to inaec hangar for their flight. the carpooling of both parties has defeated the the intent of the 14 day quarantine for the up manning crew. investigation is being conducted to prevent recurrence.  communication was immediately sent out to all concerned contractors and logistics coordinators to stop the practice.  a gap assessment is scheduled to improve the process and prevent recurrence of the event. ,ORGP
"general injury, hand or arm injury, foot or leg injury","ip felt ""sting"" on his elbow which became inflamed. migrated from legacy cairs incident #28898while sitting at desk, ip felt a “sting” to his elbow. his elbow was red and inflamed. ip visited the on board medic. pictures were taken and sent to online medical control. ip decided to see doctor on shore this morning due to increase inflammation. he is be sent in on regular boat run. noble is sending him to a physician in ashdod. ip has tamar operator phone 972 (0)542023629. expected return on saturday regular boat run.ip was seen by doctor and returned to work - no major issues identified migrated from legacy cairs - see detailed description",ORGP
covid,"employee tested positive for covid-19 following outbreak at the site, public health england arranged for testing of all workers site was closed for 5 days including weekend. public health england arranged for mobile testing unit at site to test all 700+ workers (not all wood). additional control measures taken by client including 1. a thorough deep clean is being carried out to all areas within the building and all temporary accommodation including welfare units. 2. face masks/coverings will be mandatory to wear for all persons within all internal areas. the definition of internal areas includes the project building on all levels, gate houses and all temporary site accommodation units including b+k / amazon / subcontractor offices. the only place face masks/coverings are exempt from being worn internally are within temporary canteen areas provided that social distancing measures are adhered to. 3. the amazon on-boarding badge induction process will cease within the building and will be carried out at the b+k site office compound thus improving traffic flow within the entrance to the work areas and preventing queuing within the building. 4. tracing cameras have been introduced at the entrance into the building to assist in managing social distancing, and the spill-out area when entering the building has been increased to ease congestion. 5. the searching of bags when exiting the building has been suspended to ensure there is no congestion on exit. 6. to increase natural ventilation within the building, 19 dock doors will be opened to allow fresh air flow within the building, and the ventilation system will be turned on. 7. daily ‘fogging’ of the building by rentokil will take place from next week to keep the building virus-free. this will take place when the building has least occupancy. 8. additional hand sanitiser stations are being provided at the entry door onto the floor plates from each staircase. 9. as we have had to remove the tented canteen area to allow external works to continue, we will have to introduce staggered break times for people wishing to use the canteens and further details of this rota will be shared over the weekend. we would ask all operatives to bear with us whilst this change is implemented. 10. we have arranged for a number of home testing kits to be available within our offices should anyone develop symptoms whilst on site. 11. cleaning canteen areas between gang breaks",ORGP
covid,"a wood team member reported a confirmed positve test result for covid 19 while working at home.   while working from home, employee felt an overall health condition and energy level change on monday july 6th 2020 and was tested for covid 19 by their primary care physician.  on july 10th 2020 the employee still working from home received a positive covid 19 test result and notified the appropriate parties within wood hssea.  employee is experience mild to moderate symptoms and will remain home to self isolate.  b3 actual and b5 potential rating(s) are indicated due to the nature of the covid 19 virus and consistent reporting criteria for wood regarding covid 19.         team member will self isolate and continue to monitor health condition on a daily basis for treatment and care needs.    ",ORGP
*** Not Classified,"third-party belly dump truck trailer detached. at approximately 07:45 am, cima was performing earth moving activities with the assistance of third-party belly dump trucks.  in the process of driving off after dumping dirt one of the trucks became stuck. one of the bull dozers in the area assisted by pushing from behind. after coming free, the truck proceeded to pull away and at that moment the trailer became detached from the truck. after a closer look it was discovered that the king pin weld had failed causing the trailer to become detached. the driver immediately stopped and called for assistance. scene was frozen (belly dump trailer barricaded)weeks safety/supervision was notified along with wood safety/supervisioninvestigation initiated",ORGP
foot or leg injury,"employee found concrete on floor in becks cove boardroom  which had fallen from the underside of the ramp to the upper level parking. the concrete impacted on the ceiling tile and broke through dropping to the floor migrated from legacy cairs incident #38407employee found concrete (approximately 12 inches long) on floor in becks cove boardroom which had fallen from the underside of the ramp to the upper level parking. the concrete impacted on the ceiling tile and broke through dropping to the floorconcrete block weighs approximately 8 - 10 lbs and fell from approx. 15 feet above floor level impacting on ceiling tiles 8feet above floor level and breaking through and falling to floor. the concrete would have fallen up to 7 feet and impacted on the ceiling tiles before breaking through and falling a further 8 feet to he floorfor the purpose of a drops calculationweight is assumed at 10lbs. it is assumed that the ceiling tile would break most of the drop energy and therefore the height calculation is ceiling tile to floor 8 feet. using the exxonmobil drops calculator this is a potential hurt 2 note some calculations only assume the drop to head height s using the full 15 feet height to head height would be a 9 foot drop also using the exxonmobil drops calculator this is a potential hurt 2 area and adjacent boardroom cordoned off, building owners first assessment no cause for concern. structural engineer to be brought in to evaluate and prepare remediation plan and review all other support columnsin the offices migrated from legacy cairs - see detailed description",ORGP
slips & trips,"fall, slip, trip, unspecified  an employee missed a step and fell while walking in a stairwell.",OSHA
"slips & trips, foot or leg injury","fall on same level, unspecified after talking with a customer, an employee turned around and fell down on the floor, breaking her right tibia. she was hospitalized overnight for surgery.",OSHA
hand or arm injury,compressed or pinched by shifting objects or equipment an employee was breaking down spools of cable from a cable pole when his left ring finger was caught and crushed between a reel jack and the arbor that was holding the spools.,OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was clearing product out of the cutting machine and amputated the tip of his left middle finger.",OSHA
"slips & trips, general injury","fall on same level, n.e.c.  after returning an item to the produce section, an employee was walking back toward the cash register area when his left shoe caught on the floor causing him to lose balance and fall onto his right side. he was hospitalized with a fractured right hip.",OSHA
hand or arm injury,struck by or caught in swinging door or gate an employee was coming in out of the rain when the wind blew the door shut on his right middle finger. the fingertip was amputated.,OSHA
hand or arm injury,"caught in or compressed by equipment or objects, n.e.c. a temporary employee was putting a cylinder on a pallet when his left hand was smashed between the pallet and cylinder, resulting in a fingertip amputation.",OSHA
"slips & trips, hand or arm injury",struck by falling part of powered vehicle still attached an employee was removing a fuel tank with a screwdriver when the hatch fell on his left ring finger amputating the fingertip and nail.,OSHA
general injury,"compressed or pinched by shifting objects or equipment an employee was disconnecting two barges that were pinned together for the duration of a project. after cutting through the pinned connection with a torch, the barge shifted unexpectedly on land and struck the employee's chest resulting in broken ribs.",OSHA
"fall from or working at height issue, hand or arm injury","other fall to lower level 6 to 10 feet an employee was on a 24-foot extension ladder when the ladder's metal feet slid on the smooth concrete floor and the employee fell about 8 feet to the floor. in striking the floor and the ladder, he suffered a broken wrist.",OSHA
"slips & trips, fall from or working at height issue, head or face injury","other fall to lower level, unspecified on 9/18/2018, an employee was descending a staircase from scaffolding on an aircraft wing when the employee slipped and fell. the employee's head struck the staircase, causing an injury that required hospitalization.",OSHA
vehicle incident general,"pedestrian struck by vehicle in nonroadway area, unspecified an employee was struck by a car when guiding it on and off an alignment lift.",OSHA
weather related issue,exposure to environmental heat an employee became ill from heat exposure while working at a substation. the employee was hospitalized.,OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was using a press to bend a piece to a 90-degree angle. when the die came down, the piece did not bend 90 percent as it was supposed to, so the employee lifted the die, held the piece with both hands, and activated the press with the foot pedal. the press die then amputated the employee's thumbs from the middle of the nail to the tip.",OSHA
