category,text,dset
covid,employee communicated a positive confirmation for covid-19  an employee reported a confirmed positive test for covid-19 to site management. the employee has been in isolation since december 10th. wood is identifying those who may have worked in proximity.  appropriate notifications have been completed. ,ORGP
weather related issue,"heat stress symptoms, first aid only ip reported heat stress symptoms to roommate after working in the field all day. roommate notified supervisor the next day and supervisor contacted employee and had employee contact workcare as employee had a scheduled day off. workcare contacted and self care initiated.",ORGP
"slips & trips, excavations, foot or leg injury","the employee was taking a measurement when his left foot slipped into a 3 foot deep excavation causing discomfort. migrated from legacy cairs incident #31244on friday, september 2, 2016 at 9:00 am at the enterprise east storage area a brazos m&amp;e employee was taking a measurement when his left foot slipped into a 3 foot deep excavation causing discomfort. migrated from legacy cairs - see detailed description",ORGP
covid,filipino ex-pat tested positive for covid-19 whilst in quarantine.  ip was located in hotel ibis in bata on day 26 in quarantine when they tested positive for covid-19. delays in test results have resulted in personnel having to remain in quarantine for longer than planned 14 days as set by eg government. ip has been moved to another facility managed by the government where they will remain until a negative test is received. ip is currently showing no signs of covid-19.  case reported by pm to necessary personnel. ip moved to government facility for positive cases and will remain there unless tests negative for covid-19. as ip is ex-pat isos report will be generated in the event their services are required. pm and logistics will remain in contact with ip during their time in quarantine to follow condition. ,ORGP
"general injury, hand or arm injury",firefighting pipe elbow fell from level 2 to level 0.  workers were performing activities of installation firefighting equipment (piping) on level 2 (shaft area)  40 cm from the edge. the pipe elbow fell and bounced off between levels and hit the person on level 0. the distance from level 1 to level 0 is 4.6 m. the person was not injured. the area beneath was not fenced. amecfw hsse supervision start conducting interview to the involved people to understand the causes of the event. in view of the  24/03/2020 case has been decided to expedite the installation of the protective nets in the area were not yet finalized.,ORGP
vehicle incident general,employee was walking through the unit where trucks were being loaded when his h2s monitor went off ....reading was 13ppm migrated from legacy cairs incident #34423incident report # 71name of person reporting: rob brodtreport type: hazard concernregional location: wood group westbusiness line: projects &amp;; modificationshome office location: hr.us.tx.deer park.deer park.wgm officedepartment number: wgmi onshore - downstream . professional servicesproject number: 10708201email address: rob.brodt@woodgroup.comcontact number: 832.860.3313date/time:8/15/2017location of observation:client sitelocation of observation details:at truck loading area of srp unit at the andeavor facilitystate:californiacity:carsonwas a life saving rule applicable to the incident?:rule#1 - control of workbrief description of incident:employee was walking through the unit where trucks were being loaded when his h2s monitor went off ....reading was 13ppm immediate corrective/preventive action(s):he evacuated the area and notified wood group lead (oscar cernas) who in turn notified client supervisorname of person impacted:ed sunlist of personnel involved/witness(s):none migrated from legacy cairs - see detailed description,ORGP
covid,"pec tankage asst manager tested covid ag+ he went to crsip project art facility for the weekly routine art checks, and the result was ag+. he has no symptom. he has been asked to self-isolate at his hdb residence and conduct self-art after 72 hours as per moh protocol. informed wood and em management.notified bca.",ORGP
*** Not Classified,"wood vehicle sustained hail damage from storms passing through the area he was operating in. on may 7, 2019 at 7:30 am,  a wood ee was in the process of assisting another pumper with replacing a poc board when his vehicle sustained hail damage from a storm in the area. the impact from the hail caused damage to the hood and plastic seams on the top portion of the cab.  ee contacted management to notify them of the incident. ",ORGP
"slips & trips, environmental leak or issue",approximately 15 litres sewage overflow from underground tank on to limestone surface. approximately 15 litres of sewage overflowed from the underground tank on to the limestone surface at the phase 2 office area.the plumber was contacted. the electrical board was inspected. the sewage pump was found to have tripped. it was turned back on and overflow stopped.the limestone area where the spill occurred was treated with hydrated lime slurry. plumber contacted- electrical board inspected to find the sewage pump had tripped. sewage pump turned back on and overflow stopped.limestone spill affected area treated with hydrated lime slurry.,ORGP
*** Not Classified,a afw 4 x 4 left the public road an afw employee was travelling to work in a afw 4 x 4 this morning when the driver lost control of the vehicle and left the road. there driver was not injured and it is believed at this point that the vehicle was not damaged.  incident reported and vehicle recovered. no further details available. ,ORGP
covid,"wood employee tested positive for covid-19 wood employee tested positive for covid-19, via lfdt's. this is understood to be a community transmission.   employee entered self-isolation period, as per government requirements. ",ORGP
*** Not Classified,employee initiated a physical alteracation with a tool room attendant. employee was involved in a verbal dispute which led to the employee initiating physical contact with the tool room attendant. there were no injuries during this incident. employee was removed from the site. the tool room attendant was evaluated by the on-site medic and released back to work with no injuries noted.,ORGP
*** Not Classified,burn to left hand employee placed a concrete sample into boiling water.  the water bubbled up and went inside employee's glove causing a burn to the left hand near the thumb. employee consulted workcare and sought treatment at a clinic.  first-aid treatment only required.,ORGP
covid,"positive covid-19 test result, home acquired. employee rec'd positive covid-19 test result, home acquired. contact tracing initiated.",ORGP
*** Not Classified,there was a leaked occurred at level 6.01 which causing damaged to several parts of ceiling. migrated from legacy cairs incident #32369there was a leaked occurred at night which significantly causing damaged to several part of ceilings . the ceilings dropped but no one injured. a bucket has been placed to contain the dripping water and all relative electrical were disconnected. migrated from legacy cairs - see detailed description,ORGP
"site compliance or practice issue, ppe non-compliance",two members of a four man work party were inside a hard barrier area with no harness worn.  work stopped and area made safe the bp plt was walking past the work area located on well a-01 when he noticed two members of a work party inside a hard barrier area and two of the individuals were were not wearing a harness as fall protection. the activity was stopped until a gap in the grating had been covered up using two scaffold boards. the work was completed during that shift the work area was made safe and the work was completed.,ORGP
bites (animals or insects),a worker was stung by a wasp. worker was stung by a wasp on their right arm while removing the cover of a motor termination box. the worker was non-allergic resulting in this incident having an actual and potential rating of b1. the wasp nest was removed out of the motor termination box. the worker was taken to the on-site medical clinic where they were treated with first aid measures and released back to work without restrictions. ,ORGP
"hand or arm injury, foot or leg injury",individual injured finger while checking lifejacket of colleague individual had donned flight suit and lifejacket and was in the process of conducting checks on his colleagues lifejacket directly next to him.during this process the colleague (green armband) turned around quickly and individual's finger got caught within lifejacket causing a slight twist.no pain was initially felt but then it started to feel sore so it was agreed that contact would be made to have him checked over and he was removed from the flight.visited ari where it was checked out and slight tendon damage identified with small splint put in place.this was followed up by visit to iqarus where individual was deemed fit to work with seat arranged for flight on thursday. individual notified chc of pain within finger.taxi was arranged to take to ari to have checked out and iqarus appointment set for 14:15 where individual was deemed fit to work.flight seat arranged fro thursday.follow up call with individual and hse advisor to understand what happened and to ensure he was fine to travel.feedback from the individual was that he was fine and thanks given to all throughout the whole process and for follow up calls to ensure he was fine.,ORGP
*** Not Classified,"2 amsc employees tested positive for covid19.  2 amsc employees tested positive for covid19. they are both asymptomatic and is now being monitored by our company oh team. the case was referred to the local government health team for coordination, recording. the ips was sent home for isolation is now monitored by wood oh team. ",ORGP
vehicle incident general,"a wood employee hit a pronghorn in a wood truck while driving in the field in the morning.  minor damage. on wednesday, january 13, 2021 at 8:00 am, the wood employee was driving unit 419 east on indian creek rd at 25 mph which is the posted speed limit.  he was driving from pump station 7 to the river office.  one mile from the indian creek exit a pronghorn ran out of the right-side ditch and ran into the truck.  the pronghorn contacted the lower part of the right-side passenger door.  the pronghorns impact caused minor damage to the truck on the passage door. actual severity was a1 because the actual damage was less than 10,000 dollars. potential severity was a2 because the pronghorn could have caused greater than 10,000 dollars. got ahold of an hsse advisor.",ORGP
