category,text,dset
covid,wood employee tested positive to covid-19 wood employee underwent the swab which resulted positive the employee is in quarantine as per local legislation.a negative swab is required before returning to the office.no further action required,ORGP
*** Not Classified,"waste labelled incorrectly , leading to 1 non-conformance being raised against wood group. migrated from legacy cairs incident #31555two containers received from the beatrice alpha platformhad non-conformancesraised by the chemist;container ca720was sent as consigned as containing 5 x tv/pc monitors. container actually contained 2 x pallets of mixed small weee items, 3 x compactor bags of mixed weee waste as well as the 5 x pc/tv monitors. container mp271 was sent as site consigned as containing 7 x 205l waste oil. upon checking the drums there was actually 2 x 205l of diesel, 2 x 205l grease, 1 x 205l sobold degreaser, 1 x 205l oil and 1 x 205l oily water.this is a non compliance as the environmental protection act 1990 states thatconsignment notes/transfer documentation must include an accurate description of waste to ensurethat anyone handling it can do so safely and appropriately.these non-conformances arenot regulatory reportable. however, depending on the type of waste, consignment notes are kept for 2-3 years and are a legal record.these incidentslead to 2 non-conformances raised against wood group along with additional fees due to augean spending time and resources toidentify and sort the items, sample them and correct the reporting.update: weee non-conformance later revoked it transpired paperwork had not been passed on from petersons to augean. migrated from legacy cairs - see detailed description",ORGP
foot or leg injury,"subcontracted rov personnel on board a survey vessel has injured his knee whilst stepping down off the rov a-frame on to the mezzanine deck. migrated from legacy cairs incident #36384at approximately 1045 today, remote operated vehicle [rov] pilot technician was completing the tightening up of a junction box at the port side of the remote vehicle on the mezzanine deck of the vessel pacific rapier. on completing the tightening, ip stepped down from the rov skid to the vessel deck [step height 400 mm, ref photo below included in additional information]. he reported feeling a sharp pain and a ""jerk"" in his right knee. ip sat down at the edge of the skid and informed his shift supervisor that he was in some pain and required assistance. the shift supervisor went to the vessel bridge and requested medical assistance. the third officer and chief mate attended the scene. ip was taken to sick bay and further examined by the vessel medic. the vessel medic administered a cold compress. the vessel captain also attended the sick bay and offered1 tube of diclofenac dimethylamine gel and 10 times 50mg tablets diclofenac. the offshore project manager [opm] checked on ip’s condition in the vessel sick bay at approximately 11:00. after assessing the range of movement and the pain response in the right knee the opm requested that the vessel to return to the jetty at kp as soon as possible so that qualified medical assistance could be made available. a request for qualified medical assistance was sent be email at 1120. ip was seen by doctor wunna, [posco daewoo corporation onshore gas terminal medical team] at the jetty at 1230 and then examined at the ogt medical clinic. most possible diagnosis determined acute ligament strain/injury and not fit for duty on the vessel.on return to the vessel at approximately 1415, ip was made comfortable whilst travel arrangements were made and he departed the vessel at 17:05. migrated from legacy cairs - see detailed description",ORGP
"vehicle incident general, mechanical or equipment issue","ready mix truck coming into contact with optic cable. no damage sustained to cable. lrm concrete truck driver drove pass the contractor gate 3 to make a u turn in order to discharge concrete for the newly installed turnstiles. during his u turn, the top of the concrete truck came into contact with an overhead cable. there was no damage to the cable. cdm to raise cables accordingly for tmm to pass under.",ORGP
back injury,employee was assisting barge supervisor with preparing pigs for launching. when he went to pick up a pig he stated he felt a pinch in his mid-back region. migrated from legacy cairs incident #32274employee was assisting barge supervisor with preparing pigs for launching. when he went to pick up a pig he stated he felt a pinch in his mid-back region. employee reported incident to wg facility medic the following morning. first-aid measures were taken. migrated from legacy cairs - see detailed description,ORGP
"back injury, foot or leg injury","employee reported minor back pain while working on moving skids in muddy conditions on the right of way. migrated from legacy cairs incident #38234we were notified by wcf that laborer had discomfort inhis lower back. upon initial investigation it was discovered that injured employee(ie) had mildly sprained his lower back, on the northeast section of hwy 56 andwcr 3 near berthoud, co. ie stated that he is unaware of what initially causedthe discomfort to his lower back but alleges that it occurred either whilewalking the row with accumulating mud on his boots from the recent rain fall orthe added weight from the mud on the skids as he and other crew members werestacking skid crotches for the 12” line. ie notified his immediate supervisor. axiommedical services was contacted. axiom stated that ie has possibly strainedhis lower back and has recommended first aid measures of ice andover-the-counter ibuprofen. ie is agreeable to the first aid measure andhas been instructed that if his condition were to worsen, he is to contactaxiom or onsite safety. ie reports that the discomfort to his lower backis residing and we will be in contact with him for updates. migrated from legacy cairs - see detailed description",ORGP
covid,non work related positive covid test a member of staff from our london office has tested positive for covid-19.  the details are below:date last in office:           18 marchdate last on site:              15 julydate of 1st symptoms:     13 septemberdate of test:                      17 septemberdate of result:                   20 septemberresult of test:                   positivemember of staff continues to recover and continues to isolate in line with guidance. employee self isolating and following government guidance ,ORGP
covid,a wood employee was embarked  on p08. the ip performed the covid-19 test  on board with a positive result. a wood employee was embarked  on p08. the ip performed the covid-19 test  on board with a positive result. the ip is asymptomatic the ip is asymptomatic. he received guidance from the nursing technician regarding the necessary care and will be sent home for quarantine period.,ORGP
"hand or arm injury, head or face injury","electrician hand hit his left mid face due to force developed on pry bar whilst opening an electrical breaker. migrated from legacy cairs incident #31425during planned maintenance on hv circuit breaker located in the 23kv panel, the senior electrician had to use a pry bar to help reset the knife cb. due to long period without preventive maintenance of lubrication (only can be done during fpso black-out) and huge stored energy by close-out spring, the electrician could not stand the force developed on the pry bar, that moved upward and his hand hit his left face causing a small superficial cut and bruising. electrician visited the platform doctor. it was applied a small dressing, local ice pack and pain killers. he returned to work normally. migrated from legacy cairs - see detailed description",ORGP
mechanical or equipment issue,"mechanical pile found damaged by an unknown source or timeframe. on july 13th, 2021, at approximately 3:50 pm, client construction manager observed a mechanical post that had been damaged in the field in block 4. the mechanical post pile was lying in the grass and had not been driven in the ground. track marks over the pile appears to be consistent with a skid steer were observed.  no workers were in the area at the time the damaged post was found. there were no personnel injured nor was the damage pile reported prior to the client's construction manager’s observation.  the actual severity rating selected was an a1 due to no injuries being reported and property damage being less than $10k. the potential severity rating was an a1 as the asset damage would not have exceeded $10k. asset damage was reported by hsse to management.  incident investigation protocols were initiated.",ORGP
