category,text,dset
"foot or leg injury, slips & trips","small amount of dilute nitric acid solution spilled on right leg ip was working between fume cupboards in lab 16 taking waste 0.7 mol nitric acid (weak dilute) in a small beaker to a larger container in the adjacent fume cupboard utilising a funnel.  this larger container was full so the ip replaced the cap and swapped the container with an empty one.  although not entirely sure of when spill occurred it is most likely to have come from the funnel outlet.ip noticed an itch on right leg which although ip had not noticed wetness, immediately realised was a potential acid contamination.   ip stripped off trousers and with assistance was taken to first aider where leg was flushed with water.  slight redness was apparent but no blistering.  ip immediately returned to work with clean dry clothing. subsequent monitoring for blisters was clear.immediate investigation begun",ORGP
site compliance or practice issue,"whilst working in a mewp the worker unclipped his harness and climbed onto hand rail of mewp basket. whilst working in a mewp the worker unclipped his harness and climbed onto hand rail of mewp basket. worker removed from site. safety talk undertaken, supervisor given training, work at height training to be undertaken by all relevant employees.",ORGP
vehicle incident general,"wgis vehicle involved in a road traffic accident with a stationary vehicle migrated from legacy cairs incident #38433wgis operative reported to his operations manager(om) on 23 jul 18 that he had been involved in a road traffic accident(rta) on 20 jul 18 at approx. 21:30. driver reported that he had hit the back of the vehicle in front by reacting too slowly when it braked. wgis driver works away from home living in local digs had been travelling from a local shop when the rta occurred. third party vehicle registration number mo 02 rgg20 jul 18 at approx. 08:00 om contacted the wgis transport manager(tm) to report the rta and request a report form which was completed at site.approx 08:30 21 jul 18 wgis tm received notification from wgis vehicle insurer that they had received notification of a claim relating to the incident and that there was an ip. it was also reported to the insurers that the wgis driver had fled the scene and had later been arrested for drink driving (dd)during interview the driver admitted to leaving the scene but denied dd. p&amp;o input was sought by the tm who contacted the om and he was advised to suspend the driver. at this point the driver indicated that he might resign which he later confirmed by calling the om at approx. 1900. p&amp;o advised the om to accept their resignation.tm attempted to contact the driver of the other vehicle, who is the alleged ip. number recorded on the rta report connected with the ips father. tm asked for details of the police report number which have now been received. police report number ap-20180720-473.vehicle tracker records at approximately one minute intervals and does not show excessive speeds. it does show that the vehicle was stopped at 22:02 and remained stationary until 11:03 the following day at a location close to where in incident occurred.27 jul 18. om during telephone interview with im (hssea team) has reported that the driver in question had admitted to leaving the scene and that he had been charged with this offense.investigation on-going migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"while hanging panels, ee began feeling hot, lightheaded, and started sweating heavily.  ee was tasked with hanging solar panels in block 10. the ee states while he was hanging panels, he began feeling hot, lightheaded, and started sweating heavily the ee was immediately taken to the safety office where he was given a frozen squincher and cool rags. after approximately 20 minutes the employee reported marked improvement to his condition.  upon questioning the employee stated he drank a 12 pack of beer the night prior, and did not eat dinner or breakfast before reporting to work.                                     ",ORGP
"lifting or moving loads, alcohol or drugs","boom of excavator damaged pcs-1 door a wood equipment operator was loading soil pile from the west end of the pcs-1 building and traveled to the east end of the building to off-load into the dc trench for backfill.  as he was releasing the soil into the trench, the boom of the excavator unintentionally made contact with the pcs-1 door. once it occurred, the operator immediately stopped and contacted his general foreman to report the incident. 1.	employee immediately stopped worked and contacted wood management2.	statements was collected from spotter and equipment operator as well as jha and equipment inspection checklist3.	drug test was conducted4.	standdown was performed with direct hire and subcontractors",ORGP
"hand or arm injury, slips & trips","ie sustained minor abrasions on left arm and shinbone after getting caught on wire mesh when he slipped trying to fix kinked water hose. while trying to reach water hose over a storm drain (protected by t-posts and wire mesh) to fix hose that was kinked, and water couldn’t be pumped from the trench to the storm drain, ie slipped with mud that was inside the area and got tangled on the mesh and sustained a small abrasion on his left arm and on his left shinbone.  i/e reported accident to foreman who took him to safety office. pa onsite cleaned and dressed up abrasions and he retuned to work. ehs department stated the investigation process.",ORGP
hand or arm injury,tip of the index finger crushed while relocating a safety equipment cabinet. ip was part of a work group relocating a safety equipment cabinet using a pallet jack. the ip sustained a crush injury to the tip of his left index finger. ip is being demobilised from the platform for further medical assessment. job stopped and ip attended medic for assessment.,ORGP
"hydraulic fluid or oil leak, fuel spill or leak","whilst in operations volvo crane pp069 had a hydraulic hose fail resulting in 10l of hydraulic fluid going to grade. environmental incident hydraulic oil spillwhilst in operations volvo crane pp069 had a hydraulic hose fail resulting in 10l of hydraulic fluid going to grade.area made safe, contaminated soil removed and spill cleaned up mechanical crew on site repairing/replacing failed hose and fittings.  area made safe, contaminated soil removed and spill cleaned up mechanical crew on site repairing/replacing failed hose and fittings",ORGP
"foot or leg injury, vehicle incident general","vehicle minor damage while parked migrated from legacy cairs incident #30433may 20th around 2230 hrs. a logistics/driver on duty reported by phone that the vehicle was hit by another vehicle causing minor damages. project operation manager inspected the vehicle in the morning evidencing the damages and asked the driver to write a complete report of the incident clarifying: reason of driving, other passengers, description of the location, etc. once the report is received (monday 0800 hrs) cairs will be updated.may 22nd – report from the driver received and revised. summary:during working hours and aftercompleted a business duty, the driver received a call around 1830 hrs from his wife being alerted that a possible fire in the neighbor’s house could occur. he decided to go and check the situation. he parked the vehicle and while in his home, he was informed that another vehicle has caused (minor) damages to his car and the driver is outside to be responsible for the repairs. our driver communicated what happened to our government affair (good call) who personally went to the scene evidencing the facts. on may 21st our vehicle was taken to the mechanic shop and returned on may 22nd all repaired. migrated from legacy cairs - see detailed description",ORGP
covid,confirmed positive covid-19 personal exposure to covid-19.  employee has not worked in office space since may. no work relationship or office exposure.  ,ORGP
