category,text,dset
hand or arm injury,employee was dispensing water from the hot tap on the coffee pot when air in the line caused the water to spurt out. the hot water splashed onto her hand causing discomfort. cool water was run over the hand providing relief. migrated from legacy cairs incident #37779employee was dispensing water from the hot tap on the coffee pot when air in the line caused the water to spurt out. the hot water splashed onto her hand causing discomfort. cool water was run over the hand providing relief. employee returned to work. migrated from legacy cairs - see detailed description,ORGP
*** Not Classified,"ip was exiting a roundbout following another vehicle. the car infront stopped suddenly and the ip ran into the rear of the vehicle. after leaving work at the washington house bep project office on tuesday 4th december 2018, the ip was returning to the holiday inn at woolston grange as normal. he had  had checked into on monday 3rd december 2018.   at the roundabout on birchwood avenue  the ip stopped at the roundabout behind a nissan x trail suv, when the nissan moved to leave the roundabout the ip also began to drive away, when the nissan suddenly braked sharply, for no apparent reason. the ip was  forced to bake  and i was unable to stop in the wet / frosty conditions and bumped into the rear of the nissan. the ip checked that the other driver was not injured.  driver details exchanged.  the ip waited at the scene for the recovery vehicle which attendee at around 20.20hrs.",ORGP
covid,employee communicated a positive confirmation for covid-19  an employee reported a confirmed positive test for covid-19 to site management. the employee has been in isolation since october 10th. wood is identifying those who may have worked in proximity.  appropriate notifications have been completed. this is the third positive result for the 11th  of october. ,ORGP
dropped object or material,"while assembling a scaffolding, the scaffolder lost his balance and dropped one scaffold bar that he was holding. since the activity was being performed over the sea, the material was dropped into the sea without reaching any employee. migrated from legacy cairs incident #36170the scaffolding team was assembling a scaffold underneath the helideck structure (north side of the 4th deck). during the activity, one scaffolder hit a pipe that secures the radio link antenna causing him to lose balance. in order to avoid falling he decided to drop the pipe and grab the fixed structure.since the work was being performed over the sea, the pipe felt into the sea without resulting in personnel injury. it is highlighted that all decks below were isolated and signalized.the activity was immediately stopped and performed a time out for safety with the scaffolding team, oim, hse supervisor, m&amp;m sup and solv sup. after the tofs, the activity was restarted.the employee was using the specific ppe to work at height (safety harness).what: one scaffolding pipe was dropped into the sea during the scaffolding assembly;where: 4th deck (whpb);when: this incident happened approx. at 17:00;why: while assembling the scaffolding, the employee hit an existing structure (pipe that secures the radio link antenna) leading him to lose balance. in order to avoid falling, he dropped the scaffold piece and grabbed the “fixed structure”. migrated from legacy cairs - see detailed description",ORGP
hand or arm injury,"abrasion to left arm from broken glass bottle that was struck by a weed eater. team member was operating a grass trimmer / weed eater in high grass when he struck a glass bottle with the weed eater string causing the bottle to break.  a piece of broken glass became airborne and struck the team member in the left arm causing an abrasion.  team member stated that he did not see the bottle in the high grass.  the abrasion was cleaned, bandaged and a tetanus shot was administered at the onsite medical facility.  team member was released back to work without restrictions.   work was stopped in all areas where grass cutting was taking place.  work area will be inspected and trash or debris will be removed before grass cutting is allowed to resume. ",ORGP
*** Not Classified,"employee had busted blood vessel in his eye, high blood pressure. he is being taken to see the doctor this afternoon. migrated from legacy cairs incident #37757employee had busted blood vessel in his eye and high blood pressure. he's seen a doctor on the platform but will go onshore for further evaluation later today to make sure everything is ok and receive medication if needed. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"cp-2021-0063 pd northec; contact with non-energized overhead line as rock truck operator was driving forward after dumping load, the truck box was lowering which made contact with a non-energized overhead line. spotter was in place. work was stopped, scene frozen and supervisor was notified. no injuries sustained. valard released truck from line. canadian model followed. incident investigation initiated.",ORGP
*** Not Classified,"minor chemical splash to face. migrated from legacy cairs incident #30173mods department tasked with replacing the fill line spool on the tweedsmuir scale inhibitor storage tank (d6790). wcc146203 issued for taskit was identified within the wcc that the temporary scale pump would be required to be stopped for a period to allow the disconnection of small bore tubing (sbt) connecting the tank fill line (from ut3) to the pump suction line. temporary scale pump was shut down and the tank outlet valve closed. this was completed by an ops tech. mechanical technician slowly cracked the sbt connection, which tied the fill line to pump suction, there was only a few drips present and the sbt was removed out of the way. this joint was then plugged, the tank outlet opened to test the joint, and following a successful test, the pump was reinstated.the work party did not take cognisance of the needle valve on the sbt line, which was in the closed position.the other side of the sbt line remained connected to the tapped blank on the fill line (from ut3).mechanical technician breaks sbt fitting connection on the taped blind on the ut3 fill line connection.needle valve on sbt line is in the closed position at this time, (remains closed for duration of task).residual liquid within the fill line releases and sprays into the 2nd mech tech chest and face. he went to the adjacent emergency eyebath and flushed his face and eyes and then reported to the medic. job suspended. migrated from legacy cairs - see detailed description",ORGP
head or face injury,ip was welding whilst knelt down .stood up and banged exposed head on scaffold clip screwthread after completing a weld  the ip stood up and struck top left scalp on scaffold bolt thread causing small cut  went to medical centre .wound cleaned .plaster placed on wound .clips assessed to ensure all have nipples protectors ,ORGP
"general illness or health issue, covid",employee reported fever and flu like symptoms employee reported via phone call about him having fever and flu like symptoms. employee was advice to stay home and get tested for covid-19,ORGP
