category,text,dset
*** Not Classified,"incorrect fuel used to fill up company owned truck migrated from legacy cairs incident #34425we were notified by project superintendent, that two labors attempted to fuel company owned truck p-1149 at the lay down yard. both employees stated that they did not see the gasoline or dieselsticker on the fuel tank and assumed it was diesel. after the truck was fueled the paint crew gathered their materials and drove to the row. once there the truck was not operating correctly and it shut off. onsite mechanic tested the fuel and determined that gasoline was inside the tank. the truck will be transported to the mechanic shop for further evaluation. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"cairs action raised to capture malaria irp actions migrated from legacy cairs incident #30328aftera second spike in malaria cases in the africa business (similar spike noted in 2015),a irp was called to review the controls in place around malaria. although the spike occurred in the main in equatorial guinea, the irp looked at controls around the region and hence the actions are raised at an africa level.the irp was held on the 20th april. a copy of the irp is attached for information.whilst there is no single root cause (as it is almost impossible to confirm)when these individuals were bitten, there are noted opportunities for improvement in the implementation of barriers and mitigations. these are noted in the immediate and root causes and associated actions migrated from legacy cairs - see detailed description",ORGP
"dropped object or material, hand or arm injury",wood employee got left thumb caught between jack stand and rollers. wood employee was setting up a large jack stand at the wood fab shop. employee raised the jack stand up to the desired height and held it in place with the ring at the base of the stand. the ring was not completely in place and the jack slid back down to the bottom. his left thumb was caught between the large roller and the base of the jack stand. he was wearing stallion welding gloves at the time. employee was taken to off site clinic for evaluation and was released back to work with first aid treatment.  supervision was alerted. they contacted wood hsse and the employee was taken to off site clinic for evaluation. employee was released back to work with first aid treatment. ,ORGP
"slips & trips, knife incident, hand or arm injury, foot or leg injury","shrink wrap installer cut himself with safety knife whilst trimming away excess material  shrink wrap installer was trimming the excess material from a newly installed doorway on a containment, as the operative cut down the material the knife, which the operative believed to be a safety knife as it was issued from our stores, slipped and caused a laceration to his thumb on left his hand. the installer was wearing cut resistant gloves. the ip was escorted to the cumberland centre and assessed. the cut was deep enough for them to recommend the ip attend a&e as there was possible tendon damage. as the bleeding had stopped and was dressed the ip decided to return to the office to conduct d&a test, which was passed, accident book and statement completed, the ip was then sent to a&e where it was diagnosed as a deep laceration with no tendon damage and two deep stitches applied. ip returned to work next day for his next shift. ip reported to the faff charge hand, adrian kerswill whom is first aid trained, who dressed the wound and assessed that the ip needed further medical assessment, ip was taken to the cumberland centre.safety knife checked to ensure correct knife, it was a safety knife but not on the approved list, sent to site in error from the supplier. all shrink wrappers knives removed from the operatives and replaced with fish knives whilst investigation commenced. ",ORGP
*** Not Classified,"bumped structure in the pipe rack employees was working in the power block area 3301 unit. the employee working from the 80ft jlg, and was coming up on the lift looking left to right as he was coming up as well looking forward. the employee stated he was about 35ft off the ground at the time and he bumped the structure about pipe rack above him. contacted ineos job rep, ineos safety dept., also amec safety department was notified.  employees was taken to the safety office and company policy and procedures were taken. also the jlg lift was red tag out. ",ORGP
covid,wood team member received a positive covid-19 test result while working from home a wood employee experienced   symptoms associated with covid 19 and was seen and tested by her health care provider on january 16th 2021. on january 19th the employee received a positive test result.  team member reported the result to their immediate supervisor and hsse,ORGP
"lifting or moving loads, vehicle incident general",cp-2021-0105 pd fpcl; excavator counterweight contacted passenger side of lv operator was loading hoses into a utility trailer that was attached to a light vehicle. as the operator turned the excavator the counterweight contacted the light vehicle passenger side doors causing minor damage. work was stopped. canadian model followed. incident investigation initiated.,ORGP
head or face injury,superficial abrasion to nose when hard hat contacted scaffold tube worker was performing an inspection inside west crane hot work a habitat when their hard hat came into contact with a scaffolding tube causing a superficial abrasion to the bridge of his nose.the worker reported the incident to their supervisor and attended the cuq medical centre for assessment.after having the abrasion cleaned they returned to normal duties without restriction. reported incident to operator and attended medical centre.,ORGP
covid,1 contractor workers was been detected positive covid-19 after rountine mass  swab test conducted at 3rd party clinic on 15th january  2021 routine swab test conducted at 3rd party clinic and 1 electrical contractor detected positive covid-19 .the third party tester had manage to call the victim and in the meantime the crisis preparedness and response center (cprc) under the malaysia ministry of health has been informed for further action. the infected person was isolated and quarantine . 1.informed the victim and advised him to isolate himself at his home. 2.crisis preparedness and response center (cprc) was been informed about the covid-19 positive case. 3.isolated the closed contact 4. conducted contact tracing for tier1 and tier 2 close contact . 5.sanitation and disinfection at site facilities and worksite. 6.send out the closed contact to rt pcr swab test. 7.the infected person was isolated and quarantine at the designated covid-19 hospital . ,ORGP
dropped object or material,"potential dropped object - hp compressor exhaust shims identified to be loose while carrying out repairs to the ac compressor exhaust securing bolts, the rope access team carrying out the repairs identified large stainless steel shims (1.4kg and a5 size) that were protruding from the support structure and were loose.  the shims were at a height of approximately 14 metres. the loose shims were removed from the steel work and no further pdo's were identified.  this was then reported to the operations supervisor.",ORGP
theft,"wood (truck) #1.20.9946 was stolen from employee's house.  at approximately 6:00 am employee became aware that vehicle # 1.20.9946 was stolen from his house while parked in his driveway. one of the doors was left unlocked. estimated loss value (if truck was never recovered was $17,000 usd)  after truck was recovered, there was about $1,000 in damages to the interior. vehicle was reported stolen to the local law enforcement and recovered by the police within 2-3 hours.",ORGP
*** Not Classified,"conduit damaged by rigged load swinging into it.  a wood rigger and his coworker were assigned to relocate a 12” inch (30.48 cm) diameter, schedule 40, spool piece of pipe that was approximately 20’ feet long (6.096 meters).  the pipe was sitting on jack- stands at the time. the two workers attached nylon chokers to the pipe and prepared to make the lift. the operator’s view of the actual lift was obstructed, so the rigger was to signal the operator using 2-way radios. before lifting the pipe, the coworker assessed the configuration and intervened. the coworker told the rigger that the way he had the pipe rigged and the crane set up, that it would shift forward and possibly contact the corner of the structure. the wood rigger ignored his coworkers concern and signaled to the operator to continue with the lift.  the operator was not a part of the conversation between the rigger and coworker and was counting on the rigger to properly rig and signal the load. as soon as the pipe lifted off the jack-stands the spool piece (pipe) shifted forward and the nylon choker came in to contact with a 3/4"" live electrical conduit. this caused damage to the conduit in the result of a bend. the electrical line remained within the conduit and was not compromised.  once the spool piece section was relocated and set on the ground, all work activity was stopped, and wood supervision was notified of the event.  worked was stopped immediately and conversation was conducted with all involved regarding stop work authority and intervention. then witness statements were taken by all parties involved.",ORGP
general injury,"employee complains of chest pains during fire watch duties. employee was assigned firewatch duties along the east/west pipe rack when he began to experience shortness of breath.  all work was stopped and employee was escorted to safety trailer, where he was evaluated by client site medical team.  at that time, the decision was made to transport employee to mainland medical center in texas city, tx via ambulance. employee was treated at hospital, released with instructions to follow up with a cardiologist.  employee was also given a muscle relaxer and a mild pain reliever. employee's symptoms are considered non-occupational. ",ORGP
"general injury, weather related issue",ip suffered injury to left shoulder and cut to bottom lip whilst trying to stop scanning equipment failing during high winds whilst carrying out scanning activities on the pfcp platform the surveyor became aware that the high winds were about to cause the scanning equipment to fail. the ip through instinct went to grabbed the equipment to stop it from falling to the gratings and in doing so injured his left shoulder and cut his bottom lip as a result of the scanning equipment striking him in the shoulder and lip. ip stopped the job and made work area safe.ip reported to the medic for evaluation.medic advised that the ip was to return onshore for further examination of his shoulder injury. medivac has not taken place due to flights being cancelled as a result of bad weather.,ORGP
fire,"smoke coming from coconut matting. at approximately 03:45pm on march 16, 2022 an employee alerted their gf to smoke coming from coconut matting  at pcs 8, section 1, row 8 about 50 yards from where the team had just ended their break.  the actual severity rating is a1 because no one was in the immediate area and the damage is less than $10k.  the potential severity rating is also a1 due to no potential damage over $10k. the gf immediately extinguished the smoke and poured water on the area(3 inches in diameter) as precautionary measure.  gf notified safety and site manager.  immediate stand down was held.  investigation protocols were initiated.",ORGP
vehicle incident general,"preventable, company vehicle, minor damage, no injury. employee parked in the parking lot of blake's, off of paradise hills road and universe avenue. employee was pulling out of parking spot, looked left, pulled out and didn't see the other vehicle that was waiting to get into the drive thru lane on right side. the front of my vehicle on the passenger side bumper impacted the rear drivers side bumper of the other vehicle.  incident reported to hse department when hse reached out to supervisor with notice of incident by donlen, our fleet management vendor.",ORGP
covid,a wood worker received a positive test result for covid-19 while on pre-embarking preparation to trident pce-1. the ip is asymptomatic. a wood worker received a positive test result for covid-19 while on pre-embarking preparation to trident pce-1. the ip is asymptomatic. the worker was kept in the hotel and will be sent home for a quarantine period.,ORGP
*** Not Classified,"while walking uphill, ee stepped on a clump of dirt causing his right ankle to roll outward and his foot inward. employee walking up hill after pulling 4/0 cable down the hill. employee traveled approx. 30 yds. when he stepped on a clump of dirt and or hard piece of clay, thick piece of mud approx. the size of a baseball and causing his right ankle to roll outward and his foot inward first aid administered",ORGP
*** Not Classified,"damage to steelwork during tower erection by helicopter on sunday 25/08/2019, wood ohl team were undertaking the removal of tower h66 and replacement of it with new tower h66r, this tower is a pl1 (c) d30 e30, and the new tower was to be installed on the existing foundations, utilising rotex helicopters (switzerland). the tower had the conductors removed prior to the helicopter operations taking place and backstayed to each side to allow space for the lift to take place. the existing tower was dismantled, the first flat panels were installed on faces b-c & a-d, and were backstayed to hold in place, the first spider on panel a-b was flown into position and the top bar was bolted on leg a, another linesmen was on leg b preparing to bolt the top horizontal. lower leg a was not bolted, and lower leg b was bolted. rotex were controlling all lifting operations via a two-way radio from a ground operative to the pilot, this had been specified as the means of communication for all lifts. the load was released prematurely whilst only two bolts were in place (top leg a & lower leg b). this resulted in the spider pivoting on the bars that had been caught and rotating through 90° and coming to rest on the inside of panel a-d. this resulted in two bars being bent, these bars were replaced with the old steel from tower h66 until new members can be fabricated. at no time was any of the operatives inside of the base of the tower. job was stopped and an immediate stand down was had.  the work team were re-briefed and  work recommenced - the building of the tower was completed. the incident has been escalated to a level 2 investigation  as of the 10/09/19.",ORGP
eye injury or irritation,"foreign body to eye (non-work related) at approximately 11:00 pm, employee was awakened by a pain in his eye, he looked at it and noticed it was very red.  he then waited till the morning and came in for the site pa to examine the eye.  upon examination, debris was found, and the individual was taken to local optometrist for further examination.  the employee stated that he did not have an incident at work the previous shift and signed off on the jsa confirming that he did not have any injuries. this event is deemed as non- work related. employee was examined by the on-site clinic and referred to an offsite optometrist for further evaluation.",ORGP
hand or arm injury,"the ip was tightening a socket on a 2"" pipe with a pipe wrench, resulting in a ""pinch point"". the ip was tightening a socket on a 2"" pipe with a pipe wrench with his assistant. whilst tightening the socket, the supervisor was giving an instruction; the ip lost concentration and the assistant continued tightening the socket, resulting in a ""pinch point"", pressing the ip's r index finger against a secondary pipe line. hpjv was notified. ip was taken to the isos site clinic for treatment and returned to work. a work stoppage was conducted with the team and supervisor. contractor with hpjv jointly initiated the stand down with re-enactment of the incident and proposed correct method.",ORGP
covid,wood employees tested antigen rapid test (art) positive. wood employees conducted self -antigen rapid test (art) at home due to their mild symptoms. the test results were positive. self-isolation to be carried out at their residence as per moh guidelines. disinfection had been carried out today. they will carry out self- art after 72 hrs. to report to doctor if symptoms get severe,ORGP
slips & trips,"slip on external stairwell ip was on route to heli admin to check in for his de mob, he approached the external stair case to heli admin and foot slipped of the stairs, this causing him the lunge forward and graze head on the stair tread  ip visited the medic and wound was cleaned with no further action required",ORGP
