category,text,dset
hand or arm injury,"ip got an superficial cut on his left thumb while cutting the excess tubular brace  on 13 april, 2019 at about 2237hrs ip was carrying out cutting activity of tubular bracing using hilti battery saw. due to the awkward position the ip operated the power tool, the blade of the saw got stuck and deformed. ip then tried to free the blade by dislodging the power tool from the excess tubular brace. unfortunately, as he operated the power tool, his left thumb got pinched by the moving part (lock blade mechanism) causing the ip to suffer a superficial cut. at about 2240hrs ip immediately reported to hsse on duty. at 2241hrs was brought to the medic and treated as first aid treatment. •	hsse time out was held to discuss event and learnings from event (done – 14 apr 2019 at ap tbt area)•	re-enforce constant situational awareness prior to and during jobs (tbt’s/jha) •	ensure all mitigations outlined in permit to work are strictly adhered to •	perform hsse focus audits on power tools.•	develop specific inspection checklist for power tools.•	permit to work audit on all activities by supervisors needs to be conducted.",ORGP
foot or leg injury,"welder’s helper stepped up into the back of a pickup truck bed and his right knee buckled, causing him to fall backwards to the ground. at approximately 5:30 pm, thursday, november 7, 2019, a welder’s helper was finishing work in the fab area.  he was loading tools onto the welder’s rig truck. it was clear and overcast.  weather was not an issue.the welder’s helper was finishing up putting the tools away.  he had one more item to put away.  he opened the tailgate and placed the tools on it.  he stated he stepped up onto a step attached to the tow hitch of the truck with his right leg.  he then stepped onto the tailgate with his left foot.  he was stepping up onto the tailgate with his right leg when his right knee “popped” and he felt pain and fell backwards off the tailgate.  after the fall, site management got a paramedic to evaluate the employee.  the paramedic stated he was unsure of unseen damage to the knee and recommended further diagnostic testing.  he was transported by a co-worker to a clinic in carlsbad, nm.  x-rays were negative and he was given a release to return to work. after the fall, site management got a paramedic to evaluate the employee.  the paramedic stated he was unsure of unseen damage to the knee and recommended further diagnostic testing.  he was transported by a co-worker to a clinic in carlsbad, nm.  x-rays were negative and he was given a release to return to work.",ORGP
"hand or arm injury, slips & trips","ip was opening a sliding door and jammed his hand between the door handle and wall. migrated from legacy cairs incident #30957summaryip works as a maintenance rigger on bp magnus and has for several years. the position is embedded to bp and removed from any wg project work that may take place on the platform. at the time of incident though, there were a few contract 'labour supply' persons on board, but no direct wg offshore supervision. all personnel on the bp upstream contract offshoreare currently under consultation.at the date and time stated, ip along with one other, weretransporting a 2t valve on a pallet truck on bp magnus.the item being moved was large and awkward. on arriving at the module 6 south door (which slides right to left from the external side),the teamstoppedto open it and manoeuvre the pallet to fit the door entrance.prior to opening, persons are required to contact the control room to request access, given it enters into the tr. the dooris alarge blast door which takes considerable effort from one person to open. it slides into the blast wall nearby from the internal side, and noticeably, has nomeans of door stop, instead stopping when the handle clashes with the wall frame. this being obvious by the lack of paint on the frame.at this juncture, the party were joined by a third person (sparrows rigger). this person offered assistance with the task being carried out and was subsequently taken through the permit, tbt, drr processand signed having been made aware of the task and associated hazards/risks.asip attempted toslide the door open himself, he got to the half way point before reaching his right hand inside thus straddling the door in order to grab the internal handle. at this point, ip wasassisted by the mentionedthird party. with added excursion of 2 people, this meant the door slid open with more ease and quicker. it therefore resultedin ip's right thumb striking the internal wall frame when trapped between that and the handle (see site pictures to appreciate door set up).on feeling pain to his hand, ip immediately visited the medic where he was assessed and it was noted that his right hand had swollen. he received adressing and paracetamol as treatment and was stood down for the remainder of his shift. .on realising the swelling hadn't gone down, ip was medevac'd on the next available flight on monday 1st august. he was met by the contract team and conveyed to a&amp;e where it was conformed that his thumb was fractured.he had a cast put on his thumb and due to the type of fracture was advised the injury would be reviewed in 6 weeks at ari. ip was conveyed home and his welfare reviewed periodically. there is no restricted duties suitable for ip on the contract at this time.points highlighted from bp investigationdoor design – ‘door is an original unmodified design with no stop’ reporting behaviour – ‘the entire work party and members of the management team, when questioned about the door handle, were aware of the potential for hand trap injuries with said handle, but this door had not been modified to eliminate the hazard’.human factors – the investigation team highlighted the timing around ip being given his notice period whilst offshore 4 days into his trip. see action associated with conversation between janette fullerton-draper, wg hse manager and suzanne turnbull, bp hse contracts advisor and attached timeline document.findings – 1). toleration of known defect (no stop) through poor reporting behaviour.2). door requires a physical stop to eliminate hazard. 3). door is stiff and requires to be oiled. 4). door signage requires re-stencil (exterior). migrated from legacy cairs - see detailed description",ORGP
covid,"a wood employee tested positive for covid-19  a wood employee was reported to wood supervision that they began to experience cov19 s/s on 1/10/2022.  the wood employee scheduled a covid 19 test on 1/111/2022, and was informed on 1/11/2022 the employee is positive for cov19. the employee was last on site on 1/9/2022. contact tracing has been completed, no direct contacts identified.  employee has self quarantined and has notified management.  wood on site management has conducted contact tracing and notification to client.  ",ORGP
covid,a wood employee tested positive for covid-19 			 a wood employee received a positive covid-19 test result on 07/22/2020.  the wood employee was not experiencing symptoms and scheduled a covid 19 test which was a positive result.  contact tracing has been completed. the employee self quarantined. management and hsse conducted contact tracing for the work site.  there is no other impact to the site or wood employees. 			,ORGP
vehicle incident general,"tick bite ip reports sitting in truck on job site found tick on abdomen above pant line. tick was a small tick that was approximately the size of a ball point pen. there were two sites. work care contacted, advised to take antihistamines or topical hydro cortisone for itching and to keep the area cleaned with antibacterial soap.",ORGP
*** Not Classified,"observed crane loading out 15 bbl cutting box of high bs&w oil onto supply boat. the lid was not tight enough and oil (1 pint or less) spilled out onto boat deck and other equipment. due to this incident being a third party we re-classified to report migrated from legacy cairs incident #31146observed crane loading out 15 bbl cutting box of high bs&amp;w oil onto supply boat. the lid was not tight enoughand oil spilled out onto boat deck and other equipment. while lifting the cutting box, it bumped another cutting box on the boat causing the corner of the hatch to become open and caused a leak. this was immediately corrected.due to this incident being a third party we re-classified to report only 8/25/16. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified,"employee reaches up to grab a box, not seeing the large phone on top of the box. the phone drops striking the employee in the head.  basic first aid. migrated from legacy cairs incident #30291employee was assisting in removing boxes out a closet shelve, when they reached up to grab the next box. an old large phone that was laying on top, it fell, striking the employee in the head. the employee notified supervision and axiom. basic first aid was recommended. migrated from legacy cairs - see detailed description",ORGP
*** Not Classified," while off-loading torque tubes, some tubes rolled off flat-bed trailer. on wednesday september 23 at approximately 2:00pm, employees were off-loading torque tubes from a flat bed trailer. during the off-loading, some tubes rolled of trailer. there were no injuries and no damage to the tubes. incident rated as c1 because the road was blocked, spotters in a safe location, and low potential for worse outcome.  the crew was brought together for a stand down and went over the 5 why's. moving forward, a plan was created to prevent this from happening again. they will make sure the loose bundles are strapped together before loading and unloading.",ORGP
mechanical or equipment issue,"the pushbar on the boom extension was bent as a result of double blocking of the lifting hook.  at the morning prestart meeting the crane crew were told to be available for lifting and landing of materials by who ever should require their assistance. there first call was to attend at area 2181 and to pick and carry a cage from the 2181 laydown area and land it in the 2182 concrete pad.  the operator and dogman rigged the cage and then transported it to the eastern boundary of the concrete pad near the windrow. the dogman positioned himself where the cage was to be landed and the operator commenced to telescope out the load. once the boom was fully extended at 13.9m the dogman informed the crane operator the load was about 500mm short of the target. it was then agreed to land the load where it was, retract the boom and reposition so they could set the manual extension and then pick up and land the load the extra 500mm to the correct position.                                                                                                                                          the crane operator was attempting to set the manual extension for the boom and during the process he has failed to feed adequate amount of winch rope to the fall block whilst retracting the boom. this action caused the fall block to rise hard up against the head of the boom resulting in double blocking.       the operator stopped the crane, set the brake and informed his supervisor. investigation initiated.  ",ORGP
