category,text,dset
vehicle incident general,"a sub-contract employee was operating a forklift that contacted a concrete barrier causing a minor chip.  at 4:30 in the afternoon the construction manager of the job questioned a piece of concrete that was missing from the concrete barrier. construction manager called contractor safety and the investigation began. it was determined that the piece of equipment the subcontractor was operating came in contact with the barrier while reversing. both employees were questioned and later confessed to hitting the barrier. it was determined by the subcontractor's company that the employees were to be removed from the jobsite. actual/potential was based on employee causing minor damage only less than $10,000 and there were on injuries. employee immediately notified supervision where contractor safety notified block leader. es&s was called on scene and employee was transported to all american to be screened. employee was released with no restrictions.",ORGP
sharp objects,"wood supervisor came into contact with a sharp edge of the rebar. afw civil supervisor, during his inspection activities, passed close a rebar cage prepared for the pouring. while walking, he came into contact with a sharp edge of the rebar, and, his trousers have been ripped by a rebar. no injury occurred. the rebar's storage area has been fenced off to prevent contact with protruding rebars.",ORGP
covid,employee has been tested covid-19 positive employee has been tested covid-19 positive the employee has been working from home since march 2020. employee had symptoms of covid-19 and went for testing. the employee was found to be positive. employee has been tested covid-19 positive the employee has been working from home since march 2020. employee had symptoms of covid-19 and went for testing. the employee was found to be positive. the employee has been on home quarantine as per medical advise.,ORGP
lifting or moving loads,"a payloader tire contacted bollard while reversing. a wood employee was operating a payloader to move crane mats out of a congested area when the front, right tire contacted a bollard and knocked it over. the employee was moving the mats to a staging area to be loaded onto a trailer and not utilizing a spotter when the incident occurred. the employee notified his supervisor of the incident, client supervision and safety were notified.  the employee was taken for screening, and investigation initiated.  actual/potential decision was based on the fact the damage was less than $10,000 but could have been worse but not more than $100,000. area was secured and notifications were made.  the employee was taken for screening.",ORGP
vehicle incident general,"not at fault - damaged vehicle no injury, vehicle damage. mechanical fitter discovered work utility damaged by unknown member of the public overnight at home premises.  damage reported and towing of vehicle organised.",ORGP
head or face injury,"the employee was attempting to change the fuel filter on a gas pump.  gasoline came into contact with his forehead and right shoulder. migrated from legacy cairs incident #30366on monday, may 9, 2016 at 9:30 am at the infinity gas station area an infinity construction employee was attempting to change the fuel filter on a gas pump. the gas pump was still in the on position causing gas to come into contact with his forehead and right shoulder. approximately half a pint of gasoline was spilled. migrated from legacy cairs - see detailed description",ORGP
"back injury, hand or arm injury","ip experiences back pain as he was fixing bolts on a rolled steel channel.  the cable rack support frame on the north side of the gas treatment module is being replaced. the ip was working with a team on the replacement and had manually handled a partially supported rolled steel channel (rsc) into position. while manoeuvring the rsc by hand to install longer bolts through shim plates, the ip felt mild pain and discomfort. the ip reported to the medic who administered non-prescription medication. ip reported to his shift supervisor who stood him down and the ip reported to the medic in the morning and was given non-prescription medication to ease the pain. ip returned to work that night as planned. ",ORGP
foot or leg injury,"wood ip was walking across a pasture to read a gas meter and a ram sheep in the pasture charged him and hit his left leg resulting in injury at approximately 07:45, near big spring, tx a wood employee was on his daily route reading gas meters. the ip walked through a gate over a cattle guard, shut the gate and proceeded to walk to a gas meter located approximately 100-125' from the gate. local livestock, sheep, were in the roadway. as the ip walked through, a male, ram, charged the ip from behind and hit the ip in the left lower leg below the knee. this contact caused the ip to fall to the ground and suspected fracture to the left leg. the ram backed away as if to charge again, but the ip began throwing rocks at the ram to entice him to move away.  employees with a local construction company passing by spotted the ip crawling back to his truck. they stopped to render aid, called 911, a coworker and waited until the ambulance arrived.  the ip was transported to a local hospital.  x-rays confirmed a left tibia fracture approximately 1.5” above the ankle joint. actual: (b2) the injury resulted in a rwc.potential: (b2)  b2 was selected because we hit the maximum potential b2 rwc.  employees with a local construction company spotted the ip crawling back to his truck. they stopped to render aid, called 911, a coworker and waited until the ambulance arrived. ip was transported to scenic mountain medical center, 1601 west 11th pl., big spring, texas, 79720",ORGP
"lifting or moving loads, vehicle incident general",a irem telescopic handler (manitou) operator drives from gof to the nhf with his boom erected and touched a scaffold. the manitou driver from irem drove with his manitou from the laydown area through the gofiner towards the nhf. at a certain time the boom / forks of the manitou hit a scaffold. the beam of this scaffold was at a height of approximately 3.5 meter. there we no signs in place to visualise the restricted height of the scaffold. the manitou driver drove with his boom / forks totally up (erected). the boom / forks were totally erected instead of lowered. the manitou driver forgot to lower his boom while driving around (lack of risk assessment during the job; lmra).  the manitou driver completed a alcohol test (voluntarily). this was negative.,ORGP
vehicle incident general,"haul truck tire contacted lid of  existing  2'x2' quazite box, punching lid into the box.  box contains four empty conduits.  there were no injuries, and no damage or shifting of the box. migrated from legacy cairs incident #38260incident details:location:north of building p10, south of roadway n29approximate time of incident:12:30 pminvolved equipment: caterpillar 730c heavy haul truck (loaded)what happened: crew was relocating anexisting fire hydrant for purpose of trench trough installation. theexcavator and haul truck had been working on the south side of the pipe rack(trestle), between the trestle and bldg. p10. once full of spoil, the haul truckhad to exit the site via the rocked area in order to access the drivewaythrough the trestle. the haul truck contacted one of the existing quaziteboxes in the rocked area, punching the lid into the box. box containsfour empty conduits and does not appear damaged or shifted.why it happened: employees were faced with deciding between only twoavailable travel routes, the one chosen (trestle driveway) vs. another routeunder the trestle with extremely tight clearance. the tight clearance route was more of a shortcut and was recognized as more risky, so they chose not to use it. employees utilized spotters during the operation,and they recognized the need of spotting more for reverse movement in thecongested area. immediate cause: quazite lid contacted by heavy haultruckunderlying cause: lid of quazite box was not recognized asvulnerable to damage from driving on it. migrated from legacy cairs - see detailed description",ORGP
